time_s,radius_cm,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm,surface
720,1.94920000,301.336516,301.339854,301.349439,301.365909,301.389446,301.420772,301.460787,301.510568,301.571361,301.644550,301.731630,301.834925,301.956143,302.098008,302.262728,302.453091,302.672223,302.922791,303.208491,303.536766,,303.719579
780,1.94496667,301.401947,301.405926,301.417321,301.436872,301.464712,301.501598,301.548466,301.606428,301.676758,301.760863,301.860240,301.977420,302.113672,302.272004,302.454210,302.662827,302.901064,303.171331,303.478233,303.831103,,304.010593
840,1.94073333,301.479025,301.483668,301.496934,301.519669,301.551955,301.594575,301.648483,301.714805,301.794812,301.889890,302.001491,302.132334,302.283198,302.457442,302.656482,302.882622,303.138897,303.426793,303.750470,304.117689,,304.284681
900,1.93650000,301.568094,301.573418,301.588589,301.614571,301.651376,301.699800,301.760801,301.835494,301.925121,302.031012,302.154536,302.298541,302.463306,302.652082,302.866070,303.107371,303.378088,303.680262,304.017775,304.399579,,304.554565
960,1.93226667,301.669308,301.675314,301.692392,301.721619,301.762927,301.817105,301.885093,301.967964,302.066893,302.183117,302.318059,302.474150,302.651827,302.853791,303.081624,303.337509,303.623271,303.942503,304.299857,304.707368,,304.854097
1020,1.92803333,301.782565,301.789240,301.808180,301.840576,301.886263,301.946014,302.020733,302.111440,302.219245,302.345310,302.491188,302.658918,302.849271,303.064495,303.306645,303.577680,303.878725,304.212655,304.582709,304.999240,,305.127693
1080,1.92380000,301.907510,301.914832,301.935562,301.971011,302.020917,302.086035,302.167238,302.265503,302.381882,302.517469,302.673939,302.852854,303.055248,303.282947,303.538123,303.822601,304.138416,304.489615,304.882786,305.333015,,305.452196
1140,1.91956667,302.043719,302.051665,302.074117,302.112509,302.166482,302.236772,302.324217,302.429751,302.554375,302.699129,302.865891,303.055839,303.270505,303.511647,303.781614,304.082302,304.415834,304.785206,305.195970,305.660495,,305.760305
1200,1.91533333,302.190785,302.199333,302.223443,302.264679,302.322591,302.397903,302.491441,302.604119,302.736919,302.890863,303.068049,303.269187,303.496184,303.750421,304.034020,304.348588,304.696347,305.080125,305.506423,305.989422,,306.070617
1260,1.91110000,302.348401,302.357540,302.383273,302.427305,302.489095,302.569364,302.668923,302.788659,302.929516,303.092459,303.279775,303.491621,303.730270,303.996699,304.292789,304.619782,304.979645,305.374388,305.809027,306.296979,,306.355785
1320,1.90686667,302.516401,302.526123,302.553449,302.600228,302.665825,302.750946,302.856375,302.982954,303.131560,303.303068,303.499901,303.721587,303.970702,304.247782,304.554574,304.892407,305.264151,305.673255,306.127360,306.644791,,306.683636
1380,1.90263333,302.694558,302.704845,302.733711,302.783145,302.852408,302.942180,303.053201,303.186256,303.342153,303.521898,303.727521,303.958641,304.218197,304.506560,304.825611,305.176908,305.563032,305.987314,306.455903,306.985598,,307.000713
1440,1.89840000,302.882472,302.893299,302.923628,302.975593,303.048355,303.142570,303.258950,303.398246,303.561231,303.749099,303.963443,304.203981,304.473875,304.773051,305.103123,305.465596,305.862281,306.296241,306.773842,,,307.303076
1500,1.89416667,303.079723,303.091071,303.122807,303.177216,303.253360,303.351880,303.473457,303.618801,303.788623,303.984277,304.206817,304.456258,304.735065,305.043385,305.382153,305.752592,306.155438,306.592728,307.070103,,,307.569568
1560,1.88993333,303.285995,303.297845,303.330933,303.387691,303.467077,303.569700,303.696190,303.847182,304.023283,304.225944,304.455583,304.712448,304.998186,305.313187,305.657880,306.033776,306.441835,306.885685,307.373368,,,307.865211
1620,1.88570000,303.500853,303.513174,303.547517,303.606455,303.688826,303.795188,303.926097,304.082089,304.263655,304.472356,304.708033,304.971312,305.263253,305.584768,305.936063,306.318639,306.732980,307.182032,307.672042,,,308.137433
1680,1.88146667,303.723566,303.736309,303.771772,303.832657,303.917689,304.027372,304.162196,304.322617,304.509032,304.723143,304.964214,305.233215,305.530515,305.857373,306.213839,306.600787,307.019539,307.473804,307.971456,,,308.422634
1740,1.87723333,303.953281,303.966401,304.002908,304.065467,304.152860,304.265488,304.403775,304.568097,304.758878,304.977632,305.223414,305.497513,305.800009,306.132175,306.494915,306.888958,307.317017,307.784066,308.299953,,,308.745887
1800,1.87300000,304.189206,304.202660,304.240101,304.304126,304.393614,304.508863,304.650252,304.818115,305.013065,305.236203,305.486798,305.766515,306.075320,306.414686,306.785701,307.189160,307.628075,308.106487,308.633469,,,309.060813
1860,1.87036667,304.430474,304.444208,304.482433,304.547718,304.639006,304.756542,304.900699,305.071808,305.270636,305.498046,305.753436,306.038677,306.353553,306.699492,307.077499,307.488345,307.935274,308.422298,308.959143,,,309.378741
1920,1.86773333,304.676575,304.690583,304.729575,304.796100,304.889177,305.009008,305.155965,305.330377,305.533155,305.764886,306.025056,306.315684,306.636283,306.988088,307.371716,307.787449,308.237092,308.722882,309.251613,,,309.643078
1980,1.86510000,304.927488,304.941770,304.981534,305.049300,305.144168,305.266286,305.416007,305.593629,305.800153,306.035791,306.299993,306.594707,306.918950,307.273534,307.658666,308.074609,308.523196,309.007821,309.537375,,,309.916183
2040,1.86246667,305.183164,305.197712,305.238216,305.307157,305.403697,305.527900,305.680063,305.860401,306.069954,306.308520,306.575542,306.872990,307.199639,307.556281,307.943242,308.361229,308.812291,309.300436,309.835102,,,310.202277
2100,1.85983333,305.443200,305.457978,305.499122,305.569057,305.667002,305.792926,305.947067,306.129570,306.341544,306.582440,306.851773,307.151638,307.480626,307.839484,308.228456,308.648219,309.100192,309.587716,310.118977,,,310.465939
2160,1.85720000,305.706886,305.721852,305.763525,305.834264,305.933358,306.060693,306.216457,306.400742,306.614739,306.857546,307.128824,307.430402,307.760879,308.120714,308.509977,308.929401,309.380267,309.866351,310.396699,,,310.727794
2220,1.85456667,305.973563,305.988685,306.030792,306.102177,306.202205,306.330673,306.487722,306.673412,306.888910,307.133049,307.405677,307.708216,308.039572,308.400084,308.790014,309.210697,309.663974,310.154956,310.694502,,,311.017456
2280,1.85193333,306.242643,306.257886,306.300336,306.372210,306.472951,306.602279,306.760291,306.947141,307.163707,307.408925,307.682814,307.986526,308.319378,308.681629,309.073563,309.496508,309.951528,310.442807,310.978732,,,311.281259
2340,1.84930000,306.513573,306.528911,306.571631,306.643879,306.745192,306.875223,307.034053,307.221949,307.439522,307.685801,307.960936,308.265703,308.599673,308.962879,309.355636,309.779728,310.236796,310.732854,311.278574,,,311.573332
2400,1.84666667,306.786011,306.801432,306.844386,306.916950,307.018760,307.149407,307.308955,307.497787,307.716246,307.963474,308.239802,308.545732,308.881248,309.246301,309.641294,310.067770,310.526898,311.022958,311.564542,,,311.838572
2460,1.84403333,307.059766,307.075260,307.118425,307.191270,307.293532,307.424751,307.584984,307.774741,307.994105,308.242317,308.519839,308.826789,309.163383,309.529308,309.925113,310.352183,310.812845,311.312341,311.861963,,,312.126006
2520,1.84140000,307.334739,307.350303,307.393670,307.466777,307.569469,307.701227,307.862095,308.052699,308.272852,308.521905,308.800483,309.108408,309.446285,309.813697,310.211386,310.640227,311.102525,311.601992,312.148284,,,312.393081
2580,1.83876667,307.610856,307.626485,307.670039,307.743386,307.846475,307.978733,308.140196,308.331616,308.552536,308.802401,309.081950,309.390593,309.729078,310.096541,310.493441,310.919752,311.377199,311.868288,312.401610,,,312.623703
2640,1.83613333,307.888037,307.903727,307.947455,308.021017,308.124462,308.257152,308.419094,308.611124,308.832459,309.082564,309.362187,309.670254,310.007638,310.373226,310.767754,311.191600,311.647800,312.141396,312.684810,,,312.898030
2700,1.83350000,308.166115,308.181848,308.225699,308.299380,308.403025,308.535917,308.698070,308.890229,309.111474,309.361301,309.640620,309.948207,310.285160,310.650711,311.045934,311.471109,311.928930,312.423697,312.965560,,,313.161323
2760,1.83086667,308.444655,308.460403,308.504301,308.577976,308.681658,308.814566,308.976816,309.168913,309.390042,309.639705,309.918966,310.226425,310.562906,310.927861,311.321581,311.743834,312.196120,312.681556,313.208122,,,313.381854
2820,1.82823333,308.723282,308.739032,308.782941,308.856558,308.960213,309.093065,309.255327,309.447243,309.668048,309.917158,310.195639,310.501760,310.835891,311.197659,311.586582,312.002618,312.447218,312.924325,313.442926,,,313.599627
2880,1.82560000,309.001795,309.017532,309.061410,309.134887,309.238381,309.370971,309.532931,309.724206,309.944048,310.191775,310.468470,310.772199,311.103248,311.461484,311.846655,312.259577,312.702627,313.181651,313.707857,,,313.853012
2940,1.82296667,309.279770,309.295461,309.339214,309.412429,309.515487,309.647503,309.808780,309.998999,310.217485,310.463555,310.738462,311.040218,311.369201,311.725329,312.108193,312.518128,312.956077,313.425013,313.932349,,,314.056063
3000,1.82033333,309.556609,309.572225,309.615772,309.688626,309.791063,309.922335,310.082771,310.271810,310.488851,310.733162,311.006029,311.305185,311.630760,311.982376,312.359405,312.762318,313.192547,313.654221,314.157426,,,314.266641
3060,1.81770000,309.831925,309.847449,309.890742,309.963155,310.064855,310.195295,310.354586,310.542119,310.757261,310.999339,311.269308,311.565117,311.886738,312.233815,312.605763,313.003152,313.427161,313.881275,314.374444,,,314.467216
3120,1.81506667,310.105363,310.120769,310.163738,310.235589,310.336378,310.465780,310.623613,310.809316,311.022214,311.261740,311.528523,311.820824,312.138547,312.481588,312.849923,313.245379,313.671059,314.133469,314.646358,,,314.729584
3180,1.81243333,310.376463,310.391728,310.434304,310.505483,310.605250,310.733419,310.889642,311.073419,311.284116,311.521398,311.785785,312.076095,312.392443,312.735104,313.104249,313.501622,313.929185,314.391017,314.896917,,,314.963870
3240,1.80980000,310.644924,310.660042,310.702216,310.772723,310.871556,310.998554,311.153408,311.335677,311.544804,311.780666,312.043573,312.332628,312.647717,312.988912,313.356181,313.750811,314.174700,314.631959,315.132938,,,315.185153
3300,1.80716667,310.910943,310.925938,310.967780,311.037738,311.135821,311.261887,311.415652,311.596697,311.804474,312.038992,312.300256,312.587598,312.900701,313.239564,313.604259,313.995899,314.416407,314.870224,315.367875,,,315.405758
3360,1.80453333,311.174964,311.189856,311.231421,311.300914,311.398345,311.523575,311.676321,311.856161,312.062538,312.295574,312.554967,312.840275,313.150947,313.486807,313.847755,314.234183,314.647074,315.089710,315.570249,,,315.593210
3420,1.80190000,311.437204,311.451999,311.493297,311.562336,311.659117,311.783489,311.935152,312.113652,312.318385,312.549525,312.806387,313.088643,313.395424,313.726382,314.081478,314.461135,314.867010,315.303665,315.781213,,,315.790813
3480,1.79926667,311.697621,311.712307,311.753306,311.821827,311.917851,312.041194,312.191516,312.368315,312.570933,312.799603,313.053325,313.331981,313.634529,313.960528,314.309838,314.682227,315.078438,315.501158,,,,315.954247
3540,1.79663333,311.955884,311.970436,312.011065,312.078947,312.174037,312.296119,312.444810,312.619558,312.819643,313.045319,313.295225,313.569321,313.866253,314.185387,314.526575,314.889575,315.275730,315.688744,,,,316.122024
3600,1.79400000,312.211511,312.225900,312.266073,312.333172,312.427116,312.547649,312.694334,312.866560,313.063543,313.285580,313.531043,313.800152,314.091595,314.405086,314.741271,315.100856,315.486921,315.905410,,,,316.339629
3660,1.79096667,312.463974,312.478172,312.517812,312.583999,312.676627,312.795413,312.939905,313.109493,313.303431,313.522230,313.764150,314.029934,314.318411,314.629536,314.964142,315.322306,315.705960,316.118613,,,,316.526527
3720,1.78793333,312.712855,312.726848,312.765924,312.831163,312.922466,313.039563,313.182031,313.349303,313.540689,313.756878,313.995941,314.258710,314.543934,314.851483,315.181730,315.534948,315.913267,316.320948,,,,316.711522
3780,1.78490000,312.958216,312.972020,313.010577,313.074951,313.165049,313.280614,313.421236,313.586363,313.775314,313.988906,314.225099,314.484573,314.766420,315.070604,315.397380,315.747566,316.123637,316.530391,,,,316.907516
3840,1.78186667,313.200346,313.213974,313.252048,313.315613,313.404575,313.518685,313.657545,313.820619,314.007247,314.218406,314.451984,314.708548,314.987515,315.288823,315.612279,315.958649,316.329493,316.728439,,,,317.081910
3900,1.77883333,313.439433,313.452895,313.490512,313.553313,313.641205,313.753947,313.891149,314.052285,314.236809,314.445473,314.676343,314.929632,315.204900,315.501878,315.819877,316.159825,316.522833,316.912560,,,,317.244379
3960,1.77580000,313.675642,313.688945,313.726124,313.788185,313.875032,313.986413,314.121925,314.281022,314.463254,314.669043,314.896680,315.146071,315.416935,315.708726,316.020905,316.354443,316.710602,317.093386,,,,317.406816
4020,1.77276667,313.908987,313.922124,313.958843,314.020124,314.105854,314.215761,314.349420,314.506257,314.685915,314.888512,315.112580,315.357839,315.623934,315.910209,316.216046,316.541854,316.888325,317.258399,,,,317.546721
4080,1.76973333,314.139257,314.152213,314.188429,314.248854,314.333357,314.441644,314.573263,314.727605,314.904385,315.103392,315.323328,315.563640,315.823773,316.102830,316.400043,316.715364,317.049284,317.404449,,,,317.668393
4140,1.76670000,314.366145,314.378899,314.414553,314.474018,314.557140,314.663590,314.792871,314.944319,315.117688,315.312435,315.527432,315.761941,316.015420,316.287195,316.577152,316.886183,317.216658,317.574043,,,,317.832769
4200,1.76366667,314.589200,314.601721,314.636726,314.695086,314.776619,314.880968,315.007609,315.155866,315.325603,315.516101,315.726590,315.956398,316.205223,316.472591,316.758491,317.063218,317.387996,317.736047,,,,317.972969
4260,1.76063333,314.807926,314.820195,314.854499,314.911682,314.991558,315.093772,315.217818,315.363045,315.529453,315.716133,315.922562,316.147938,316.391913,316.653983,316.934320,317.233429,317.553535,317.899138,,,,318.125117
4320,1.75760000,315.022217,315.034239,315.067859,315.123897,315.202169,315.302332,315.423891,315.566216,315.729436,315.912476,316.115119,316.336598,316.576800,316.835594,317.113827,317.412611,317.735390,318.087691,,,,318.308508
4380,1.75456667,315.232226,315.244013,315.276979,315.331931,315.408695,315.506951,315.626245,315.766009,315.926564,316.106741,316.306691,316.525653,316.763533,317.019950,317.295067,317.588355,317.900142,318.231618,,,,318.422470
4440,1.75153333,315.438274,315.449851,315.482242,315.536244,315.611705,315.708332,315.825702,315.963267,316.121430,316.298738,316.495359,316.710104,316.942402,317.191352,317.456663,317.737721,318.035186,318.351765,,,,318.524595
4500,1.74850000,315.640852,315.652239,315.684105,315.737220,315.811421,315.906391,316.021665,316.156629,316.311664,316.485017,316.676904,316.885960,317.111622,317.353294,317.610971,317.885206,318.177769,318.493425,,,,318.657595
4560,1.74546667,315.839926,315.851100,315.882371,315.934469,316.007203,316.100220,316.213020,316.344959,316.496475,316.665672,316.853021,317.057224,317.277928,317.514886,317.768113,318.038373,318.327001,318.638130,,,,318.789154
4620,1.74243333,316.034979,316.045914,316.076517,316.127491,316.198635,316.289592,316.399871,316.528851,316.677086,316.842576,317.026046,317.226232,317.442928,317.676230,317.926435,318.194961,318.484341,318.800193,,,,318.944711
4680,1.73940000,316.225777,316.236473,316.266414,316.316285,316.385893,316.474903,316.582857,316.709283,316.854614,317.017168,317.197599,317.395014,317.609242,317.840523,318.088838,318.354971,318.640381,318.948459,,,,319.077690
4740,1.73636667,316.412533,316.423014,316.452359,316.501247,316.569507,316.656838,316.762826,316.887141,317.030076,317.190182,317.367909,317.562538,317.773728,318.001769,318.246598,318.509305,318.792280,319.100178,,,,319.220178
4800,1.73333333,316.595758,316.606054,316.634888,316.682931,316.750024,316.835889,316.940135,317.062548,317.203258,317.361049,317.536193,317.728213,317.936682,318.161911,318.403518,318.662081,318.939119,319.237710,,,,319.343254
4860,1.73030000,316.775902,316.786032,316.814410,316.861694,316.927734,317.012263,317.114904,317.235536,317.374104,317.529556,317.701883,317.890667,318.095253,318.315377,318.550409,318.800315,319.065752,319.349109,,,,319.439389
4920,1.72726667,316.953233,316.963206,316.991149,317.037701,317.102706,317.185881,317.286828,317.405467,317.541497,317.693969,317.862569,318.046972,318.246523,318.460968,318.690459,318.936141,319.200670,319.489710,,,,319.574106
4980,1.72423333,317.127714,317.137517,317.164983,317.210725,317.274565,317.356203,317.455218,317.571595,317.704864,317.854300,318.019513,318.200309,318.396175,318.606370,318.830413,319.067660,319.317569,319.580676,,,,319.646766
5040,1.72120000,317.299032,317.308649,317.335597,317.380464,317.443069,317.523099,317.620121,317.734160,317.864521,318.010523,318.171473,318.346815,318.535624,318.736748,318.949545,319.173593,319.409331,319.659338,,,,319.714738
5100,1.71816667,317.466971,317.476386,317.502767,317.546669,317.607877,317.686037,317.780652,317.891724,318.018300,318.159752,318.315213,318.484076,318.665506,318.858616,319.063280,319.279756,319.509366,319.755890,,,,319.803075
5160,1.71513333,317.631006,317.640177,317.665871,317.708601,317.768121,317.844039,317.935822,318.043499,318.165978,318.302826,318.453227,318.616824,318.793237,318.982296,319.185071,319.403291,319.640570,319.903854,,,,319.946675
5220,1.71210000,317.790436,317.799334,317.824265,317.865718,317.923448,317.997079,318.086123,318.190752,318.309886,318.443462,318.590876,318.752107,318.927047,319.115607,319.318246,319.535219,319.767566,320.017631,,,,320.049350
5280,1.70906667,317.945181,317.953830,317.978073,318.018400,318.074604,318.146369,318.233282,318.335665,318.452374,318.583520,318.728356,318.886646,319.057879,319.241473,319.437052,319.644181,319.863166,320.095766,,,,320.117692
5340,1.70603333,318.095983,318.104431,318.128117,318.167527,318.222470,318.292645,318.377641,318.477812,318.591833,318.719841,318.860896,319.014626,319.180498,319.358214,319.547963,319.750670,319.968817,320.207577,,,,320.222846
5400,1.70300000,318.243382,318.251637,318.274785,318.313287,318.366944,318.435442,318.518359,318.616088,318.727204,318.852014,318.989600,319.139709,319.301897,319.475858,319.661224,319.857801,320.065822,320.286909,,,,320.293787
5460,1.70040000,318.387271,318.395321,318.417899,318.455448,318.507769,318.574551,318.655422,318.750681,318.858941,318.980530,319.114439,319.260368,319.417926,319.587182,319.768554,319.963631,320.175612,320.411008,,,,320.412010
5520,1.69780000,318.527573,318.535420,318.557429,318.594026,318.645013,318.710084,318.788935,318.881778,318.987363,319.106190,319.237383,319.380874,319.536477,319.704335,319.884326,320.076785,320.282400,,,,,320.498367
5580,1.69520000,318.664344,318.671998,318.693471,318.729185,318.778960,318.842521,318.919654,319.010502,319.113907,319.230410,319.359014,319.499482,319.651371,319.814549,319.988577,320.173749,320.371046,,,,,320.572798
5640,1.69260000,318.797937,318.805421,318.826421,318.861350,318.910033,318.972198,319.047675,319.136476,319.237523,319.351189,319.476507,319.613107,319.760475,319.918460,320.086536,320.264990,320.454752,,,,,320.642915
5700,1.69000000,318.928575,318.935889,318.956414,318.990540,319.038086,319.098764,319.172431,319.258969,319.357394,319.467919,319.589709,319.722388,319.865636,320.019597,320.184424,320.361497,320.553316,,,,,320.742738
5760,1.68740000,319.056116,319.063248,319.083262,319.116531,319.162867,319.221984,319.293790,319.378092,319.474073,319.581911,319.701014,319.831074,319.971886,320.123336,320.285180,320.457463,320.640552,,,,,320.810818
5820,1.68480000,319.180443,319.187396,319.206911,319.239355,319.284549,319.342224,319.412347,319.494647,319.588403,319.693627,319.809713,319.936078,320.072226,320.217490,320.371275,320.533046,320.702831,,,,,320.854144
5880,1.68220000,319.301728,319.308511,319.327551,319.359196,319.403261,319.459460,319.527765,319.607757,319.698738,319.800488,319.912374,320.033642,320.163774,320.302099,320.448468,320.602941,320.766721,,,,,320.910473
5940,1.67960000,319.419892,319.426485,319.444990,319.475726,319.518484,319.572950,319.639093,319.716378,319.804194,319.902249,320.010145,320.127398,320.254143,320.390678,320.538569,320.700342,320.880789,,,,,321.043138
6000,1.67700000,319.534485,319.540867,319.558779,319.588525,319.629907,319.682637,319.746776,319.821833,319.907485,320.003646,320.110445,320.227803,320.356339,320.496341,320.648800,320.814595,320.995360,,,,,321.146674
6060,1.67440000,319.645563,319.651770,319.669204,319.698189,319.738582,319.790181,319.853201,319.927196,320.012053,320.107660,320.214224,320.331429,320.459465,320.597978,320.747051,320.906622,321.077235,,,,,321.212432
6120,1.67180000,319.754228,319.760333,319.777490,319.806037,319.845863,319.896800,319.959123,320.032296,320.116232,320.210607,320.315408,320.430039,320.554043,320.686561,320.826809,320.973807,321.126876,,,,,321.240605
6180,1.66920000,319.861391,319.867415,319.884346,319.912505,319.951762,320.001913,320.063194,320.134897,320.216866,320.308572,320.409760,320.519936,320.638730,320.766163,320.903080,321.051555,321.215627,,,,,321.341979
6240,1.66660000,319.966867,319.972773,319.989366,320.016938,320.055329,320.104299,320.164085,320.233923,320.313804,320.403321,320.502487,320.611254,320.729535,320.857478,320.995297,321.143453,321.302610,,,,,321.415672
6300,1.66400000,320.070000,320.075768,320.091976,320.118913,320.156432,320.204322,320.262891,320.331360,320.409841,320.497898,320.595479,320.702359,320.818172,320.942754,321.075953,321.218120,321.370037,,,,,321.473563
6360,1.66140000,320.170882,320.176532,320.192413,320.218810,320.255583,320.302525,320.359968,320.427051,320.503911,320.590002,320.685148,320.788957,320.900845,321.020367,321.146916,321.280109,321.419846,,,,,321.509355
6420,1.65880000,320.269739,320.275272,320.290821,320.316654,320.352618,320.398501,320.454553,320.519859,320.594502,320.677784,320.769356,320.868632,320.974848,321.087415,321.205653,321.329199,321.458247,,,,,321.537270
6480,1.65620000,320.366318,320.371704,320.386839,320.411960,320.446884,320.491388,320.545580,320.608528,320.680243,320.759917,320.847100,320.941129,321.041203,321.146723,321.257003,321.371652,321.490865,,,,,321.560348
6540,1.65360000,320.459964,320.465162,320.479763,320.503972,320.537578,320.580350,320.632269,320.692420,320.760790,320.836567,320.919389,321.008875,321.104825,321.207830,321.319153,321.441366,321.579355,,,,,321.662468
6600,1.65100000,320.549981,320.554960,320.568944,320.592122,320.624287,320.665253,320.714992,320.772740,320.838710,320.912354,320.993690,321.082716,321.179403,321.283904,321.396065,321.515366,321.641340,,,,,321.708102
6660,1.64840000,320.636287,320.641077,320.654539,320.676879,320.707935,320.747617,320.795915,320.852167,320.916643,320.988693,321.068112,321.154486,321.247250,321.345832,321.449516,321.557624,321.669926,,,,,321.725984
6720,1.64580000,320.719757,320.724407,320.737479,320.759174,320.789337,320.827895,320.874748,320.929212,320.991462,321.060697,321.136561,321.218542,321.306136,321.398996,321.497031,321.600680,321.711331,,,,,321.765163
6780,1.64320000,320.800742,320.805241,320.817887,320.838857,320.867975,320.905163,320.950234,321.002540,321.062212,321.128540,321.201275,321.280144,321.365054,321.456160,321.554044,321.660026,321.776453,,,,,321.831048
6840,1.64060000,320.878869,320.883198,320.895367,320.915542,320.943553,320.979357,321.022752,321.073212,321.130894,321.195273,321.266182,321.343389,321.426679,321.515641,321.609722,321.708233,321.810347,,,,,321.852757
6900,1.63800000,320.954109,320.958286,320.970029,320.989507,321.016569,321.051210,321.093201,321.142075,321.197896,321.260148,321.328566,321.402925,321.483295,321.570028,321.664304,321.768555,321.887026,,,,,321.937186
6960,1.63540000,321.026825,321.030864,321.042222,321.061064,321.087245,321.120800,321.161492,321.208982,321.263410,321.324544,321.392398,321.467102,321.549041,321.638443,321.735761,321.841532,321.956657,,,,,322.000000
7020,1.63280000,321.097296,321.101225,321.112283,321.130647,321.156215,321.189097,321.229087,321.275972,321.329901,321.390714,321.458327,321.532686,321.613902,321.701798,321.796492,321.898281,322.008076,,,,,322.046183
7080,1.63020000,321.166273,321.170139,321.181025,321.199116,321.224327,321.256805,321.296308,321.342661,321.395905,321.455856,321.522256,321.594840,321.673407,321.757322,321.846067,321.939005,322.035730,,,,,322.065728
7140,1.62760000,321.234296,321.238108,321.248842,321.266674,321.291502,321.323465,321.362232,321.407604,321.459459,321.517534,321.581409,321.650758,321.725354,321.804965,321.889854,321.980818,322.079772,,,,,322.108962
7200,1.62500000,321.301176,321.304907,321.315407,321.332829,321.357048,321.388182,321.425829,321.469816,321.519962,321.576102,321.637891,321.705172,321.777814,321.855695,321.938918,322.027742,322.123053,,,,,322.148117
7260,1.62380000,321.366305,321.369923,321.380105,321.396994,321.420461,321.450627,321.487084,321.529689,321.578255,321.632656,321.692552,321.757805,321.828275,321.903917,321.984971,322.071971,322.166300,,,,,322.190115
7320,1.62260000,321.429425,321.432929,321.442794,321.459156,321.481891,321.511128,321.546455,321.587756,321.634820,321.687520,321.745434,321.808234,321.875335,321.945911,322.018780,322.092291,322.164458,,,,,322.180371
7380,1.62140000,321.490581,321.493975,321.503526,321.519359,321.541343,321.569578,321.603598,321.643218,321.688077,321.737868,321.791969,321.849911,321.911198,321.975630,322.043508,322.115897,322.195243,,,,,322.213518
7440,1.62020000,321.549579,321.552833,321.561983,321.577131,321.598114,321.624993,321.657267,321.694747,321.737080,321.784058,321.835206,321.890228,321.948660,322.010028,322.073635,322.138567,322.203779,,,,,322.216906
7500,1.61900000,321.605824,321.608912,321.617596,321.631964,321.651854,321.677319,321.707857,321.743286,321.783222,321.827435,321.875425,321.926945,321.981776,322.040173,322.102889,322.171647,322.249537,,,,,322.265774
