time_s,time_h,radius_cm,z_m,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm,surface
60,0.01666667,1.99576667,0.095,301.150000,301.150000,301.150000,301.150000,301.150000,301.150000,301.150000,301.150000,301.150001,301.150004,301.150013,301.150040,301.150116,301.150325,301.150856,301.152109,301.154862,301.160631,301.171828,301.192157,,301.225281
60,0.01666667,1.99576667,0.100,301.150000,301.150000,301.150000,301.150000,301.150000,301.150000,301.150000,301.150000,301.150001,301.150004,301.150013,301.150040,301.150116,301.150325,301.150856,301.152109,301.154862,301.160631,301.171828,301.192157,,301.225281
60,0.01666667,1.99576667,0.105,301.150000,301.150000,301.150000,301.150000,301.150000,301.150000,301.150000,301.150000,301.150001,301.150004,301.150013,301.150040,301.150116,301.150325,301.150856,301.152109,301.154862,301.160631,301.171828,301.192157,,301.225281
60,0.01666667,1.99576667,0.110,301.150000,301.150000,301.150000,301.150000,301.150000,301.150000,301.150000,301.150000,301.150001,301.150004,301.150013,301.150040,301.150116,301.150325,301.150856,301.152109,301.154863,301.160631,301.171828,301.192157,,301.225281
60,0.01666667,1.99576667,0.115,301.150020,301.150020,301.150020,301.150020,301.150020,301.150020,301.150020,301.150020,301.150021,301.150023,301.150032,301.150059,301.150135,301.150345,301.150875,301.152128,301.154882,301.160649,301.171846,301.192174,,301.225297
60,0.01666667,1.99576667,0.120,301.152008,301.152008,301.152008,301.152008,301.152008,301.152008,301.152008,301.152009,301.152009,301.152012,301.152021,301.152048,301.152123,301.152330,301.152856,301.154099,301.156833,301.162564,301.173699,301.193933,,301.226930
60,0.01666667,1.99576667,0.125,301.223453,301.223453,301.223453,301.223453,301.223453,301.223453,301.223453,301.223453,301.223454,301.223456,301.223463,301.223485,301.223548,301.223720,301.224157,301.225194,301.227482,301.232306,301.241750,301.259122,,301.287425
120,0.03333333,1.99153333,0.000,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.005,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.010,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.015,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.020,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.025,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.030,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.035,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.040,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.045,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.050,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.055,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.060,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.065,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.070,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.075,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.080,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.085,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.090,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.095,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.100,301.150001,301.150001,301.150002,301.150004,301.150008,301.150019,301.150042,301.150094,301.150204,301.150434,301.150896,301.151784,301.153443,301.156465,301.161783,301.170800,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.105,301.150001,301.150001,301.150002,301.150004,301.150009,301.150019,301.150043,301.150094,301.150204,301.150434,301.150896,301.151785,301.153443,301.156465,301.161784,301.170801,301.185634,301.209330,301.246143,301.301291,,301.374555
120,0.03333333,1.99153333,0.110,301.150020,301.150020,301.150021,301.150023,301.150028,301.150038,301.150062,301.150113,301.150223,301.150453,301.150915,301.151804,301.153462,301.156484,301.161802,301.170819,301.185652,301.209348,301.246160,301.301307,,301.374569
120,0.03333333,1.99153333,0.115,301.150743,301.150743,301.150744,301.150746,301.150751,301.150761,301.150784,301.150836,301.150946,301.151175,301.151637,301.152523,301.154179,301.157196,301.162507,301.171512,301.186330,301.210003,301.246785,301.301895,,301.375115
120,0.03333333,1.99153333,0.120,301.167578,301.167578,301.167579,301.167581,301.167585,301.167595,301.167618,301.167668,301.167773,301.167995,301.168442,301.169301,301.170908,301.173842,301.179013,301.187798,301.202283,301.225474,301.261591,301.315829,,301.388033
120,0.03333333,1.99153333,0.125,301.366009,301.366009,301.366010,301.366011,301.366015,301.366023,301.366041,301.366080,301.366164,301.366340,301.366694,301.367377,301.368654,301.370990,301.375121,301.382167,301.393842,301.412669,301.442284,301.487497,,301.548059
180,0.05000000,1.98730000,0.000,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.005,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.010,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.015,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.020,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.025,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.030,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.035,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.040,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.045,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.050,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.055,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.060,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.065,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.070,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.075,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.080,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.085,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.090,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.095,301.150042,301.150049,301.150072,301.150121,301.150212,301.150378,301.150675,301.151200,301.152111,301.153664,301.156242,301.160400,301.167010,301.177252,301.192844,301.215841,301.249085,301.295834,301.360048,301.446191,,301.544733
180,0.05000000,1.98730000,0.100,301.150042,301.150049,301.150072,301.150121,301.150213,301.150379,301.150675,301.151200,301.152111,301.153664,301.156243,301.160400,301.167010,301.177252,301.192844,301.215841,301.249086,301.295834,301.360049,301.446191,,301.544733
180,0.05000000,1.98730000,0.105,301.150053,301.150060,301.150083,301.150132,301.150223,301.150389,301.150686,301.151211,301.152122,301.153675,301.156253,301.160410,301.167020,301.177262,301.192854,301.215850,301.249095,301.295843,301.360057,301.446199,,301.544740
180,0.05000000,1.98730000,0.110,301.150292,301.150299,301.150322,301.150371,301.150462,301.150628,301.150925,301.151450,301.152360,301.153912,301.156490,301.160645,301.167254,301.177493,301.193080,301.216071,301.249309,301.296048,301.360252,301.446381,,301.544910
180,0.05000000,1.98730000,0.115,301.154497,301.154504,301.154526,301.154575,301.154665,301.154830,301.155125,301.155646,301.156551,301.158094,301.160657,301.164791,301.171366,301.181558,301.197080,301.219981,301.253100,301.299689,301.363706,301.449613,,301.547910
180,0.05000000,1.98730000,0.120,301.203354,301.203361,301.203382,301.203428,301.203514,301.203669,301.203948,301.204441,301.205298,301.206762,301.209197,301.213132,301.219401,301.229138,301.243999,301.265976,301.297835,301.342765,301.404669,301.487970,,301.583496
180,0.05000000,1.98730000,0.125,301.525185,301.525190,301.525206,301.525242,301.525308,301.525428,301.525644,301.526025,301.526689,301.527822,301.529708,301.532760,301.537630,301.545209,301.556807,301.574017,301.599083,301.634656,301.684134,301.751929,,301.830267
240,0.06666667,1.98306667,0.000,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163334,301.170340,301.180527,301.195228,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.005,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163334,301.170340,301.180527,301.195228,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.010,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163334,301.170340,301.180527,301.195228,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.015,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163334,301.170340,301.180527,301.195228,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.020,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163334,301.170340,301.180527,301.195228,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.025,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163334,301.170340,301.180527,301.195228,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.030,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163334,301.170340,301.180527,301.195228,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.035,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163334,301.170340,301.180527,301.195228,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.040,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163334,301.170340,301.180527,301.195228,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.045,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163334,301.170340,301.180527,301.195228,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.050,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163334,301.170340,301.180527,301.195228,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.055,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163334,301.170340,301.180527,301.195228,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.060,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163334,301.170340,301.180527,301.195228,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.065,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163334,301.170340,301.180527,301.195228,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.070,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163334,301.170340,301.180527,301.195228,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.075,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163334,301.170340,301.180527,301.195228,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.080,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163334,301.170340,301.180527,301.195228,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.085,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163334,301.170340,301.180527,301.195228,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.090,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163335,301.170340,301.180527,301.195228,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.095,301.150458,301.150507,301.150658,301.150951,301.151446,301.152249,301.153526,301.155530,301.158628,301.163335,301.170340,301.180527,301.195229,301.215864,301.244592,301.283466,301.335358,301.402901,301.489189,301.597724,,301.709089
240,0.06666667,1.98306667,0.100,301.150463,301.150511,301.150662,301.150955,301.151450,301.152253,301.153531,301.155535,301.158632,301.163339,301.170344,301.180531,301.195233,301.215868,301.244596,301.283469,301.335362,301.402905,301.489192,301.597727,,301.709092
240,0.06666667,1.98306667,0.105,301.150543,301.150592,301.150743,301.151035,301.151530,301.152333,301.153611,301.155615,301.158712,301.163418,301.170423,301.180609,301.195309,301.215944,301.244669,301.283541,301.335430,301.402970,301.489254,301.597785,,301.709146
240,0.06666667,1.98306667,0.110,301.151689,301.151737,301.151888,301.152180,301.152674,301.153476,301.154752,301.156753,301.159847,301.164547,301.171544,301.181719,301.196405,301.217021,301.245722,301.284563,301.336415,301.403911,301.490143,301.598614,,301.709917
240,0.06666667,1.98306667,0.115,301.164040,301.164088,301.164236,301.164525,301.165013,301.165804,301.167064,301.169041,301.172099,301.176747,301.183670,301.193742,301.208286,301.228712,301.257164,301.295690,301.347148,301.414165,301.499832,301.607648,,301.718315
240,0.06666667,1.98306667,0.120,301.255851,301.255895,301.256033,301.256300,301.256753,301.257488,301.258658,301.260498,301.263347,301.267684,301.274152,301.283580,301.297219,301.316413,301.343209,301.379574,301.428271,301.491857,301.573363,301.676237,,301.782053
240,0.06666667,1.98306667,0.125,301.676333,301.676366,301.676471,301.676675,301.677019,301.677578,301.678468,301.679868,301.682035,301.685335,301.690262,301.697449,301.707861,301.722538,301.743078,301.771041,301.808648,301.858053,301.921997,302.004361,,302.089735
300,0.08333333,1.97883333,0.000,301.152237,301.152402,301.152900,301.153823,301.155291,301.157514,301.160796,301.165563,301.172387,301.182001,301.195312,301.213398,301.237908,301.270267,301.312965,301.368268,301.439648,301.530627,301.646281,301.793356,,301.939565
300,0.08333333,1.97883333,0.005,301.152237,301.152402,301.152900,301.153823,301.155291,301.157514,301.160796,301.165563,301.172387,301.182001,301.195312,301.213398,301.237908,301.270267,301.312965,301.368268,301.439648,301.530627,301.646281,301.793356,,301.939565
300,0.08333333,1.97883333,0.010,301.152237,301.152402,301.152900,301.153823,301.155291,301.157514,301.160796,301.165563,301.172387,301.182001,301.195312,301.213398,301.237908,301.270267,301.312965,301.368268,301.439648,301.530627,301.646281,301.793356,,301.939565
300,0.08333333,1.97883333,0.015,301.152237,301.152402,301.152900,301.153823,301.155291,301.157514,301.160796,301.165563,301.172387,301.182001,301.195312,301.213398,301.237908,301.270267,301.312965,301.368268,301.439648,301.530627,301.646281,301.793356,,301.939565
300,0.08333333,1.97883333,0.020,301.152237,301.152402,301.152900,301.153823,301.155291,301.157514,301.160796,301.165563,301.172387,301.182001,301.195312,301.213398,301.237908,301.270267,301.312965,301.368268,301.439648,301.530627,301.646281,301.793356,,301.939565
