time_s,time_h,z_m,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
60,0.01666667,0.050,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549992,2.549962,2.549817,2.549194,2.547028,2.538867,2.493177,2.273736
60,0.01666667,0.055,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549992,2.549962,2.549817,2.549194,2.547028,2.538867,2.493177,2.273736
60,0.01666667,0.060,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549992,2.549962,2.549817,2.549194,2.547028,2.538867,2.493177,2.273736
60,0.01666667,0.065,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549992,2.549962,2.549817,2.549194,2.547028,2.538867,2.493177,2.273736
60,0.01666667,0.070,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549992,2.549962,2.549817,2.549194,2.547028,2.538867,2.493177,2.273736
60,0.01666667,0.075,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549992,2.549962,2.549817,2.549194,2.547028,2.538867,2.493177,2.273736
60,0.01666667,0.080,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549992,2.549962,2.549817,2.549194,2.547028,2.538867,2.493177,2.273736
60,0.01666667,0.085,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549992,2.549962,2.549817,2.549194,2.547028,2.538867,2.493177,2.273736
60,0.01666667,0.090,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549992,2.549962,2.549817,2.549194,2.547028,2.538867,2.493177,2.273736
60,0.01666667,0.095,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549992,2.549962,2.549817,2.549194,2.547028,2.538867,2.493177,2.273736
60,0.01666667,0.100,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549992,2.549962,2.549817,2.549194,2.547028,2.538867,2.493177,2.273737
60,0.01666667,0.105,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549992,2.549962,2.549817,2.549194,2.547028,2.538867,2.493177,2.273737
60,0.01666667,0.110,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549992,2.549962,2.549817,2.549194,2.547028,2.538867,2.493177,2.273740
60,0.01666667,0.115,2.549990,2.549990,2.549990,2.549990,2.549990,2.549990,2.549990,2.549990,2.549990,2.549990,2.549990,2.549989,2.549988,2.549982,2.549952,2.549807,2.549184,2.547017,2.538857,2.493167,2.273746
60,0.01666667,0.120,2.549109,2.549109,2.549109,2.549109,2.549109,2.549109,2.549109,2.549109,2.549109,2.549109,2.549108,2.549108,2.549106,2.549101,2.549070,2.548926,2.548304,2.546140,2.537990,2.492339,2.273061
60,0.01666667,0.125,2.066095,2.066095,2.066096,2.066097,2.066099,2.066101,2.066105,2.066109,2.066116,2.066125,2.066137,2.066153,2.066174,2.066200,2.066220,2.066163,2.065737,2.064076,2.057532,2.019924,2.125688
120,0.03333333,0.000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.005,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.010,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.015,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.020,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.025,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.030,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.035,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.040,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.045,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.050,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.055,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.060,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.065,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.070,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.075,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.080,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.085,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.090,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.095,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214849
120,0.03333333,0.100,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549242,2.547168,2.541046,2.521160,2.442510,2.214850
120,0.03333333,0.105,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549241,2.547168,2.541046,2.521160,2.442510,2.214852
120,0.03333333,0.110,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549988,2.549958,2.549816,2.549241,2.547167,2.541045,2.521159,2.442511,2.214865
120,0.03333333,0.115,2.549960,2.549960,2.549960,2.549960,2.549960,2.549960,2.549960,2.549960,2.549960,2.549959,2.549959,2.549956,2.549947,2.549918,2.549775,2.549201,2.547126,2.541003,2.521116,2.442475,2.214891
120,0.03333333,0.120,2.547415,2.547415,2.547415,2.547415,2.547415,2.547415,2.547415,2.547415,2.547415,2.547414,2.547413,2.547410,2.547401,2.547371,2.547229,2.546654,2.544584,2.538474,2.518625,2.440128,2.212975
120,0.03333333,0.125,2.042890,2.042891,2.042894,2.042899,2.042907,2.042918,2.042933,2.042952,2.042978,2.043014,2.043060,2.043117,2.043186,2.043264,2.043288,2.043004,2.041560,2.036890,2.021090,1.957074,2.047419
180,0.05000000,0.000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164271
180,0.05000000,0.005,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164271
180,0.05000000,0.010,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164271
180,0.05000000,0.015,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164271
180,0.05000000,0.020,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164271
180,0.05000000,0.025,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164271
180,0.05000000,0.030,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164271
180,0.05000000,0.035,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164271
180,0.05000000,0.040,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164271
180,0.05000000,0.045,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164271
180,0.05000000,0.050,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164271
180,0.05000000,0.055,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164271
180,0.05000000,0.060,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164271
180,0.05000000,0.065,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164271
180,0.05000000,0.070,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164271
180,0.05000000,0.075,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164272
180,0.05000000,0.080,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164272
180,0.05000000,0.085,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164272
180,0.05000000,0.090,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164272
180,0.05000000,0.095,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164272
180,0.05000000,0.100,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532386,2.499686,2.396864,2.164274
180,0.05000000,0.105,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549987,2.549959,2.549867,2.549477,2.548096,2.543756,2.532385,2.499685,2.396864,2.164282
180,0.05000000,0.110,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549999,2.549999,2.549996,2.549986,2.549958,2.549866,2.549477,2.548095,2.543754,2.532383,2.499682,2.396865,2.164316
180,0.05000000,0.115,2.549902,2.549902,2.549902,2.549902,2.549901,2.549901,2.549901,2.549901,2.549901,2.549900,2.549898,2.549888,2.549860,2.549768,2.549378,2.547995,2.543652,2.532278,2.499575,2.396783,2.164367
180,0.05000000,0.120,2.544998,2.544998,2.544998,2.544998,2.544998,2.544998,2.544997,2.544997,2.544996,2.544995,2.544991,2.544980,2.544951,2.544857,2.544466,2.543086,2.538754,2.527413,2.494809,2.392337,2.160737
180,0.05000000,0.125,2.020963,2.020966,2.020973,2.020986,2.021006,2.021033,2.021069,2.021114,2.021173,2.021250,2.021346,2.021460,2.021588,2.021708,2.021646,2.020853,2.017757,2.009079,1.983259,1.900373,1.979014
240,0.06666667,0.000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119980
240,0.06666667,0.005,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119980
240,0.06666667,0.010,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119980
240,0.06666667,0.015,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119980
240,0.06666667,0.020,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119980
240,0.06666667,0.025,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119980
240,0.06666667,0.030,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119980
240,0.06666667,0.035,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119980
240,0.06666667,0.040,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119980
240,0.06666667,0.045,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119980
240,0.06666667,0.050,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119980
240,0.06666667,0.055,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119980
240,0.06666667,0.060,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119980
240,0.06666667,0.065,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119980
240,0.06666667,0.070,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119980
240,0.06666667,0.075,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119980
240,0.06666667,0.080,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119980
240,0.06666667,0.085,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119980
240,0.06666667,0.090,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119981
240,0.06666667,0.095,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476193,2.355367,2.119982
240,0.06666667,0.100,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546259,2.538949,2.521505,2.476192,2.355367,2.119987
240,0.06666667,0.105,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549997,2.549989,2.549964,2.549894,2.549679,2.548860,2.546258,2.538948,2.521503,2.476190,2.355368,2.120005
240,0.06666667,0.110,2.549999,2.549999,2.549999,2.549999,2.549999,2.549999,2.549999,2.549999,2.549998,2.549996,2.549988,2.549963,2.549893,2.549678,2.548858,2.546256,2.538944,2.521497,2.476182,2.355372,2.120071
240,0.06666667,0.115,2.549808,2.549808,2.549808,2.549808,2.549808,2.549807,2.549807,2.549807,2.549807,2.549804,2.549797,2.549771,2.549701,2.549485,2.548664,2.546059,2.538742,2.521290,2.475974,2.355217,2.120142
240,0.06666667,0.120,2.541929,2.541929,2.541929,2.541929,2.541928,2.541928,2.541927,2.541925,2.541923,2.541919,2.541909,2.541881,2.541808,2.541589,2.540766,2.538167,2.530877,2.513495,2.468379,2.348190,2.114361
240,0.06666667,0.125,2.000086,2.000093,2.000106,2.000130,2.000167,2.000216,2.000278,2.000357,2.000457,2.000583,2.000734,2.000904,2.001078,2.001192,2.000898,1.999260,1.993953,1.980634,1.945063,1.848536,1.918128
300,0.08333333,0.000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549993,2.549975,2.549919,2.549774,2.549352,2.547888,2.543656,2.532816,2.508844,2.451725,2.317359,2.081059
300,0.08333333,0.005,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549993,2.549975,2.549919,2.549774,2.549352,2.547888,2.543656,2.532816,2.508844,2.451725,2.317359,2.081059
300,0.08333333,0.010,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549993,2.549975,2.549919,2.549774,2.549352,2.547888,2.543656,2.532816,2.508844,2.451725,2.317359,2.081059
300,0.08333333,0.015,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549993,2.549975,2.549919,2.549774,2.549352,2.547888,2.543656,2.532816,2.508844,2.451725,2.317359,2.081059
300,0.08333333,0.020,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549993,2.549975,2.549919,2.549774,2.549352,2.547888,2.543656,2.532816,2.508844,2.451725,2.317359,2.081059
300,0.08333333,0.025,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549993,2.549975,2.549919,2.549774,2.549352,2.547888,2.543656,2.532816,2.508844,2.451725,2.317359,2.081059
300,0.08333333,0.030,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549993,2.549975,2.549919,2.549774,2.549352,2.547888,2.543656,2.532816,2.508844,2.451725,2.317359,2.081059
300,0.08333333,0.035,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549993,2.549975,2.549919,2.549774,2.549352,2.547888,2.543656,2.532816,2.508844,2.451725,2.317359,2.081059
300,0.08333333,0.040,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549993,2.549975,2.549919,2.549774,2.549352,2.547888,2.543656,2.532816,2.508844,2.451725,2.317359,2.081059
300,0.08333333,0.045,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549993,2.549975,2.549919,2.549774,2.549352,2.547888,2.543656,2.532816,2.508844,2.451725,2.317359,2.081059
300,0.08333333,0.050,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549993,2.549975,2.549919,2.549774,2.549352,2.547888,2.543656,2.532816,2.508844,2.451725,2.317359,2.081059
300,0.08333333,0.055,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549998,2.549993,2.549975,2.549919,2.549774,2.549352,2.547888,2.543656,2.532816,2.508844,2.451725,2.317359,2.081059
