time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
720,2.550000,2.550000,2.549999,2.549998,2.549996,2.549989,2.549973,2.549938,2.549851,2.549612,2.549044,2.547796,2.545310,2.539925,2.527804,2.504549,2.463675,2.397310,2.286868,2.115706,1.890507
780,2.550000,2.549999,2.549999,2.549997,2.549993,2.549983,2.549958,2.549905,2.549778,2.549442,2.548672,2.547039,2.543877,2.537247,2.522941,2.496492,2.451496,2.380401,2.265692,2.093231,1.870728
840,2.549999,2.549999,2.549998,2.549996,2.549989,2.549973,2.549936,2.549859,2.549679,2.549221,2.548206,2.546123,2.542193,2.534203,2.517618,2.487979,2.439025,2.363572,2.245182,2.071882,1.852052
900,2.549999,2.549998,2.549997,2.549993,2.549983,2.549959,2.549906,2.549797,2.549549,2.548940,2.547634,2.545032,2.540246,2.530792,2.511861,2.479063,2.426331,2.346874,2.225318,2.051557,1.834427
960,2.549998,2.549997,2.549995,2.549989,2.549974,2.549940,2.549865,2.549714,2.549381,2.548589,2.546944,2.543755,2.538028,2.527019,2.505695,2.469789,2.413464,2.330336,2.206062,2.032179,1.817895
1020,2.549996,2.549995,2.549992,2.549983,2.549962,2.549913,2.549810,2.549607,2.549170,2.548161,2.546125,2.542283,2.535534,2.522891,2.499149,2.460205,2.400478,2.314001,2.187412,2.013661,1.802106
1080,2.549994,2.549992,2.549987,2.549975,2.549945,2.549878,2.549739,2.549471,2.548908,2.547646,2.545167,2.540606,2.532760,2.518416,2.492246,2.450343,2.387403,2.297868,2.169316,1.995970,1.787422
1140,2.549991,2.549988,2.549981,2.549964,2.549922,2.549831,2.549648,2.549302,2.548587,2.547034,2.544061,2.538716,2.529704,2.513606,2.485011,2.440242,2.374277,2.281965,2.151773,1.979027,1.773345
1200,2.549987,2.549982,2.549972,2.549948,2.549891,2.549771,2.549533,2.549092,2.548202,2.546317,2.542797,2.536607,2.526367,2.508471,2.477472,2.429935,2.361132,2.266303,2.134757,1.962791,1.760025
1260,2.549981,2.549975,2.549960,2.549928,2.549852,2.549695,2.549391,2.548838,2.547744,2.545486,2.541368,2.534276,2.522752,2.503027,2.469653,2.419457,2.348000,2.250904,2.118261,1.947192,1.747173
1320,2.549972,2.549964,2.549945,2.549901,2.549801,2.549600,2.549217,2.548533,2.547205,2.544534,2.539766,2.531718,2.518862,2.497286,2.461578,2.408831,2.334894,2.235753,2.102237,1.932213,1.735127
1380,2.549960,2.549949,2.549924,2.549866,2.549737,2.549482,2.549007,2.548171,2.546579,2.543452,2.537986,2.528931,2.514701,2.491263,2.453268,2.398081,2.321836,2.220863,2.086682,1.917814,1.723578
1440,2.549945,2.549930,2.549897,2.549821,2.549657,2.549339,2.548756,2.547745,2.545858,2.542233,2.536021,2.525915,2.510276,2.484972,2.444746,2.387234,2.308847,2.206242,2.071580,1.903943,1.712449
1500,2.549924,2.549905,2.549862,2.549765,2.549558,2.549165,2.548458,2.547250,2.545035,2.540871,2.533869,2.522670,2.505594,2.478432,2.436038,2.376319,2.295952,2.191903,2.056926,1.890554,1.701638
1560,2.549897,2.549873,2.549817,2.549695,2.549437,2.548958,2.548108,2.546679,2.544104,2.539360,2.531526,2.519199,2.500665,2.471657,2.427163,2.365351,2.283156,2.177830,2.042676,1.877635,1.691385
1620,2.549863,2.549832,2.549762,2.549609,2.549292,2.548712,2.547701,2.546027,2.543057,2.537694,2.528991,2.515504,2.495498,2.464665,2.418141,2.354353,2.270475,2.164031,2.028829,1.865145,1.681404
1680,2.549819,2.549780,2.549692,2.549503,2.549118,2.548424,2.547233,2.545286,2.541889,2.535870,2.526261,2.511588,2.490101,2.457471,2.408992,2.343337,2.257913,2.150494,2.015355,1.853070,1.671868
1740,2.549763,2.549715,2.549607,2.549376,2.548911,2.548088,2.546696,2.544451,2.540594,2.533883,2.523335,2.507455,2.484484,2.450086,2.399724,2.332309,2.245466,2.137201,2.002226,1.841408,1.662841
1800,2.549695,2.549636,2.549504,2.549223,2.548668,2.547699,2.546086,2.543516,2.539166,2.531730,2.520215,2.503109,2.478654,2.442522,2.390353,2.321281,2.233140,2.124155,1.989444,1.830132,1.654124
1860,2.549610,2.549539,2.549378,2.549041,2.548384,2.547254,2.545396,2.542475,2.537601,2.529407,2.516899,2.498553,2.472621,2.434793,2.380891,2.310263,2.220940,2.111349,1.976994,1.819224,1.645756
1920,2.549507,2.549421,2.549228,2.548826,2.548054,2.546746,2.544623,2.541323,2.535895,2.526913,2.513389,2.493795,2.466396,2.426914,2.371357,2.299275,2.208886,2.098805,1.964886,1.808639,1.637485
1980,2.549382,2.549279,2.549050,2.548575,2.547675,2.546170,2.543759,2.540055,2.534043,2.524247,2.509687,2.488841,2.459989,2.418900,2.361765,2.288328,2.196979,2.086507,1.953089,1.798365,1.629528
2040,2.549232,2.549110,2.548840,2.548283,2.547241,2.545521,2.542800,2.538665,2.532041,2.521407,2.505797,2.483696,2.453412,2.410762,2.352126,2.277428,2.185218,2.074446,1.941585,1.788391,1.621846
2100,2.549053,2.548910,2.548593,2.547945,2.546748,2.544795,2.541741,2.537150,2.529888,2.518393,2.501722,2.478369,2.446674,2.402513,2.342454,2.266585,2.173609,2.062623,1.930372,1.778690,1.614322
2160,2.548842,2.548675,2.548307,2.547558,2.546190,2.543985,2.540577,2.535506,2.527581,2.515207,2.497464,2.472867,2.439786,2.394167,2.332760,2.255808,2.162155,2.051031,1.919431,1.769254,1.607031
2220,2.548595,2.548401,2.547975,2.547115,2.545563,2.543087,2.539304,2.533729,2.525118,2.511848,2.493029,2.467197,2.432757,2.385731,2.323048,2.245095,2.150846,2.039653,1.908743,1.760087,1.600064
2280,2.548306,2.548083,2.547594,2.546613,2.544861,2.542097,2.537916,2.531815,2.522498,2.508318,2.488421,2.461365,2.425597,2.377217,2.313331,2.234456,2.139689,2.028494,1.898312,1.751158,1.593192
2340,2.547972,2.547717,2.547159,2.546046,2.544079,2.541009,2.536410,2.529762,2.519720,2.504619,2.483644,2.455379,2.418314,2.368633,2.303611,2.223889,2.128673,2.017534,1.888111,1.742468,1.586614
2400,2.547587,2.547298,2.546665,2.545410,2.543213,2.539818,2.534782,2.527567,2.516783,2.500753,2.478702,2.449245,2.410917,2.359987,2.293899,2.213401,2.117808,2.006783,1.878149,1.733999,1.580137
2460,2.547146,2.546820,2.546106,2.544698,2.542257,2.538520,2.533029,2.525228,2.513686,2.496721,2.473600,2.442970,2.403413,2.351288,2.284197,2.202992,2.107084,1.996222,1.868405,1.725755,1.573938
2520,2.546645,2.546278,2.545477,2.543906,2.541206,2.537111,2.531146,2.522743,2.510431,2.492527,2.468343,2.436562,2.395812,2.342543,2.274514,2.192668,2.096507,1.985858,1.858881,1.717713,1.567825
2580,2.546078,2.545668,2.544774,2.543029,2.540056,2.535586,2.529132,2.520110,2.507018,2.488174,2.462937,2.430028,2.388123,2.333764,2.264860,2.182440,2.086085,1.975697,1.849578,1.709847,1.561761
2640,2.545439,2.544983,2.543990,2.542061,2.538802,2.533942,2.526983,2.517329,2.503448,2.483665,2.457388,2.423375,2.380353,2.324956,2.255237,2.172300,2.075803,1.965711,1.840461,1.702174,1.555983
2700,2.544723,2.544218,2.543120,2.540997,2.537439,2.532175,2.524696,2.514399,2.499723,2.479004,2.451700,2.416610,2.372509,2.316126,2.245650,2.162252,2.065662,1.955904,1.831537,1.694674,1.550284
2760,2.543924,2.543367,2.542160,2.539833,2.535963,2.530282,2.522271,2.511320,2.495843,2.474194,2.445881,2.409741,2.364601,2.307282,2.236107,2.152306,2.055672,1.946283,1.822808,1.687325,1.544604
2820,2.543037,2.542426,2.541103,2.538564,2.534371,2.528260,2.519706,2.508092,2.491813,2.469241,2.439936,2.402776,2.356637,2.298434,2.226615,2.142463,2.045830,1.936839,1.814257,1.680120,1.539032
2880,2.542056,2.541388,2.539944,2.537184,2.532657,2.526106,2.516999,2.504716,2.487634,2.464149,2.433872,2.395722,2.348623,2.289585,2.217173,2.132718,2.036123,1.927551,1.805863,1.673069,1.533662
2940,2.540976,2.540249,2.538679,2.535690,2.530819,2.523818,2.514149,2.501192,2.483310,2.458923,2.427694,2.388585,2.340568,2.280743,2.207790,2.123079,2.026561,1.918435,1.797643,1.666146,1.528260
3000,2.539791,2.539004,2.537303,2.534077,2.528854,2.521394,2.511157,2.497523,2.478843,2.453568,2.421411,2.381374,2.332478,2.271915,2.198468,2.113545,2.017137,1.909475,1.789574,1.659341,1.522953
3060,2.538497,2.537646,2.535811,2.532342,2.526758,2.518832,2.508022,2.493709,2.474238,2.448089,2.415027,2.374095,2.324360,2.263104,2.189212,2.104118,2.007851,1.900671,1.781654,1.652660,1.517736
3120,2.537088,2.536172,2.534199,2.530480,2.524529,2.516131,2.504744,2.489753,2.469497,2.442490,2.408547,2.366752,2.316217,2.254311,2.180013,2.094782,1.998681,1.891992,1.773856,1.646116,1.512767
3180,2.535560,2.534578,2.532463,2.528489,2.522164,2.513289,2.501324,2.485656,2.464623,2.436775,2.401976,2.359349,2.308052,2.245537,2.170874,2.085540,1.989631,1.883450,1.766201,1.639703,1.507844
3240,2.533908,2.532858,2.530599,2.526365,2.519662,2.510307,2.497761,2.481420,2.459620,2.430950,2.395319,2.351892,2.299870,2.236787,2.161798,2.076395,1.980703,1.875045,1.758683,1.633404,1.502981
3300,2.532129,2.531009,2.528603,2.524105,2.517020,2.507182,2.494058,2.477047,2.454492,2.425017,2.388581,2.344386,2.291675,2.228064,2.152785,2.067345,1.971893,1.866771,1.751294,1.627215,1.498199
3360,2.530217,2.529027,2.526471,2.521707,2.514238,2.503916,2.490214,2.472540,2.449242,2.418983,2.381768,2.336836,2.283473,2.219373,2.143842,2.058396,1.963209,1.858636,1.744036,1.621112,1.493382
3420,2.528170,2.526908,2.524202,2.519169,2.511313,2.500507,2.486231,2.467902,2.443874,2.412852,2.374884,2.329249,2.275270,2.210717,2.134969,2.049546,1.954643,1.850625,1.736894,1.615101,1.488670
3480,2.525984,2.524651,2.521791,2.516488,2.508244,2.496957,2.482111,2.463135,2.438392,2.406629,2.367937,2.321630,2.267071,2.202104,2.126172,2.040801,1.946200,1.842746,1.729870,1.609160,1.483900
3540,2.523656,2.522251,2.519238,2.513663,2.505033,2.493266,2.477857,2.458243,2.432802,2.400321,2.360932,2.313986,2.258881,2.193535,2.117452,2.032157,1.937875,1.834986,1.722951,1.603293,1.479208
3600,2.521185,2.519706,2.516540,2.510693,2.501678,2.489436,2.473469,2.453231,2.427108,2.393930,2.353873,2.306318,2.250701,2.185008,2.108802,2.023602,1.929648,1.827324,1.716117,1.597519,1.474685
3660,2.518567,2.517016,2.513696,2.507578,2.498180,2.485467,2.468952,2.448099,2.421312,2.387462,2.346763,2.298630,2.242533,2.176525,2.100222,2.015139,1.921525,1.819770,1.709386,1.591827,1.470160
3720,2.515801,2.514177,2.510705,2.504317,2.494539,2.481361,2.464306,2.442853,2.415420,2.380921,2.339607,2.290925,2.234380,2.168087,2.091712,2.006765,1.913503,1.812319,1.702750,1.586211,1.465695
3780,2.512886,2.511190,2.507565,2.500910,2.490756,2.477119,2.459534,2.437494,2.409434,2.374309,2.332407,2.283207,2.226243,2.159694,2.083271,1.998476,1.905576,1.804965,1.696204,1.580679,1.461325
3840,2.509820,2.508053,2.504277,2.497356,2.486831,2.472743,2.454640,2.432027,2.403358,2.367632,2.325169,2.275478,2.218125,2.151347,2.074899,1.990275,1.897748,1.797712,1.689751,1.575208,1.456926
3900,2.506604,2.504765,2.500840,2.493657,2.482767,2.468236,2.449625,2.426454,2.397197,2.360893,2.317895,2.267743,2.210028,2.143049,2.066600,1.982162,1.890017,1.790557,1.683385,1.569796,1.452551
3960,2.503236,2.501327,2.497254,2.489812,2.478563,2.463599,2.444492,2.420780,2.390955,2.354096,2.310591,2.260004,2.201957,2.134802,2.058371,1.974136,1.882380,1.783496,1.677100,1.564445,1.448225
4020,2.499716,2.497739,2.493520,2.485824,2.474223,2.458835,2.439246,2.415008,2.384635,2.347247,2.303259,2.252265,2.193913,2.126608,2.050217,1.966198,1.874839,1.776530,1.670895,1.559135,1.443850
4080,2.496046,2.494001,2.489639,2.481694,2.469748,2.453946,2.433889,2.409143,2.378242,2.340349,2.295905,2.244532,2.185902,2.118472,2.042140,1.958351,1.867395,1.769656,1.664766,1.553861,1.439459
4140,2.492226,2.490114,2.485612,2.477423,2.465140,2.448936,2.428424,2.403187,2.371781,2.333406,2.288533,2.236806,2.177922,2.110389,2.034133,1.950584,1.860032,1.762856,1.658695,1.548650,1.435224
4200,2.488257,2.486081,2.481442,2.473014,2.460403,2.443808,2.422856,2.397146,2.365255,2.326422,2.281143,2.229088,2.169976,2.102360,2.026196,1.942897,1.852752,1.756137,1.652694,1.543483,1.430938
4260,2.484142,2.481901,2.477129,2.468468,2.455539,2.438565,2.417188,2.391022,2.358667,2.319399,2.273740,2.221381,2.162063,2.094385,2.018327,1.935285,1.845550,1.749490,1.646752,1.538366,1.426724
4320,2.479881,2.477579,2.472676,2.463789,2.450551,2.433210,2.411423,2.384819,2.352021,2.312341,2.266324,2.213683,2.154181,2.086458,2.010517,1.927740,1.838414,1.742904,1.640866,1.533316,1.422637
4380,2.475478,2.473115,2.468085,2.458979,2.445441,2.427746,2.405564,2.378540,2.345319,2.305249,2.258898,2.205999,2.146333,2.078584,2.002776,1.920273,1.831361,1.736401,1.635055,1.528293,1.418399
4440,2.470933,2.468512,2.463359,2.454040,2.440212,2.422176,2.399615,2.372189,2.338566,2.298129,2.251466,2.198331,2.138523,2.070767,1.995104,1.912884,1.824390,1.729976,1.629305,1.523295,1.414163
4500,2.466251,2.463773,2.458501,2.448976,2.434869,2.416504,2.393579,2.365770,2.331765,2.290983,2.244031,2.190681,2.130752,2.063004,1.987498,1.905566,1.817489,1.723613,1.623601,1.518338,1.410015
4560,2.461433,2.458900,2.453513,2.443790,2.429414,2.410734,2.387460,2.359286,2.324920,2.283813,2.236594,2.183050,2.123018,2.055294,1.979956,1.898317,1.810656,1.717312,1.617950,1.513422,1.405889
4620,2.456483,2.453897,2.448399,2.438485,2.423850,2.404868,2.381262,2.352739,2.318032,2.276623,2.229155,2.175437,2.115319,2.047633,1.972470,1.891127,1.803881,1.711063,1.612341,1.508553,1.401839
4680,2.451403,2.448767,2.443163,2.433064,2.418182,2.398911,2.374988,2.346134,2.311105,2.269412,2.221717,2.167843,2.107656,2.040021,1.965042,1.884001,1.797169,1.704874,1.606789,1.503727,1.397794
4740,2.446198,2.443513,2.437806,2.427531,2.412411,2.392864,2.368639,2.339473,2.304140,2.262183,2.214280,2.160267,2.100027,2.032456,1.957670,1.876933,1.790516,1.698741,1.601285,1.498944,1.393795
4800,2.440870,2.438138,2.432333,2.421889,2.406542,2.386732,2.362221,2.332758,2.297140,2.254939,2.206845,2.152712,2.092434,2.024938,1.950353,1.869926,1.783925,1.692666,1.595831,1.494186,1.389753
4860,2.435423,2.432646,2.426746,2.416141,2.400578,2.380518,2.355735,2.325993,2.290108,2.247681,2.199415,2.145179,2.084879,2.017472,1.943096,1.862984,1.777400,1.686654,1.590427,1.489446,1.385673
4920,2.429860,2.427040,2.421051,2.410291,2.394523,2.374225,2.349185,2.319180,2.283046,2.240411,2.191991,2.137668,2.077361,2.010052,1.935893,1.856098,1.770928,1.680687,1.585058,1.484747,1.381714
4980,2.424184,2.421324,2.415249,2.404343,2.388379,2.367857,2.342575,2.312323,2.275958,2.233133,2.184576,2.130182,2.069882,2.002685,1.928750,1.849277,1.764523,1.674785,1.579742,1.480057,1.377614
5040,2.418401,2.415502,2.409345,2.398301,2.382152,2.361417,2.335908,2.305426,2.268847,2.225850,2.177174,2.122725,2.062446,1.995371,1.921668,1.842521,1.758181,1.668939,1.574463,1.475373,1.373504
5100,2.412514,2.409577,2.403344,2.392168,2.375845,2.354911,2.329188,2.298492,2.261716,2.218564,2.169785,2.115296,2.055052,1.988110,1.914645,1.835824,1.751895,1.663137,1.569214,1.470709,1.369442
5160,2.406527,2.403556,2.397250,2.385949,2.369461,2.348340,2.322419,2.291523,2.254567,2.211276,2.162409,2.107894,2.047695,1.980893,1.907668,1.829172,1.745646,1.657363,1.563985,1.466088,1.365514
5220,2.400444,2.397440,2.391065,2.379647,2.363005,2.341709,2.315602,2.284523,2.247402,2.203987,2.155046,2.100518,2.040376,1.973721,1.900741,1.822570,1.739446,1.651635,1.558797,1.461491,1.361519
5280,2.394270,2.391235,2.384796,2.373267,2.356480,2.335021,2.308742,2.277492,2.240222,2.196698,2.147698,2.093170,2.033095,1.966597,1.893866,1.816022,1.733299,1.645956,1.553648,1.456898,1.357457
5340,2.388008,2.384944,2.378444,2.366813,2.349890,2.328279,2.301840,2.270435,2.233030,2.189412,2.140366,2.085850,2.025852,1.959517,1.887038,1.809522,1.727195,1.640312,1.548523,1.452339,1.353514
5400,2.381663,2.378572,2.372014,2.360287,2.343238,2.321486,2.294901,2.263354,2.225827,2.182129,2.133051,2.078558,2.018648,1.952483,1.880260,1.803072,1.721141,1.634713,1.543434,1.447783,1.349462
5460,2.375238,2.372121,2.365511,2.353693,2.336528,2.314645,2.287926,2.256250,2.218616,2.174851,2.125752,2.071294,2.011480,1.945490,1.873525,1.796663,1.715122,1.629141,1.538365,1.443268,1.345574
5520,2.368737,2.365597,2.358938,2.347036,2.329763,2.307760,2.280918,2.249126,2.211398,2.167579,2.118471,2.064057,2.004347,1.938538,1.866835,1.790299,1.709146,1.623609,1.533332,1.438770,1.341612
5580,2.362165,2.359003,2.352298,2.340319,2.322946,2.300833,2.273880,2.241984,2.204175,2.160313,2.111208,2.056848,1.997251,1.931629,1.860189,1.783981,1.703214,1.618116,1.528328,1.434277,1.337618
5640,2.355525,2.352343,2.345595,2.333545,2.316080,2.293868,2.266814,2.234826,2.196948,2.153056,2.103964,2.049669,1.990192,1.924762,1.853589,1.777707,1.697324,1.612660,1.523351,1.429802,1.333649
5700,2.348821,2.345619,2.338833,2.326717,2.309170,2.286867,2.259723,2.227654,2.189719,2.145808,2.096740,2.042517,1.983168,1.917935,1.847028,1.771472,1.691468,1.607230,1.518392,1.425347,1.329728
5760,2.342056,2.338837,2.332015,2.319840,2.302217,2.279832,2.252610,2.220471,2.182489,2.138570,2.089535,2.035394,1.976179,1.911147,1.840510,1.765279,1.685652,1.601837,1.513465,1.420908,1.325776
5820,2.335234,2.332000,2.325145,2.312916,2.295224,2.272768,2.245476,2.213278,2.175261,2.131345,2.082353,2.028301,1.969228,1.904402,1.834037,1.759132,1.679880,1.596483,1.508563,1.416463,1.321744
5880,2.328359,2.325111,2.318227,2.305949,2.288197,2.265676,2.238324,2.206078,2.168036,2.124132,2.075193,2.021239,1.962314,1.897698,1.827607,1.753027,1.674145,1.591159,1.503682,1.412036,1.317781
5940,2.321435,2.318175,2.311264,2.298942,2.281136,2.258560,2.231157,2.198872,2.160815,2.116933,2.068054,2.014205,1.955431,1.891028,1.821209,1.746948,1.668430,1.585845,1.498807,1.407644,1.313950
6000,2.314465,2.311193,2.304259,2.291898,2.274045,2.251421,2.223976,2.191660,2.153598,2.109746,2.060934,2.007195,1.948578,1.884389,1.814841,1.740899,1.662741,1.580557,1.493961,1.403287,1.310123
6060,2.307452,2.304170,2.297214,2.284820,2.266925,2.244261,2.216782,2.184445,2.146385,2.102571,2.053835,2.000212,1.941756,1.877784,1.808508,1.734885,1.657088,1.575304,1.489148,1.398937,1.306224
6120,2.300399,2.297107,2.290134,2.277709,2.259780,2.237083,2.209578,2.177227,2.139179,2.095411,2.046757,1.993257,1.934968,1.871217,1.802217,1.728913,1.651478,1.570091,1.484363,1.394579,1.302239
6180,2.293308,2.290009,2.283020,2.270570,2.252611,2.229888,2.202364,2.170009,2.131980,2.088266,2.039701,1.986329,1.928211,1.864682,1.795957,1.722970,1.645890,1.564892,1.479585,1.390254,1.298429
6240,2.286183,2.282878,2.275875,2.263404,2.245422,2.222678,2.195144,2.162791,2.124790,2.081135,2.032666,1.979428,1.921484,1.858180,1.789731,1.717060,1.640333,1.559721,1.474833,1.385941,1.294554
6300,2.279027,2.275716,2.268702,2.256214,2.238214,2.215456,2.187917,2.155575,2.117608,2.074021,2.025653,1.972553,1.914788,1.851712,1.783539,1.711183,1.634807,1.554579,1.470103,1.381639,1.290675
6360,2.271842,2.268527,2.261504,2.249002,2.230989,2.208224,2.180688,2.148362,2.110437,2.066924,2.018664,1.965708,1.908126,1.845280,1.777383,1.705343,1.629317,1.549468,1.465394,1.377328,1.286717
6420,2.264632,2.261313,2.254283,2.241772,2.223751,2.200984,2.173456,2.141155,2.103278,2.059847,2.011700,1.958893,1.901497,1.838884,1.771267,1.699541,1.623861,1.544385,1.460703,1.373019,1.282766
6480,2.257398,2.254077,2.247043,2.234525,2.216501,2.193739,2.166226,2.133956,2.096134,2.052790,2.004762,1.952109,1.894905,1.832527,1.765189,1.693776,1.618439,1.539328,1.456023,1.368702,1.278769
6540,2.250145,2.246823,2.239786,2.227266,2.209243,2.186490,2.158998,2.126765,2.089004,2.045753,1.997849,1.945354,1.888342,1.826200,1.759137,1.688032,1.613029,1.534275,1.451345,1.364425,1.274977
6600,2.242875,2.239553,2.232515,2.219995,2.201978,2.179239,2.151774,2.119583,2.081890,2.038737,1.990961,1.938627,1.881810,1.819904,1.753117,1.682318,1.607647,1.529248,1.446690,1.360147,1.271041
6660,2.235591,2.232268,2.225231,2.212715,2.194708,2.171988,2.144555,2.112413,2.074792,2.031742,1.984099,1.931929,1.875310,1.813642,1.747131,1.676637,1.602297,1.524248,1.442055,1.355870,1.267092
6720,2.228295,2.224973,2.217939,2.205429,2.187435,2.164740,2.137344,2.105254,2.067711,2.024769,1.977263,1.925261,1.868843,1.807413,1.741177,1.670985,1.596971,1.519267,1.437431,1.351599,1.263171
6780,2.220989,2.217669,2.210639,2.198138,2.180162,2.157494,2.130140,2.098109,2.060649,2.017819,1.970453,1.918622,1.862405,1.801213,1.735250,1.665357,1.591665,1.514299,1.432815,1.347346,1.259302
6840,2.213675,2.210358,2.203334,2.190845,2.172890,2.150254,2.122946,2.090978,2.053605,2.010891,1.963670,1.912011,1.855998,1.795045,1.729354,1.659759,1.586386,1.509356,1.428219,1.343091,1.255351
6900,2.206357,2.203043,2.196026,2.183551,2.165620,2.143021,2.115762,2.083862,2.046580,2.003986,1.956911,1.905428,1.849618,1.788903,1.723482,1.654180,1.581119,1.504419,1.423627,1.338867,1.251556
6960,2.199035,2.195725,2.188717,2.176258,2.158355,2.135794,2.108590,2.076760,2.039573,1.997102,1.950176,1.898869,1.843264,1.782787,1.717633,1.648621,1.575872,1.499501,1.419055,1.334658,1.247715
7020,2.191712,2.188406,2.181407,2.168967,2.151094,2.128576,2.101429,2.069674,2.032585,1.990239,1.943465,1.892336,1.836937,1.776697,1.711809,1.643087,1.570648,1.494603,1.414501,1.330455,1.243854
7080,2.184388,2.181088,2.174100,2.161680,2.143840,2.121367,2.094281,2.062603,2.025616,1.983399,1.936779,1.885830,1.830638,1.770635,1.706014,1.637581,1.565450,1.489731,1.409966,1.326251,1.239950
7140,2.177066,2.173771,2.166795,2.154398,2.136593,2.114169,2.087146,2.055550,2.018668,1.976583,1.930118,1.879351,1.824366,1.764601,1.700246,1.632100,1.560274,1.484875,1.405441,1.322062,1.236106
7200,2.169747,2.166458,2.159495,2.147122,2.129355,2.106982,2.080027,2.048515,2.011740,1.969789,1.923483,1.872899,1.818123,1.758595,1.694504,1.626642,1.555119,1.480035,1.400927,1.317870,1.232215
7260,2.162432,2.159150,2.152201,2.139855,2.122127,2.099808,2.072923,2.041498,2.004834,1.963019,1.916873,1.866473,1.811906,1.752615,1.688787,1.621208,1.549983,1.475211,1.396424,1.313689,1.228359
7320,2.155124,2.151849,2.144915,2.132596,2.114911,2.092649,2.065835,2.034501,1.997950,1.956274,1.910290,1.860077,1.805719,1.746666,1.683101,1.615804,1.544877,1.470415,1.391940,1.309496,1.224393
7380,2.147824,2.144557,2.137639,2.125349,2.107708,2.085504,2.058766,2.027524,1.991089,1.949554,1.903734,1.853708,1.799561,1.740745,1.677442,1.610423,1.539789,1.465629,1.387461,1.305319,1.220539
7440,2.140534,2.137274,2.130373,2.118114,2.100519,2.078377,2.051716,2.020569,1.984252,1.942861,1.897207,1.847369,1.793434,1.734855,1.671811,1.605070,1.534726,1.460864,1.382995,1.301134,1.216587
7500,2.133255,2.130003,2.123120,2.110892,2.093345,2.071267,2.044685,2.013637,1.977440,1.936194,1.890706,1.841058,1.787333,1.728990,1.666204,1.599735,1.529675,1.456106,1.378532,1.296970,1.212758
7560,2.125988,2.122745,2.115880,2.103686,2.086189,2.064175,2.037676,2.006727,1.970652,1.929552,1.884233,1.834773,1.781259,1.723151,1.660620,1.594421,1.524643,1.451363,1.374083,1.292812,1.208875
