time_s,time_h,oven_temperature_c,oven_moisture_kg_kg
19680,5.466667,49.93819272,0.0500841276
19740,5.483333,49.94794579,0.0499143374
19800,5.500000,49.86053731,0.0498440910
19860,5.516667,50.32259006,0.0499517464
19920,5.533333,49.97655443,0.0498122621
19980,5.550000,50.04704768,0.0500077934
20040,5.566667,49.95451622,0.0502062837
20100,5.583333,50.07887947,0.0498458500
20160,5.600000,49.78161414,0.0499922465
20220,5.616667,50.13097114,0.0498983148
20280,5.633333,50.19992608,0.0498411284
20340,5.650000,49.82892153,0.0500920785
20400,5.666667,50.31662547,0.0497985142
20460,5.683333,50.10401748,0.0501073511
20520,5.700000,49.91585689,0.0499678100
20580,5.716667,49.78631217,0.0498014367
20640,5.733333,50.24547093,0.0499851928
20700,5.750000,50.07638695,0.0498856978
20760,5.766667,50.26396599,0.0499942165
20820,5.783333,49.64259062,0.0502281408
20880,5.800000,49.93838765,0.0499268193
20940,5.816667,49.71741337,0.0502488004
21000,5.833333,49.96074205,0.0498413136
21060,5.850000,50.31118842,0.0499567263
21120,5.866667,49.78973932,0.0498974002
21180,5.883333,49.94521748,0.0498278304
21240,5.900000,50.03859894,0.0497849783
21300,5.916667,50.12109970,0.0497698819
21360,5.933333,50.22599374,0.0496649715
21420,5.950000,49.74203939,0.0502295471
21480,5.966667,50.22022265,0.0497659114
21540,5.983333,49.93015305,0.0499219575
21600,6.000000,49.97781284,0.0498647528
21660,6.016667,50.05252269,0.0499328759
21720,6.033333,49.96767194,0.0498296690
21780,6.050000,49.85277361,0.0495134054
21840,6.066667,50.09678733,0.0501225753
21900,6.083333,50.06898136,0.0498937017
21960,6.100000,50.16320045,0.0500289558
22020,6.116667,49.75689286,0.0500181506
22080,6.133333,49.97503128,0.0496183813
22140,6.150000,49.91363327,0.0498851181
22200,6.166667,50.10390069,0.0497847145
22260,6.183333,49.84396078,0.0499861656
22320,6.200000,49.95597337,0.0499745395
22380,6.216667,50.18237303,0.0498607320
22440,6.233333,49.69020138,0.0501313638
22500,6.250000,50.08695927,0.0501156077
22560,6.266667,49.79586847,0.0496934781
22620,6.283333,50.07854010,0.0499938137
22680,6.300000,49.99517425,0.0501162434
22740,6.316667,50.05779416,0.0498975259
22800,6.333333,49.86143062,0.0497398976
22860,6.350000,50.14470264,0.0499232674
22920,6.366667,49.74341630,0.0500177849
22980,6.383333,49.95004019,0.0501151200
23040,6.400000,49.75783122,0.0501224069
23100,6.416667,50.06661689,0.0500105978
23160,6.433333,50.08559456,0.0498911168
23220,6.450000,50.12278451,0.0501109391
23280,6.466667,49.89900524,0.0497573477
23340,6.483333,50.05946926,0.0499670550
23400,6.500000,50.16250214,0.0499012979
23460,6.516667,49.86374229,0.0499940779
23520,6.533333,49.86452646,0.0499835150
23580,6.550000,49.98494571,0.0499185072
23640,6.566667,49.94079902,0.0498915640
23700,6.583333,49.93785003,0.0499689437
23760,6.600000,49.86919616,0.0498408979
23820,6.616667,50.01405077,0.0502055076
23880,6.633333,50.17372663,0.0500567999
23940,6.650000,49.85182499,0.0498171757
24000,6.666667,50.10111643,0.0501289130
24060,6.683333,50.32899086,0.0501844205
24120,6.700000,50.25619478,0.0498747477
24180,6.716667,50.02931433,0.0501180333
24240,6.733333,49.99728656,0.0500366328
24300,6.750000,50.15107986,0.0503421498
24360,6.766667,50.05012374,0.0502094724
24420,6.783333,50.08187938,0.0499455633
24480,6.800000,49.84429528,0.0501195519
24540,6.816667,50.23579632,0.0499259117
24600,6.833333,49.87220468,0.0501994455
24660,6.850000,50.20240075,0.0500012449
24720,6.866667,49.89195284,0.0499028818
24780,6.883333,49.82661381,0.0499416925
24840,6.900000,50.29978633,0.0499790899
24900,6.916667,49.90680462,0.0503019654
24960,6.933333,49.98872833,0.0499008035
25020,6.950000,49.96200074,0.0499472890
25080,6.966667,50.10791585,0.0498148878
25140,6.983333,49.82750055,0.0497777097
25200,7.000000,50.32090163,0.0501167322
25260,7.016667,49.92407348,0.0501378869
25320,7.033333,49.59667006,0.0498728179
25380,7.050000,49.89309588,0.0502088253
25440,7.066667,49.96013356,0.0501663625
25500,7.083333,50.00037984,0.0502293447
25560,7.100000,49.86479559,0.0499774262
25620,7.116667,49.98034936,0.0502590991
25680,7.133333,49.75671063,0.0499180114
25740,7.150000,49.90643279,0.0501521840
25800,7.166667,50.00663011,0.0503215300
25860,7.183333,49.93429413,0.0501171480
25920,7.200000,49.81163430,0.0500216574
25980,7.216667,49.90988400,0.0500726320
26040,7.233333,49.81649269,0.0501097121
26100,7.250000,49.96554040,0.0498342644
26160,7.266667,49.95909823,0.0503023054
26220,7.283333,50.35094822,0.0498737445
26280,7.300000,50.12053613,0.0499334820
26340,7.316667,50.26991565,0.0495995529
26400,7.333333,50.08030096,0.0500005906
26460,7.350000,50.04093342,0.0501295945
26520,7.366667,50.14770520,0.0502203507
26580,7.383333,50.09805693,0.0501825795
26640,7.400000,50.00202992,0.0501041198
26700,7.416667,49.86498520,0.0502324825
26760,7.433333,50.10562579,0.0500468075
26820,7.450000,49.98564952,0.0499531657
26880,7.466667,50.03094026,0.0502652274
26940,7.483333,49.98132814,0.0499616960
27000,7.500000,50.02662889,0.0502329329
27060,7.516667,49.78498310,0.0497215162
27120,7.533333,50.33217613,0.0499961274
27180,7.550000,50.31171073,0.0501146285
27240,7.566667,49.92122462,0.0502463381
27300,7.583333,49.75591618,0.0502166727
27360,7.600000,50.00917219,0.0500910773
27420,7.616667,50.13765532,0.0498319461
27480,7.633333,50.28903983,0.0497728812
27540,7.650000,50.00084721,0.0502237453
27600,7.666667,50.13275492,0.0497177991
27660,7.683333,50.15622131,0.0499892726
27720,7.700000,50.32433658,0.0501481935
27780,7.716667,50.24450682,0.0499758696
27840,7.733333,50.44978476,0.0499672988
27900,7.750000,49.69983975,0.0499883230
27960,7.766667,50.23810276,0.0501199293
28020,7.783333,49.96930408,0.0497505006
28080,7.800000,49.68872855,0.0498536509
28140,7.816667,50.12184914,0.0496740746
28200,7.833333,50.16762789,0.0500074745
28260,7.850000,49.94071947,0.0496375405
28320,7.866667,50.26778082,0.0502550771
28380,7.883333,50.08917674,0.0501661745
28440,7.900000,50.17996391,0.0499163331
28500,7.916667,49.87387370,0.0501249895
28560,7.933333,50.00540283,0.0498663815
28620,7.950000,50.37086454,0.0501347057
28680,7.966667,50.04402143,0.0500093530
28740,7.983333,50.00341796,0.0499468518
28800,8.000000,50.00039365,0.0499770371
28860,8.016667,49.86864915,0.0499701253
28920,8.033333,50.07734543,0.0499350732
28980,8.050000,50.04954774,0.0501816118
29040,8.066667,50.19813048,0.0498003015
29100,8.083333,50.08276955,0.0498204479
29160,8.100000,49.95366698,0.0499277603
29220,8.116667,49.76051827,0.0502325117
29280,8.133333,49.71251948,0.0499756861
29340,8.150000,50.02314379,0.0500016454
29400,8.166667,50.04300381,0.0500595585
29460,8.183333,49.87780961,0.0501627388
29520,8.200000,50.19611926,0.0501261067
29580,8.216667,49.92034605,0.0501092584
29640,8.233333,50.16696313,0.0495775360
29700,8.250000,49.84878101,0.0502009079
29760,8.266667,49.81464311,0.0501044619
29820,8.283333,49.92633906,0.0500545411
29880,8.300000,50.18079214,0.0500951940
29940,8.316667,50.20597831,0.0503123101
30000,8.333333,50.18318261,0.0497935327
30060,8.350000,49.98784892,0.0499345202
30120,8.366667,50.06028167,0.0501291040
30180,8.383333,49.95198502,0.0500105287
30240,8.400000,50.14110437,0.0499979429
30300,8.416667,50.22369980,0.0500394206
30360,8.433333,50.25547465,0.0501158439
30420,8.450000,50.19941894,0.0499627386
30480,8.466667,50.17136975,0.0497865626
30540,8.483333,50.20959709,0.0499241978
30600,8.500000,49.99295401,0.0498867153
30660,8.516667,50.05615926,0.0501246385
30720,8.533333,49.89647899,0.0499988499
30780,8.550000,50.17610036,0.0499093830
30840,8.566667,49.67000523,0.0502062799
30900,8.583333,50.01007437,0.0499982941
30960,8.600000,50.36457155,0.0498938187
31020,8.616667,50.02380591,0.0502157154
31080,8.633333,50.38470590,0.0503131228
31140,8.650000,49.99618425,0.0498612260
31200,8.666667,50.15432495,0.0496625204
31260,8.683333,50.00375381,0.0500276233
31320,8.700000,50.00046293,0.0499081254
31380,8.716667,50.14854567,0.0500266442
31440,8.733333,49.77840937,0.0501346257
31500,8.750000,49.90465541,0.0501094084
31560,8.766667,50.22047582,0.0501152019
31620,8.783333,49.93041096,0.0503288352
31680,8.800000,50.02433578,0.0498925833
31740,8.816667,49.76820629,0.0501439142
31800,8.833333,49.82554614,0.0502108615
31860,8.850000,50.11599111,0.0498214728
31920,8.866667,50.01066561,0.0501591485
31980,8.883333,49.65772109,0.0500666897
32040,8.900000,49.50060408,0.0500121040
32100,8.916667,49.92148509,0.0497824264
32160,8.933333,49.78562557,0.0498682837
32220,8.950000,50.05517459,0.0500551002
32280,8.966667,50.11452402,0.0501013413
32340,8.983333,50.10701155,0.0498794808
32400,9.000000,49.99382210,0.0499103632
32460,9.016667,50.16065377,0.0496388934
32520,9.033333,49.86205345,0.0498032094
32580,9.050000,49.84720833,0.0502864023
32640,9.066667,49.80967001,0.0503915379
32700,9.083333,49.91434290,0.0499191691
32760,9.100000,49.95317250,0.0500100449
32820,9.116667,49.95133135,0.0499751304
32880,9.133333,50.12521519,0.0503769781
32940,9.150000,49.80125818,0.0499318515
33000,9.166667,49.92806873,0.0501702805
33060,9.183333,49.94459032,0.0500838355
33120,9.200000,50.19103795,0.0499670522
33180,9.216667,49.88935872,0.0500316599
33240,9.233333,50.01446287,0.0499317503
33300,9.250000,49.92701560,0.0498416531
33360,9.266667,49.76572109,0.0499395254
33420,9.283333,50.03942986,0.0499279366
33480,9.300000,49.81679848,0.0500204239
33540,9.316667,50.05167002,0.0501143166
33600,9.333333,50.00280204,0.0499397312
33660,9.350000,50.02211422,0.0501593741
33720,9.366667,49.59375760,0.0502871389
33780,9.383333,49.71601757,0.0498014185
33840,9.400000,50.20747988,0.0498731697
33900,9.416667,50.14285379,0.0495055176
33960,9.433333,49.76498046,0.0499315172
34020,9.450000,50.05074881,0.0498805231
34080,9.466667,50.06566757,0.0500187381
34140,9.483333,49.99360088,0.0500812646
34200,9.500000,49.69510993,0.0499700120
34260,9.516667,50.08197977,0.0499850374
34320,9.533333,50.14562021,0.0500400008
34380,9.550000,49.88701962,0.0499758019
34440,9.566667,50.08753070,0.0499482024
34500,9.583333,50.13645709,0.0501288953
34560,9.600000,49.97268416,0.0499971378
34620,9.616667,50.24909160,0.0499051846
34680,9.633333,50.10299603,0.0498443773
34740,9.650000,49.89448467,0.0501320490
34800,9.666667,49.98785999,0.0498957559
34860,9.683333,49.69915421,0.0499065816
34920,9.700000,49.69369687,0.0499375400
34980,9.716667,50.06637833,0.0498364585
35040,9.733333,50.30126257,0.0499747710
35100,9.750000,49.89890074,0.0501190968
35160,9.766667,50.02563688,0.0502377175
35220,9.783333,50.18322661,0.0502062261
35280,9.800000,49.93218745,0.0497283704
35340,9.816667,49.88864029,0.0500153907
35400,9.833333,50.16944121,0.0500162345
35460,9.850000,49.89370380,0.0500459106
35520,9.866667,50.11712427,0.0503107051
35580,9.883333,50.11730826,0.0501626229
35640,9.900000,50.16557620,0.0498557003
35700,9.916667,50.05161324,0.0500360568
35760,9.933333,49.63752118,0.0499106227
35820,9.950000,50.04123373,0.0502253599
35880,9.966667,49.87814856,0.0498805529
35940,9.983333,50.02146788,0.0503011398
36000,10.000000,49.95202369,0.0499495968
36060,10.016667,49.81071824,0.0501543565
36120,10.033333,49.94506715,0.0501759700
36180,10.050000,49.66448806,0.0500075632
36240,10.066667,50.44092079,0.0500611615
36300,10.083333,50.05476633,0.0499922077
36360,10.100000,49.69623894,0.0498599688
36420,10.116667,49.94581523,0.0500473870
36480,10.133333,49.98106718,0.0500411848
36540,10.150000,50.03862187,0.0498934806
36600,10.166667,49.64976930,0.0500614202
36660,10.183333,49.98660799,0.0499618344
36720,10.200000,50.09820254,0.0499699649
36780,10.216667,49.78922383,0.0498232981
36840,10.233333,49.93187756,0.0501400766
36900,10.250000,50.16533955,0.0498432501
36960,10.266667,50.03558500,0.0498002946
37020,10.283333,49.94085633,0.0499078861
37080,10.300000,49.88879877,0.0500622712
37140,10.316667,50.44107357,0.0500737385
37200,10.333333,49.65747635,0.0503063203
37260,10.350000,49.86455626,0.0500846542
37320,10.366667,49.97349251,0.0500616480
37380,10.383333,50.17417092,0.0500959879
37440,10.400000,49.97458709,0.0499386055
37500,10.416667,49.94703593,0.0498964216
37560,10.433333,50.15806544,0.0499410412
37620,10.450000,50.50750513,0.0495994760
37680,10.466667,49.88793476,0.0499183930
37740,10.483333,49.96896348,0.0495841475
37800,10.500000,50.19837298,0.0499996840
37860,10.516667,49.85968810,0.0500324213
37920,10.533333,49.91327635,0.0500022563
37980,10.550000,49.70180511,0.0500717706
38040,10.566667,50.06945389,0.0500423646
38100,10.583333,50.14302542,0.0499768432
38160,10.600000,49.97728321,0.0499275293
38220,10.616667,49.67671541,0.0499432218
38280,10.633333,49.70927506,0.0501034488
38340,10.650000,50.14019531,0.0498101373
38400,10.666667,50.21595560,0.0497567435
38460,10.683333,49.85955447,0.0500717770
38520,10.700000,49.99760930,0.0495016789
38580,10.716667,50.23981405,0.0503941094
38640,10.733333,49.99762466,0.0501141457
38700,10.750000,49.96369135,0.0502562236
38760,10.766667,49.96989748,0.0498703338
38820,10.783333,50.26444779,0.0497179102
38880,10.800000,49.81937517,0.0500882984
38940,10.816667,50.05013457,0.0498564054
39000,10.833333,49.77079836,0.0498441156
39060,10.850000,50.01036213,0.0498194749
39120,10.866667,49.72907810,0.0498722381
39180,10.883333,49.83344968,0.0498508191
39240,10.900000,50.11031671,0.0502493778
39300,10.916667,50.16078817,0.0498490601
39360,10.933333,49.95673760,0.0499411852
39420,10.950000,50.09992167,0.0500814873
39480,10.966667,50.20716178,0.0497084623
39540,10.983333,50.32022622,0.0499320971
39600,11.000000,50.01785910,0.0499859151
39660,11.016667,50.04082578,0.0500256178
39720,11.033333,50.12580902,0.0498827863
39780,11.050000,50.16201400,0.0501033076
39840,11.066667,50.19936044,0.0499496338
39900,11.083333,50.06699275,0.0500351498
39960,11.100000,49.99608852,0.0500629408
40020,11.116667,49.90204692,0.0500552357
40080,11.133333,49.88970082,0.0503149596
40140,11.150000,49.69207346,0.0504460789
40200,11.166667,49.80815542,0.0500962789
40260,11.183333,49.96144839,0.0500101333
40320,11.200000,50.14087379,0.0499514800
40380,11.216667,49.90214606,0.0500880585
40440,11.233333,50.10610356,0.0499379302
40500,11.250000,49.91923817,0.0499445144
40560,11.266667,50.14207022,0.0501200781
40620,11.283333,49.69209541,0.0500119934
40680,11.300000,49.66807433,0.0500968899
40740,11.316667,49.86754664,0.0501482632
40800,11.333333,50.09116295,0.0500258022
40860,11.350000,50.17943962,0.0499811886
40920,11.366667,49.82108155,0.0499839417
40980,11.383333,50.26297131,0.0496937757
41040,11.400000,49.82307558,0.0498656504
41100,11.416667,50.11320681,0.0498542095
41160,11.433333,49.89549069,0.0500444299
41220,11.450000,49.69682079,0.0499230286
41280,11.466667,50.30917067,0.0499342242
41340,11.483333,49.99918866,0.0500544522
41400,11.500000,50.05030998,0.0499940766
41460,11.516667,50.14198698,0.0498668773
41520,11.533333,50.12769590,0.0499889386
41580,11.550000,50.25489701,0.0498419697
41640,11.566667,49.81376459,0.0501197984
41700,11.583333,50.20322839,0.0498150537
41760,11.600000,49.72950566,0.0499966094
41820,11.616667,49.84047511,0.0496537776
41880,11.633333,50.03565756,0.0498943305
41940,11.650000,49.96891881,0.0498110537
42000,11.666667,49.87169976,0.0500806471
42060,11.683333,49.84919800,0.0500029985
42120,11.700000,50.01149585,0.0501057042
42180,11.716667,50.35151480,0.0501078462
42240,11.733333,50.26570269,0.0499129426
42300,11.750000,50.07133532,0.0498699543
42360,11.766667,50.06478721,0.0500686752
42420,11.783333,49.79595410,0.0501103334
42480,11.800000,50.07791582,0.0500498551
42540,11.816667,50.06320019,0.0501349878
42600,11.833333,50.08816229,0.0499839928
42660,11.850000,49.82405257,0.0499997539
42720,11.866667,49.99100763,0.0497353352
42780,11.883333,50.00698287,0.0497483768
42840,11.900000,50.02411808,0.0501059995
42900,11.916667,50.02981671,0.0499389367
42960,11.933333,49.72040078,0.0501895437
43020,11.950000,49.88843479,0.0497868927
43080,11.966667,49.87480954,0.0500054226
43140,11.983333,50.19223801,0.0502223882
43200,12.000000,49.96406242,0.0498298713
43260,12.016667,49.78046428,0.0499476466
43320,12.033333,49.68410265,0.0500812107
43380,12.050000,49.83490512,0.0500671675
43440,12.066667,50.13389348,0.0500531886
43500,12.083333,49.98811369,0.0500653057
43560,12.100000,50.04228422,0.0496900206
43620,12.116667,50.32273856,0.0499170458
43680,12.133333,50.08439685,0.0500283327
43740,12.150000,49.82108421,0.0499257603
43800,12.166667,49.99241881,0.0497917107
43860,12.183333,50.31503812,0.0496769931
43920,12.200000,49.95731972,0.0500997080
43980,12.216667,49.96203006,0.0498274919
44040,12.233333,50.25732044,0.0499638609
44100,12.250000,49.89344868,0.0500886250
44160,12.266667,49.81035953,0.0497435541
44220,12.283333,50.22216443,0.0499237969
44280,12.300000,50.12376289,0.0501876180
44340,12.316667,49.93338224,0.0496108978
44400,12.333333,50.23071377,0.0498699800
44460,12.350000,50.11354665,0.0497043506
44520,12.366667,49.73740714,0.0499078423
44580,12.383333,50.10877729,0.0498453511
44640,12.400000,49.90675563,0.0498318810
44700,12.416667,50.12228528,0.0500576764
44760,12.433333,50.34862922,0.0499019285
44820,12.450000,50.35636964,0.0501875671
44880,12.466667,50.15978724,0.0499240731
44940,12.483333,50.07303729,0.0501361264
45000,12.500000,49.92513216,0.0498954893
45060,12.516667,50.00896051,0.0499936177
45120,12.533333,50.12465896,0.0497994392
45180,12.550000,49.91792692,0.0501633998
45240,12.566667,49.92505879,0.0501009701
45300,12.583333,49.96414289,0.0498584665
45360,12.600000,50.17911057,0.0500301398
45420,12.616667,50.12663390,0.0498697328
45480,12.633333,50.27005844,0.0496527780
45540,12.650000,49.72969609,0.0500908429
45600,12.666667,49.83235933,0.0498370068
45660,12.683333,49.96471252,0.0497043579
45720,12.700000,50.05927915,0.0500779798
45780,12.716667,49.92686776,0.0500429627
45840,12.733333,50.45788278,0.0498186382
45900,12.750000,49.84991709,0.0500124927
45960,12.766667,49.80517158,0.0499796392
46020,12.783333,50.17433560,0.0496985527
46080,12.800000,49.75078803,0.0496631054
46140,12.816667,49.70361979,0.0503122502
46200,12.833333,49.74496138,0.0499162964
46260,12.850000,49.91080508,0.0500029748
46320,12.866667,50.27358718,0.0501387889
46380,12.883333,50.07003136,0.0501444586
46440,12.900000,49.95534400,0.0501041171
46500,12.916667,49.88951556,0.0499271345
46560,12.933333,49.95503273,0.0498185293
46620,12.950000,49.73024848,0.0500856275
46680,12.966667,49.82702037,0.0501252292
46740,12.983333,50.06139056,0.0500674145
46800,13.000000,49.94680233,0.0500591255
46860,13.016667,49.71243568,0.0499635444
46920,13.033333,50.02330697,0.0500193007
46980,13.050000,49.75297775,0.0497231884
47040,13.066667,49.78516721,0.0499285941
47100,13.083333,49.73320556,0.0498884879
47160,13.100000,49.69111403,0.0500679021
47220,13.116667,50.01307690,0.0496978662
47280,13.133333,50.14765241,0.0499139361
47340,13.150000,50.15024539,0.0499436692
47400,13.166667,49.79742028,0.0504307632
47460,13.183333,49.79467124,0.0499921973
47520,13.200000,49.91486013,0.0496823294
47580,13.216667,49.97557898,0.0500714764
47640,13.233333,50.10692098,0.0497517316
47700,13.250000,49.71629199,0.0501734719
47760,13.266667,50.31500723,0.0501911397
47820,13.283333,50.00390710,0.0498461808
47880,13.300000,49.87203291,0.0500820929
47940,13.316667,50.03193049,0.0500754772
48000,13.333333,50.15398167,0.0499826443
48060,13.350000,49.97375838,0.0497859585
48120,13.366667,50.30072199,0.0498922621
48180,13.383333,49.89664392,0.0501962810
48240,13.400000,50.01350088,0.0497000653
48300,13.416667,49.92620156,0.0501167955
48360,13.433333,50.03696262,0.0499598993
48420,13.450000,50.03296080,0.0500188049
48480,13.466667,50.14451676,0.0499343574
48540,13.483333,50.02381992,0.0500338723
48600,13.500000,49.92161894,0.0499916353
48660,13.516667,49.87689123,0.0498460692
48720,13.533333,49.83909401,0.0498700343
48780,13.550000,50.08529023,0.0503443933
48840,13.566667,49.94714471,0.0498772262
48900,13.583333,49.48405203,0.0498319524
48960,13.600000,49.99347929,0.0501428885
49020,13.616667,49.88552518,0.0496810809
49080,13.633333,50.28319390,0.0498510133
49140,13.650000,49.74388791,0.0498090972
49200,13.666667,49.83217467,0.0498105031
49260,13.683333,49.90989995,0.0499414852
49320,13.700000,49.84878209,0.0499687891
49380,13.716667,49.97800312,0.0498292497
49440,13.733333,50.14857080,0.0497189986
49500,13.750000,49.91727278,0.0499377053
49560,13.766667,49.98370885,0.0500081606
49620,13.783333,49.89754402,0.0498945919
49680,13.800000,50.34148518,0.0500009744
49740,13.816667,49.73033780,0.0501629958
49800,13.833333,50.02004212,0.0500897686
49860,13.850000,49.73917381,0.0500791962
49920,13.866667,50.00381515,0.0498575541
49980,13.883333,49.90684832,0.0501390069
50040,13.900000,49.90351057,0.0501075719
50100,13.916667,49.91883072,0.0500713284
50160,13.933333,49.95067334,0.0497054551
50220,13.950000,50.35553499,0.0501424073
50280,13.966667,49.94067841,0.0499910688
50340,13.983333,49.68017783,0.0500380985
50400,14.000000,50.12110537,0.0500509943
50460,14.016667,50.25439438,0.0497611303
50520,14.033333,50.05647194,0.0498408442
50580,14.050000,49.99882691,0.0502891732
50640,14.066667,50.07963235,0.0500763903
50700,14.083333,49.76362923,0.0501176275
50760,14.100000,49.82969653,0.0499948880
50820,14.116667,49.95965421,0.0501780159
50880,14.133333,50.23617864,0.0497533989
50940,14.150000,49.70360295,0.0502966466
51000,14.166667,50.18707175,0.0499497872
51060,14.183333,49.83194865,0.0500484227
51120,14.200000,50.18443857,0.0503009522
51180,14.216667,49.91553765,0.0502220781
51240,14.233333,49.82422873,0.0501587650
51300,14.250000,50.40501423,0.0498090075
51360,14.266667,50.01888086,0.0497759086
51420,14.283333,50.26380892,0.0501035914
51480,14.300000,50.00085580,0.0502756685
51540,14.316667,50.06368277,0.0498415625
51600,14.333333,50.15281008,0.0499836213
51660,14.350000,50.03445798,0.0500622964
51720,14.366667,50.18329841,0.0500256742
51780,14.383333,50.21241552,0.0500667557
51840,14.400000,50.17675928,0.0499981534
51900,14.416667,50.20254715,0.0497199370
51960,14.433333,49.83229092,0.0500317389
52020,14.450000,50.01626229,0.0500392773
52080,14.466667,49.80354937,0.0499583099
52140,14.483333,50.08430484,0.0497792983
52200,14.500000,49.98433586,0.0500982096
52260,14.516667,50.05022637,0.0499516667
52320,14.533333,49.97002532,0.0499853783
52380,14.550000,49.77495071,0.0500045420
52440,14.566667,49.73258545,0.0501708696
52500,14.583333,49.79715155,0.0501545882
52560,14.600000,49.97149989,0.0496824710
52620,14.616667,50.13720035,0.0502446583
52680,14.633333,50.16190811,0.0501774980
52740,14.650000,49.93542008,0.0499735334
52800,14.666667,50.00334908,0.0501332797
52860,14.683333,49.87914592,0.0501446319
52920,14.700000,49.95758227,0.0500196232
52980,14.716667,49.97781340,0.0500263305
53040,14.733333,50.23299785,0.0498399263
53100,14.750000,49.86158460,0.0501206987
53160,14.766667,50.07763451,0.0499092510
53220,14.783333,49.85960747,0.0499104971
53280,14.800000,49.96895980,0.0501217834
53340,14.816667,50.32644848,0.0500162214
53400,14.833333,49.98848440,0.0503430539
53460,14.850000,49.71060377,0.0503182570
53520,14.866667,50.43171396,0.0498220360
53580,14.883333,49.94727056,0.0500464959
53640,14.900000,50.05721363,0.0499968447
53700,14.916667,50.11304854,0.0501191482
53760,14.933333,49.52946189,0.0502697603
53820,14.950000,49.98710089,0.0497284962
53880,14.966667,50.52777138,0.0499442366
53940,14.983333,50.09981685,0.0499549003
54000,15.000000,49.97167484,0.0499289626
54060,15.016667,49.79117636,0.0497751294
54120,15.033333,50.32061420,0.0500308209
