z_center_m,r_center_m,temperature_C,temperature_K,moisture_kg_kg
0.007812500,0.001875000,49.99591667,323.14591667,0.1496919026
0.007812500,0.003125000,49.99591667,323.14591667,0.1491425587
0.007812500,0.004375000,49.99591667,323.14591667,0.1483103094
0.007812500,0.005625000,49.99591667,323.14591667,0.1471846276
0.007812500,0.006875000,49.99591667,323.14591667,0.1457502873
0.007812500,0.008125000,49.99591667,323.14591667,0.1439860876
0.007812500,0.009375000,49.99591667,323.14591667,0.1418628402
0.007812500,0.010625000,49.99591667,323.14591667,0.1393401381
0.007812500,0.011875000,49.99591667,323.14591667,0.1363609649
0.007812500,0.013125000,49.99591667,323.14591667,0.1328421770
0.007812500,0.014375000,49.99591667,323.14591667,0.1286563190
0.007812500,0.015625000,49.99591667,323.14591667,0.1235927786
0.007812500,0.016875000,49.99591667,323.14591667,0.1172596489
0.007812500,0.018125000,49.99591667,323.14591667,0.1087523270
0.007812500,0.019375000,49.99591667,323.14591667,0.0779501251
0.010937500,0.000625000,49.99591667,323.14591667,0.1499642719
0.010937500,0.001875000,49.99591667,323.14591667,0.1496912059
0.010937500,0.003125000,49.99591667,323.14591667,0.1491418682
0.010937500,0.004375000,49.99591667,323.14591667,0.1483096281
0.010937500,0.005625000,49.99591667,323.14591667,0.1471839585
0.010937500,0.006875000,49.99591667,323.14591667,0.1457496336
0.010937500,0.008125000,49.99591667,323.14591667,0.1439854524
0.010937500,0.009375000,49.99591667,323.14591667,0.1418622265
0.010937500,0.010625000,49.99591667,323.14591667,0.1393395490
0.010937500,0.011875000,49.99591667,323.14591667,0.1363604036
0.010937500,0.013125000,49.99591667,323.14591667,0.1328416470
0.010937500,0.014375000,49.99591667,323.14591667,0.1286558241
0.010937500,0.015625000,49.99591667,323.14591667,0.1235923233
0.010937500,0.016875000,49.99591667,323.14591667,0.1172592388
0.010937500,0.018125000,49.99591667,323.14591667,0.1087519709
0.010937500,0.019375000,49.99591667,323.14591667,0.0779499445
0.014062500,0.000625000,49.99591667,323.14591667,0.1499632644
0.014062500,0.001875000,49.99591667,323.14591667,0.1496902028
0.014062500,0.003125000,49.99591667,323.14591667,0.1491408738
0.014062500,0.004375000,49.99591667,323.14591667,0.1483086470
0.014062500,0.005625000,49.99591667,323.14591667,0.1471829950
0.014062500,0.006875000,49.99591667,323.14591667,0.1457486920
0.014062500,0.008125000,49.99591667,323.14591667,0.1439845371
0.014062500,0.009375000,49.99591667,323.14591667,0.1418613421
0.014062500,0.010625000,49.99591667,323.14591667,0.1393386999
0.014062500,0.011875000,49.99591667,323.14591667,0.1363595945
0.014062500,0.013125000,49.99591667,323.14591667,0.1328408828
0.014062500,0.014375000,49.99591667,323.14591667,0.1286551103
0.014062500,0.015625000,49.99591667,323.14591667,0.1235916662
0.014062500,0.016875000,49.99591667,323.14591667,0.1172586469
0.014062500,0.018125000,49.99591667,323.14591667,0.1087514569
0.014062500,0.019375000,49.99591667,323.14591667,0.0779496835
0.017187500,0.000625000,49.99591667,323.14591667,0.1499618807
0.017187500,0.001875000,49.99591667,323.14591667,0.1496888251
0.017187500,0.003125000,49.99591667,323.14591667,0.1491395082
0.017187500,0.004375000,49.99591667,323.14591667,0.1483072993
0.017187500,0.005625000,49.99591667,323.14591667,0.1471816713
0.017187500,0.006875000,49.99591667,323.14591667,0.1457473983
0.017187500,0.008125000,49.99591667,323.14591667,0.1439832794
0.017187500,0.009375000,49.99591667,323.14591667,0.1418601264
0.017187500,0.010625000,49.99591667,323.14591667,0.1393375324
0.017187500,0.011875000,49.99591667,323.14591667,0.1363584817
0.017187500,0.013125000,49.99591667,323.14591667,0.1328398315
0.017187500,0.014375000,49.99591667,323.14591667,0.1286541279
0.017187500,0.015625000,49.99591667,323.14591667,0.1235907617
0.017187500,0.016875000,49.99591667,323.14591667,0.1172578317
0.017187500,0.018125000,49.99591667,323.14591667,0.1087507489
0.017187500,0.019375000,49.99591667,323.14591667,0.0779493237
0.020312500,0.000625000,49.99591667,323.14591667,0.1499600296
0.020312500,0.001875000,49.99591667,323.14591667,0.1496869820
0.020312500,0.003125000,49.99591667,323.14591667,0.1491376810
0.020312500,0.004375000,49.99591667,323.14591667,0.1483054960
0.020312500,0.005625000,49.99591667,323.14591667,0.1471798998
0.020312500,0.006875000,49.99591667,323.14591667,0.1457456666
0.020312500,0.008125000,49.99591667,323.14591667,0.1439815956
0.020312500,0.009375000,49.99591667,323.14591667,0.1418584984
0.020312500,0.010625000,49.99591667,323.14591667,0.1393359687
0.020312500,0.011875000,49.99591667,323.14591667,0.1363569907
0.020312500,0.013125000,49.99591667,323.14591667,0.1328384224
0.020312500,0.014375000,49.99591667,323.14591667,0.1286528108
0.020312500,0.015625000,49.99591667,323.14591667,0.1235895485
0.020312500,0.016875000,49.99591667,323.14591667,0.1172567380
0.020312500,0.018125000,49.99591667,323.14591667,0.1087497987
0.020312500,0.019375000,49.99591667,323.14591667,0.0779488402
0.023437500,0.000625000,49.99591667,323.14591667,0.1499575929
0.023437500,0.001875000,49.99591667,323.14591667,0.1496845557
0.023437500,0.003125000,49.99591667,323.14591667,0.1491352755
0.023437500,0.004375000,49.99591667,323.14591667,0.1483031217
0.023437500,0.005625000,49.99591667,323.14591667,0.1471775671
0.023437500,0.006875000,49.99591667,323.14591667,0.1457433860
0.023437500,0.008125000,49.99591667,323.14591667,0.1439793774
0.023437500,0.009375000,49.99591667,323.14591667,0.1418563534
0.023437500,0.010625000,49.99591667,323.14591667,0.1393339076
0.023437500,0.011875000,49.99591667,323.14591667,0.1363550249
0.023437500,0.013125000,49.99591667,323.14591667,0.1328365639
0.023437500,0.014375000,49.99591667,323.14591667,0.1286510730
0.023437500,0.015625000,49.99591667,323.14591667,0.1235879473
0.023437500,0.016875000,49.99591667,323.14591667,0.1172552939
0.023437500,0.018125000,49.99591667,323.14591667,0.1087485439
0.023437500,0.019375000,49.99591667,323.14591667,0.0779482009
0.026562500,0.000625000,49.99591667,323.14591667,0.1499544203
0.026562500,0.001875000,49.99591667,323.14591667,0.1496813965
0.026562500,0.003125000,49.99591667,323.14591667,0.1491321432
0.026562500,0.004375000,49.99591667,323.14591667,0.1483000297
0.026562500,0.005625000,49.99591667,323.14591667,0.1471745288
0.026562500,0.006875000,49.99591667,323.14591667,0.1457404149
0.026562500,0.008125000,49.99591667,323.14591667,0.1439764871
0.026562500,0.009375000,49.99591667,323.14591667,0.1418535577
0.026562500,0.010625000,49.99591667,323.14591667,0.1393312207
0.026562500,0.011875000,49.99591667,323.14591667,0.1363524614
0.026562500,0.013125000,49.99591667,323.14591667,0.1328341395
0.026562500,0.014375000,49.99591667,323.14591667,0.1286488052
0.026562500,0.015625000,49.99591667,323.14591667,0.1235858568
0.026562500,0.016875000,49.99591667,323.14591667,0.1172534081
0.026562500,0.018125000,49.99591667,323.14591667,0.1087469046
0.026562500,0.019375000,49.99591667,323.14591667,0.0779473649
0.029687500,0.000625000,49.99591667,323.14591667,0.1499503224
0.029687500,0.001875000,49.99591667,323.14591667,0.1496773159
0.029687500,0.003125000,49.99591667,323.14591667,0.1491280969
0.029687500,0.004375000,49.99591667,323.14591667,0.1482960351
0.029687500,0.005625000,49.99591667,323.14591667,0.1471706032
0.029687500,0.006875000,49.99591667,323.14591667,0.1457365755
0.029687500,0.008125000,49.99591667,323.14591667,0.1439727514
0.029687500,0.009375000,49.99591667,323.14591667,0.1418499434
0.029687500,0.010625000,49.99591667,323.14591667,0.1393277460
0.029687500,0.011875000,49.99591667,323.14591667,0.1363491452
0.029687500,0.013125000,49.99591667,323.14591667,0.1328310023
0.029687500,0.014375000,49.99591667,323.14591667,0.1286458697
0.029687500,0.015625000,49.99591667,323.14591667,0.1235831500
0.029687500,0.016875000,49.99591667,323.14591667,0.1172509652
0.029687500,0.018125000,49.99591667,323.14591667,0.1087447808
0.029687500,0.019375000,49.99591667,323.14591667,0.0779462806
0.032812500,0.000625000,49.99591667,323.14591667,0.1499450630
0.032812500,0.001875000,49.99591667,323.14591667,0.1496720783
0.032812500,0.003125000,49.99591667,323.14591667,0.1491229033
0.032812500,0.004375000,49.99591667,323.14591667,0.1482909073
0.032812500,0.005625000,49.99591667,323.14591667,0.1471655632
0.032812500,0.006875000,49.99591667,323.14591667,0.1457316454
0.032812500,0.008125000,49.99591667,323.14591667,0.1439679536
0.032812500,0.009375000,49.99591667,323.14591667,0.1418453006
0.032812500,0.010625000,49.99591667,323.14591667,0.1393232813
0.032812500,0.011875000,49.99591667,323.14591667,0.1363448832
0.032812500,0.013125000,49.99591667,323.14591667,0.1328269691
0.032812500,0.014375000,49.99591667,323.14591667,0.1286420946
0.032812500,0.015625000,49.99591667,323.14591667,0.1235796677
0.032812500,0.016875000,49.99591667,323.14591667,0.1172478216
0.032812500,0.018125000,49.99591667,323.14591667,0.1087420472
0.032812500,0.019375000,49.99591667,323.14591667,0.0779448834
0.035937500,0.000625000,49.99591667,323.14591667,0.1499383482
0.035937500,0.001875000,49.99591667,323.14591667,0.1496653913
0.035937500,0.003125000,49.99591667,323.14591667,0.1491162719
0.035937500,0.004375000,49.99591667,323.14591667,0.1482843594
0.035937500,0.005625000,49.99591667,323.14591667,0.1471591267
0.035937500,0.006875000,49.99591667,323.14591667,0.1457253485
0.035937500,0.008125000,49.99591667,323.14591667,0.1439618246
0.035937500,0.009375000,49.99591667,323.14591667,0.1418393684
0.035937500,0.010625000,49.99591667,323.14591667,0.1393175756
0.035937500,0.011875000,49.99591667,323.14591667,0.1363394351
0.035937500,0.013125000,49.99591667,323.14591667,0.1328218120
0.035937500,0.014375000,49.99591667,323.14591667,0.1286372661
0.035937500,0.015625000,49.99591667,323.14591667,0.1235752125
0.035937500,0.016875000,49.99591667,323.14591667,0.1172437986
0.035937500,0.018125000,49.99591667,323.14591667,0.1087385481
0.035937500,0.019375000,49.99591667,323.14591667,0.0779430933
0.039062500,0.000625000,49.99591667,323.14591667,0.1499298135
0.039062500,0.001875000,49.99591667,323.14591667,0.1496568918
0.039062500,0.003125000,49.99591667,323.14591667,0.1491078427
0.039062500,0.004375000,49.99591667,323.14591667,0.1482760358
0.039062500,0.005625000,49.99591667,323.14591667,0.1471509440
0.039062500,0.006875000,49.99591667,323.14591667,0.1457173423
0.039062500,0.008125000,49.99591667,323.14591667,0.1439540307
0.039062500,0.009375000,49.99591667,323.14591667,0.1418318234
0.039062500,0.010625000,49.99591667,323.14591667,0.1393103174
0.039062500,0.011875000,49.99591667,323.14591667,0.1363325031
0.039062500,0.013125000,49.99591667,323.14591667,0.1328152488
0.039062500,0.014375000,49.99591667,323.14591667,0.1286311195
0.039062500,0.015625000,49.99591667,323.14591667,0.1235695397
0.039062500,0.016875000,49.99591667,323.14591667,0.1172386747
0.039062500,0.018125000,49.99591667,323.14591667,0.1087340908
0.039062500,0.019375000,49.99591667,323.14591667,0.0779408112
0.042187500,0.000625000,49.99591667,323.14591667,0.1499190074
0.042187500,0.001875000,49.99591667,323.14591667,0.1496461300
0.042187500,0.003125000,49.99591667,323.14591667,0.1490971696
0.042187500,0.004375000,49.99591667,323.14591667,0.1482654957
0.042187500,0.005625000,49.99591667,323.14591667,0.1471405815
0.042187500,0.006875000,49.99591667,323.14591667,0.1457072022
0.042187500,0.008125000,49.99591667,323.14591667,0.1439441586
0.042187500,0.009375000,49.99591667,323.14591667,0.1418222653
0.042187500,0.010625000,49.99591667,323.14591667,0.1393011210
0.042187500,0.011875000,49.99591667,323.14591667,0.1363237185
0.042187500,0.013125000,49.99591667,323.14591667,0.1328069300
0.042187500,0.014375000,49.99591667,323.14591667,0.1286233272
0.042187500,0.015625000,49.99591667,323.14591667,0.1235623463
0.042187500,0.016875000,49.99591667,323.14591667,0.1172321762
0.042187500,0.018125000,49.99591667,323.14591667,0.1087284369
0.042187500,0.019375000,49.99591667,323.14591667,0.0779379145
0.045312500,0.000625000,49.99591667,323.14591667,0.1499053696
0.045312500,0.001875000,49.99591667,323.14591667,0.1496325479
0.045312500,0.003125000,49.99591667,323.14591667,0.1490836990
0.045312500,0.004375000,49.99591667,323.14591667,0.1482521924
0.045312500,0.005625000,49.99591667,323.14591667,0.1471275017
0.045312500,0.006875000,49.99591667,323.14591667,0.1456944023
0.045312500,0.008125000,49.99591667,323.14591667,0.1439316956
0.045312500,0.009375000,49.99591667,323.14591667,0.1418101976
0.045312500,0.010625000,49.99591667,323.14591667,0.1392895087
0.045312500,0.011875000,49.99591667,323.14591667,0.1363126247
0.045312500,0.013125000,49.99591667,323.14591667,0.1327964228
0.045312500,0.014375000,49.99591667,323.14591667,0.1286134833
0.045312500,0.015625000,49.99591667,323.14591667,0.1235532577
0.045312500,0.016875000,49.99591667,323.14591667,0.1172239641
0.045312500,0.018125000,49.99591667,323.14591667,0.1087212912
0.045312500,0.019375000,49.99591667,323.14591667,0.0779342516
0.048437500,0.000625000,49.99591667,323.14591667,0.1498882034
0.048437500,0.001875000,49.99591667,323.14591667,0.1496154518
0.048437500,0.003125000,49.99591667,323.14591667,0.1490667428
0.048437500,0.004375000,49.99591667,323.14591667,0.1482354465
0.048437500,0.005625000,49.99591667,323.14591667,0.1471110364
0.048437500,0.006875000,49.99591667,323.14591667,0.1456782885
0.048437500,0.008125000,49.99591667,323.14591667,0.1439160052
0.048437500,0.009375000,49.99591667,323.14591667,0.1417950038
0.048437500,0.010625000,49.99591667,323.14591667,0.1392748870
0.048437500,0.011875000,49.99591667,323.14591667,0.1362986546
0.048437500,0.013125000,49.99591667,323.14591667,0.1327831902
0.048437500,0.014375000,49.99591667,323.14591667,0.1286010848
0.048437500,0.015625000,49.99591667,323.14591667,0.1235418091
0.048437500,0.016875000,49.99591667,323.14591667,0.1172136185
0.048437500,0.018125000,49.99591667,323.14591667,0.1087122883
0.048437500,0.019375000,49.99591667,323.14591667,0.0779296350
0.051562500,0.000625000,49.99591667,323.14591667,0.1498666396
0.051562500,0.001875000,49.99591667,323.14591667,0.1495939758
0.051562500,0.003125000,49.99591667,323.14591667,0.1490454426
0.051562500,0.004375000,49.99591667,323.14591667,0.1482144100
0.051562500,0.005625000,49.99591667,323.14591667,0.1470903522
0.051562500,0.006875000,49.99591667,323.14591667,0.1456580456
0.051562500,0.008125000,49.99591667,323.14591667,0.1438962936
0.051562500,0.009375000,49.99591667,323.14591667,0.1417759155
0.051562500,0.010625000,49.99591667,323.14591667,0.1392565168
0.051562500,0.011875000,49.99591667,323.14591667,0.1362811024
0.051562500,0.013125000,49.99591667,323.14591667,0.1327665637
0.051562500,0.014375000,49.99591667,323.14591667,0.1285855055
0.051562500,0.015625000,49.99591667,323.14591667,0.1235274224
0.051562500,0.016875000,49.99591667,323.14591667,0.1172006171
0.051562500,0.018125000,49.99591667,323.14591667,0.1087009737
0.051562500,0.019375000,49.99591667,323.14591667,0.0779238320
0.054687500,0.000625000,49.99591667,323.14591667,0.1498395879
0.054687500,0.001875000,49.99591667,323.14591667,0.1495670343
0.054687500,0.003125000,49.99591667,323.14591667,0.1490187217
0.054687500,0.004375000,49.99591667,323.14591667,0.1481880203
0.054687500,0.005625000,49.99591667,323.14591667,0.1470644045
0.054687500,0.006875000,49.99591667,323.14591667,0.1456326516
0.054687500,0.008125000,49.99591667,323.14591667,0.1438715665
0.054687500,0.009375000,49.99591667,323.14591667,0.1417519704
0.054687500,0.010625000,49.99591667,323.14591667,0.1392334728
0.054687500,0.011875000,49.99591667,323.14591667,0.1362590846
0.054687500,0.013125000,49.99591667,323.14591667,0.1327457073
0.054687500,0.014375000,49.99591667,323.14591667,0.1285659626
0.054687500,0.015625000,49.99591667,323.14591667,0.1235093756
0.054687500,0.016875000,49.99591667,323.14591667,0.1171843078
0.054687500,0.018125000,49.99591667,323.14591667,0.1086867802
0.054687500,0.019375000,49.99591667,323.14591667,0.0779165524
0.057812500,0.000625000,49.99591667,323.14591667,0.1498056736
0.057812500,0.001875000,49.99591667,323.14591667,0.1495332584
0.057812500,0.003125000,49.99591667,323.14591667,0.1489852229
0.057812500,0.004375000,49.99591667,323.14591667,0.1481549373
0.057812500,0.005625000,49.99591667,323.14591667,0.1470318766
0.057812500,0.006875000,49.99591667,323.14591667,0.1456008192
0.057812500,0.008125000,49.99591667,323.14591667,0.1438405712
0.057812500,0.009375000,49.99591667,323.14591667,0.1417219569
0.057812500,0.010625000,49.99591667,323.14591667,0.1392045903
0.057812500,0.011875000,49.99591667,323.14591667,0.1362314897
0.057812500,0.013125000,49.99591667,323.14591667,0.1327195695
0.057812500,0.014375000,49.99591667,323.14591667,0.1285414723
0.057812500,0.015625000,49.99591667,323.14591667,0.1234867614
0.057812500,0.016875000,49.99591667,323.14591667,0.1171638717
0.057812500,0.018125000,49.99591667,323.14591667,0.1086689955
0.057812500,0.019375000,49.99591667,323.14591667,0.0779074328
0.060937500,0.000625000,49.99591667,323.14591667,0.1497631512
0.060937500,0.001875000,49.99591667,323.14591667,0.1494909103
0.060937500,0.003125000,49.99591667,323.14591667,0.1489432232
0.060937500,0.004375000,49.99591667,323.14591667,0.1481134606
0.060937500,0.005625000,49.99591667,323.14591667,0.1469910982
0.060937500,0.006875000,49.99591667,323.14591667,0.1455609150
0.060937500,0.008125000,49.99591667,323.14591667,0.1438017194
0.060937500,0.009375000,49.99591667,323.14591667,0.1416843390
0.060937500,0.010625000,49.99591667,323.14591667,0.1391683934
0.060937500,0.011875000,49.99591667,323.14591667,0.1361969103
0.060937500,0.013125000,49.99591667,323.14591667,0.1326868194
0.060937500,0.014375000,49.99591667,323.14591667,0.1285107902
0.060937500,0.015625000,49.99591667,323.14591667,0.1234584326
0.060937500,0.016875000,49.99591667,323.14591667,0.1171382739
0.060937500,0.018125000,49.99591667,323.14591667,0.1086467198
0.060937500,0.019375000,49.99591667,323.14591667,0.0778960149
0.064062500,0.000625000,49.99591667,323.14591667,0.1497097900
0.064062500,0.001875000,49.99591667,323.14591667,0.1494377687
0.064062500,0.003125000,49.99591667,323.14591667,0.1488905208
0.064062500,0.004375000,49.99591667,323.14591667,0.1480614175
0.064062500,0.005625000,49.99591667,323.14591667,0.1469399348
0.064062500,0.006875000,49.99591667,323.14591667,0.1455108532
0.064062500,0.008125000,49.99591667,323.14591667,0.1437529832
0.064062500,0.009375000,49.99591667,323.14591667,0.1416371564
0.064062500,0.010625000,49.99591667,323.14591667,0.1391229993
0.064062500,0.011875000,49.99591667,323.14591667,0.1361535511
0.064062500,0.013125000,49.99591667,323.14591667,0.1326457608
0.064062500,0.014375000,49.99591667,323.14591667,0.1284723303
0.064062500,0.015625000,49.99591667,323.14591667,0.1234229286
0.064062500,0.016875000,49.99591667,323.14591667,0.1171061972
0.064062500,0.018125000,49.99591667,323.14591667,0.1086188082
0.064062500,0.019375000,49.99591667,323.14591667,0.0778817166
0.067187500,0.000625000,49.99591667,323.14591667,0.1496427179
0.067187500,0.001875000,49.99591667,323.14591667,0.1493709742
0.067187500,0.003125000,49.99591667,323.14591667,0.1488242816
0.067187500,0.004375000,49.99591667,323.14591667,0.1479960114
0.067187500,0.005625000,49.99591667,323.14591667,0.1468756403
0.067187500,0.006875000,49.99591667,323.14591667,0.1454479502
0.067187500,0.008125000,49.99591667,323.14591667,0.1436917542
0.067187500,0.009375000,49.99591667,323.14591667,0.1415778886
0.067187500,0.010625000,49.99591667,323.14591667,0.1390659882
0.067187500,0.011875000,49.99591667,323.14591667,0.1360991061
0.067187500,0.013125000,49.99591667,323.14591667,0.1325942151
0.067187500,0.014375000,49.99591667,323.14591667,0.1284240576
0.067187500,0.015625000,49.99591667,323.14591667,0.1233783753
0.067187500,0.016875000,49.99591667,323.14591667,0.1170659524
0.067187500,0.018125000,49.99591667,323.14591667,0.1085837925
0.067187500,0.019375000,49.99591667,323.14591667,0.0778637935
0.070312500,0.000625000,49.99591667,323.14591667,0.1495582113
0.070312500,0.001875000,49.99591667,323.14591667,0.1492868196
0.070312500,0.003125000,49.99591667,323.14591667,0.1487408312
0.070312500,0.004375000,49.99591667,323.14591667,0.1479136173
0.070312500,0.005625000,49.99591667,323.14591667,0.1467946554
0.070312500,0.006875000,49.99591667,323.14591667,0.1453687287
0.070312500,0.008125000,49.99591667,323.14591667,0.1436146533
0.070312500,0.009375000,49.99591667,323.14591667,0.1415032712
0.070312500,0.010625000,49.99591667,323.14591667,0.1389942269
0.070312500,0.011875000,49.99591667,323.14591667,0.1360305907
0.070312500,0.013125000,49.99591667,323.14591667,0.1325293642
0.070312500,0.014375000,49.99591667,323.14591667,0.1283633401
0.070312500,0.015625000,49.99591667,323.14591667,0.1233223504
0.070312500,0.016875000,49.99591667,323.14591667,0.1170153569
0.070312500,0.018125000,49.99591667,323.14591667,0.1085397762
0.070312500,0.019375000,49.99591667,323.14591667,0.0778412856
0.073437500,0.000625000,49.99591667,323.14591667,0.1494514087
0.073437500,0.001875000,49.99591667,323.14591667,0.1491804652
0.073437500,0.003125000,49.99591667,323.14591667,0.1486353731
0.073437500,0.004375000,49.99591667,323.14591667,0.1478095038
0.073437500,0.005625000,49.99591667,323.14591667,0.1466923350
0.073437500,0.006875000,49.99591667,323.14591667,0.1452686515
0.073437500,0.008125000,49.99591667,323.14591667,0.1435172726
0.073437500,0.009375000,49.99591667,323.14591667,0.1414090468
0.073437500,0.010625000,49.99591667,323.14591667,0.1389036304
0.073437500,0.011875000,49.99591667,323.14591667,0.1359441143
0.073437500,0.013125000,49.99591667,323.14591667,0.1324475357
0.073437500,0.014375000,49.99591667,323.14591667,0.1282867493
0.073437500,0.015625000,49.99591667,323.14591667,0.1232516995
0.073437500,0.016875000,49.99591667,323.14591667,0.1169515689
0.073437500,0.018125000,49.99591667,323.14591667,0.1084842902
0.073437500,0.019375000,49.99591667,323.14591667,0.0778129454
0.076562500,0.000625000,49.99591667,323.14591667,0.1493159217
0.076562500,0.001875000,49.99591667,323.14591667,0.1490455512
0.076562500,0.003125000,49.99591667,323.14591667,0.1485016048
0.076562500,0.004375000,49.99591667,323.14591667,0.1476774539
0.076562500,0.005625000,49.99591667,323.14591667,0.1465625763
0.076562500,0.006875000,49.99591667,323.14591667,0.1451417581
0.076562500,0.008125000,49.99591667,323.14591667,0.1433938221
0.076562500,0.009375000,49.99591667,323.14591667,0.1412896243
0.076562500,0.010625000,49.99591667,323.14591667,0.1387888350
0.076562500,0.011875000,49.99591667,323.14591667,0.1358345700
0.076562500,0.013125000,49.99591667,323.14591667,0.1323439103
0.076562500,0.014375000,49.99591667,323.14591667,0.1281897872
0.076562500,0.015625000,49.99591667,323.14591667,0.1231622848
0.076562500,0.016875000,49.99591667,323.14591667,0.1168708621
0.076562500,0.018125000,49.99591667,323.14591667,0.1084140962
0.076562500,0.019375000,49.99591667,323.14591667,0.0777771406
0.079687500,0.000625000,49.99591667,323.14591667,0.1491433024
0.079687500,0.001875000,49.99591667,323.14591667,0.1488736676
0.079687500,0.003125000,49.99591667,323.14591667,0.1483311924
0.079687500,0.004375000,49.99591667,323.14591667,0.1475092474
0.079687500,0.005625000,49.99591667,323.14591667,0.1463973104
0.079687500,0.006875000,49.99591667,323.14591667,0.1449801685
0.079687500,0.008125000,49.99591667,323.14591667,0.1432366482
0.079687500,0.009375000,49.99591667,323.14591667,0.1411376137
0.079687500,0.010625000,49.99591667,323.14591667,0.1386427522
0.079687500,0.011875000,49.99591667,323.14591667,0.1356952097
0.079687500,0.013125000,49.99591667,323.14591667,0.1322121208
0.079687500,0.014375000,49.99591667,323.14591667,0.1280665119
0.079687500,0.015625000,49.99591667,323.14591667,0.1230486416
0.079687500,0.016875000,49.99591667,323.14591667,0.1167683149
0.079687500,0.018125000,49.99591667,323.14591667,0.1083249167
0.079687500,0.019375000,49.99591667,323.14591667,0.0777317189
0.082812500,0.000625000,49.99591667,323.14591667,0.1489223127
0.082812500,0.001875000,49.99591667,323.14591667,0.1486536271
0.082812500,0.003125000,49.99591667,323.14591667,0.1481130495
0.082812500,0.004375000,49.99591667,323.14591667,0.1472939495
0.082812500,0.005625000,49.99591667,323.14591667,0.1461858040
0.082812500,0.006875000,49.99591667,323.14591667,0.1447734008
0.082812500,0.008125000,49.99591667,323.14591667,0.1430355700
0.082812500,0.009375000,49.99591667,323.14591667,0.1409431856
0.082812500,0.010625000,49.99591667,323.14591667,0.1384559541
0.082812500,0.011875000,49.99591667,323.14591667,0.1355170585
0.082812500,0.013125000,49.99591667,323.14591667,0.1320436995
0.082812500,0.014375000,49.99591667,323.14591667,0.1279090221
0.082812500,0.015625000,49.99591667,323.14591667,0.1229035032
0.082812500,0.016875000,49.99591667,323.14591667,0.1166373825
0.082812500,0.018125000,49.99591667,323.14591667,0.1082110623
0.082812500,0.019375000,49.99591667,323.14591667,0.0776738236
0.085937500,0.000625000,49.99591667,323.14591667,0.1486379132
0.085937500,0.001875000,49.99591667,323.14591667,0.1483704577
0.085937500,0.003125000,49.99591667,323.14591667,0.1478323392
0.085937500,0.004375000,49.99591667,323.14591667,0.1470169255
0.085937500,0.005625000,49.99591667,323.14591667,0.1459136919
0.085937500,0.006875000,49.99591667,323.14591667,0.1445074259
0.085937500,0.008125000,49.99591667,323.14591667,0.1427769615
0.085937500,0.009375000,49.99591667,323.14591667,0.1406931832
0.085937500,0.010625000,49.99591667,323.14591667,0.1382158212
0.085937500,0.011875000,49.99591667,323.14591667,0.1352881032
0.085937500,0.013125000,49.99591667,323.14591667,0.1318273120
0.085937500,0.014375000,49.99591667,323.14591667,0.1277067406
0.085937500,0.015625000,49.99591667,323.14591667,0.1227171409
0.085937500,0.016875000,49.99591667,323.14591667,0.1164693019
0.085937500,0.018125000,49.99591667,323.14591667,0.1080649107
0.085937500,0.019375000,49.99591667,323.14591667,0.0775996363
0.089062500,0.000625000,49.99591667,323.14591667,0.1482698535
