parameter_key,parameter_name,domain,unit,baseline_value,factor,parameter_value,center_temperature_c,surface_temperature_c,average_temperature_c,center_temperature_rise_c,surface_temperature_rise_c,average_temperature_rise_c,center_response_change_pct,surface_response_change_pct,average_response_change_pct,max_abs_response_change_pct,center_moisture_kg_kg,surface_moisture_kg_kg,average_moisture_kg_kg,center_moisture_loss_kg_kg,surface_moisture_loss_kg_kg,average_moisture_loss_kg_kg
rho,密度 ρ,temperature,kg/m³,820.0,1.05,861.0,33.335443483333464,36.63725081050176,34.97258567430845,5.335443483333464,8.637250810501762,6.972585674308448,-4.322855458218067,-1.6952653889331537,-2.744637755614987,4.322855458218067,,,,,,
rho,密度 ρ,temperature,kg/m³,820.0,1.1,902.0000000000001,33.10749197300334,36.495583095587946,34.78587000393149,5.1074919730033415,8.495583095587946,6.7858700039314925,-8.410566193136471,-3.3076542639471795,-5.348994447297384,8.410566193136471,,,,,,
rho,密度 ρ,temperature,kg/m³,820.0,1.15,942.9999999999999,32.89180899295829,36.36071639185658,34.608552544690575,4.891808992958289,8.360716391856577,6.608552544690575,-12.278273108491112,-4.842637536872585,-7.822262548436887,12.278273108491112,,,,,,
rho,密度 ρ,temperature,kg/m³,820.0,1.2,984.0,32.68760133043005,36.23220036766602,34.44001540972932,4.687601330430049,8.232200367666017,6.44001540972932,-15.940200388816649,-6.305340650224522,-10.173060498856245,15.940200388816649,,,,,,
rho,密度 ρ,temperature,kg/m³,820.0,1.25,1025.0,32.49412730763558,36.109615043983446,34.27968195003488,4.49412730763558,8.109615043983446,6.2796819500348775,-19.409648074245244,-7.700543588777009,-12.409431542662041,19.409648074245244,,,,,,
rho,密度 ρ,temperature,kg/m³,820.0,1.3,1066.0,32.31069573067986,35.9925700044076,34.12701573915158,4.310695730679861,7.992570004407597,6.127015739151581,-22.69901090917015,-9.03268987067677,-14.538857889711586,22.69901090917015,,,,,,
rho,密度 ρ,temperature,kg/m³,820.0,1.35,1107.0,32.136663923147026,35.88070312112763,33.98151888053109,4.136663923147026,7.880703121127631,5.981518880531091,-25.819813604616094,-10.305901047922339,-16.56828432511488,25.819813604616094,,,,,,
rho,密度 ρ,temperature,kg/m³,820.0,1.4,1148.0,31.97143522259228,35.773679005011914,33.84272992575884,3.97143522259228,7.773679005011914,5.842729925758839,-28.782755732071706,-11.52399434665432,-18.504147246330792,28.782755732071706,,,,,,
rho,密度 ρ,temperature,kg/m³,820.0,1.45,1189.0,31.814456198065393,35.67118732068881,33.710221599169735,3.8144561980653933,7.671187320688809,5.710221599169735,-31.597761619886523,-12.690501844036906,-20.35240640079413,31.597761619886523,,,,,,
rho,密度 ρ,temperature,kg/m³,820.0,1.5,1230.0,31.66521376232796,35.572941060467095,33.583598459459246,3.6652137623279586,7.572941060467095,5.583598459459246,-34.274032138058494,-13.808690113605559,-22.11857750234698,34.274032138058494,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,0.5,1300.0,36.90683456165978,38.79084869874004,37.84682826287915,8.906834561659778,10.790848698740042,9.84682826287915,59.72064935701249,22.81587519353181,37.34601400355573,59.72064935701249,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,0.55,1430.0000000000002,36.4876161898431,38.54174795376276,37.51221336810432,8.487616189843102,10.541747953762759,9.51221336810432,52.20307056901361,19.98073897210393,32.678722080044075,52.20307056901361,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,0.6,1560.0,36.0883222511833,38.30396804825001,37.193134137687665,8.0883222511833,10.303968048250013,9.193134137687665,45.04278408052422,17.27445070745677,28.228125473798826,45.04278408052422,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,0.65,1690.0,35.70930580709062,38.07767355161328,36.889829615848114,7.709305807090622,10.07767355161328,8.889829615848114,38.24612111924572,14.698883443765531,23.99755843314484,38.24612111924572,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,0.7,1819.9999999999998,35.35037153657504,37.86272201278214,36.60211603324358,7.3503715365750395,9.862722012782143,8.602116033243583,31.809579116993536,12.252415876406818,19.984457697511537,31.809579116993536,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,0.75,1950.0,35.0109654291426,37.6587722505215,36.32953513286894,7.010965429142601,9.658772250521501,8.32953513286894,25.723223352825975,9.931164856505292,16.18243138401403,25.723223352825975,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,0.8,2080.0,34.69031133615591,37.46536180294309,36.07146045552008,6.690311336155908,9.465361802943093,8.071460455520082,19.973135642509867,7.729866881334102,12.582741483587622,19.973135642509867,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,0.85,2210.0,34.38750676726268,37.28196091700344,35.82717156538726,6.387506767262678,9.281960917003438,7.82717156538726,14.543132195484553,5.64249257493894,9.175339178057285,14.543132195484553,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,0.9,2340.0,34.10158870256626,37.10800938553515,35.59590479164494,6.101588702566261,9.108009385535148,7.595904791644941,9.415943783027704,3.6626659482318358,5.949572596475594,9.415943783027704,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,0.95,2470.0,33.8315778778187,36.942941137670964,35.37688717580714,5.831577877818702,8.942941137670964,7.376887175807141,4.574009876705554,1.7839442745168022,2.8946603212930633,4.574009876705554,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,1.0,2600.0,33.57650785763521,36.786200221865414,35.1693585972027,5.576507857635207,8.786200221865414,7.169358597202702,0.0,0.0,0.0,0.0,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,1.05,2730.0,33.335443483333464,36.63725081050176,34.97258567430845,5.335443483333464,8.637250810501762,6.972585674308448,-4.322855458218067,-1.6952653889331537,-2.744637755614987,4.322855458218067,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,1.1,2860.0000000000005,33.10749197300334,36.495583095587946,34.78587000393149,5.1074919730033415,8.495583095587946,6.7858700039314925,-8.410566193136471,-3.3076542639471795,-5.348994447297384,8.410566193136471,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,1.15,2989.9999999999995,32.89180899295829,36.36071639185658,34.608552544690575,4.891808992958289,8.360716391856577,6.608552544690575,-12.278273108491112,-4.842637536872585,-7.822262548436887,12.278273108491112,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,1.2,3120.0,32.68760133043005,36.23220036766602,34.44001540972932,4.687601330430049,8.232200367666017,6.44001540972932,-15.940200388816649,-6.305340650224522,-10.173060498856245,15.940200388816649,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,1.25,3250.0,32.49412730763558,36.109615043983446,34.27968195003488,4.49412730763558,8.109615043983446,6.2796819500348775,-19.409648074245244,-7.700543588777009,-12.409431542662041,19.409648074245244,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,1.3,3380.0,32.31069573067986,35.9925700044076,34.12701573915158,4.310695730679861,7.992570004407597,6.127015739151581,-22.69901090917015,-9.03268987067677,-14.538857889711586,22.69901090917015,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,1.35,3510.0000000000005,32.13666392314604,35.880703121127695,33.98151888053084,4.136663923146038,7.880703121127695,5.981518880530842,-25.81981360463381,-10.305901047921617,-16.56828432511834,25.81981360463381,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,1.4,3639.9999999999995,31.971435222593684,35.7736790050129,33.84272992576008,3.9714352225936835,7.773679005012902,5.842729925760082,-28.78275573204654,-11.523994346643086,-18.50414724631344,28.78275573204654,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,1.45,3770.0,31.814456198065393,35.67118732068881,33.710221599169735,3.8144561980653933,7.671187320688809,5.710221599169735,-31.597761619886523,-12.690501844036906,-20.35240640079413,31.597761619886523,,,,,,
cp,比热容 cp,temperature,J/(kg·K),2600.0,1.5,3900.0,31.66521376232796,35.572941060467095,33.583598459459246,3.6652137623279586,7.572941060467095,5.583598459459246,-34.274032138058494,-13.808690113605559,-22.11857750234698,34.274032138058494,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,0.5,0.18,31.644526602759342,37.22442235319285,34.372081959607314,3.644526602759342,9.22442235319285,6.372081959607314,-34.64500192948975,4.987618313510223,-11.120613187161055,34.64500192948975,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,0.55,0.198,31.939267170985445,37.15010304231565,34.495879523144126,3.9392671709854454,9.15010304231565,6.495879523144126,-29.359605122910292,4.14175424257488,-9.393853926086926,29.359605122910292,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,0.6,0.216,32.20285876060677,37.08608644491966,34.60541545834123,4.202858760606773,9.086086444919658,6.605415458341227,-24.63278331344355,3.413150343511928,-7.86601941046039,24.63278331344355,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,0.65,0.23399999999999999,32.439312093355255,37.03052169738244,34.703001379874216,4.439312093355255,9.03052169738244,6.703001379874216,-20.3926147566157,2.7807410410362055,-6.504866662834341,20.3926147566157,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,0.7,0.252,32.65214948903351,36.981953867316264,34.79047082666864,4.652149489033512,8.981953867316264,6.790470826668638,-16.575935911864402,2.227967044999679,-5.28482102543868,16.575935911864402,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,0.75,0.27,32.844416236744244,36.93922703574887,34.869299489484334,4.8444162367442445,8.939227035748871,6.869299489484334,-13.128137529450479,1.741672281751927,-4.185299195878467,13.128137529450479,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,0.8,0.288,33.018725187386636,36.901414029723014,34.94068976458094,5.018725187386636,8.901414029723014,6.940689764580938,-10.002365001330894,1.3113041468242326,-3.1895298515404846,10.002365001330894,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,0.85,0.306,33.177311241401824,36.86776461505204,35.00563182089454,5.177311241401824,8.867764615052039,7.005631820894543,-7.158541266768104,0.9283238615897194,-2.283701869397936,7.158541266768104,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,0.9,0.324,33.322085243086896,36.83766677965278,35.06494868325676,5.322085243086896,8.837666779652778,7.064948683256759,-4.5624003595720275,0.5857658201241955,-1.456335494038219,4.5624003595720275,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,0.95,0.34199999999999997,33.454682971506124,36.810617466050324,35.11933013246112,5.454682971506124,8.810617466050324,7.119330132461123,-2.1846088849724055,0.2779044816682452,-0.6978094910903065,2.1846088849724055,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,1.0,0.36,33.57650785763521,36.786200221865414,35.1693585972027,5.576507857635207,8.786200221865414,7.169358597202702,0.0,0.0,0.0,0.0,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,1.05,0.378,33.6887674068206,36.76406797552359,35.21552919746306,5.6887674068206024,8.764067975523588,7.215529197463063,2.013079727516076,-0.25189781456091964,0.6439990360975312,2.013079727516076,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,1.1,0.396,33.792503874741925,36.74392964861888,35.25826544405066,5.792503874741925,8.743929648618881,7.258265444050657,3.8733204116440323,-0.4811018663259947,1.2400948514786903,3.8733204116440323,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,1.15,0.414,33.88861993596251,36.72553966717721,35.29793166438314,5.8886199359625095,8.725539667177209,7.2979316643831424,5.5969091462853005,-0.6904071516290355,1.793369175739179,5.5969091462853005,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,1.2,0.432,33.97790009857786,36.708689682203946,35.33484292931004,5.977900098577862,8.708689682203946,7.334842929310042,7.197914020565399,-0.8821849912841073,2.308216695589871,7.197914020565399,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,1.25,0.44999999999999996,34.061028556644914,36.693201987500814,35.36927305069209,6.061028556644914,8.693201987500814,7.369273050692087,8.688604255193756,-1.0584579455993337,2.788456607085954,8.688604255193756,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,1.3,0.46799999999999997,34.138604083479095,36.67892425133208,35.401461074419196,6.138604083479095,8.678924251332077,7.4014610744191955,10.07971727457142,-1.2209597758353952,3.237423181859711,10.07971727457142,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,1.35,0.486,34.21115247696551,36.66572527243476,35.431616589265374,6.211152476965509,8.665725272434763,7.431616589265374,11.380681880710775,-1.3711837471087507,3.6580398163511996,11.380681880710775,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,1.4,0.504,34.2791369831641,36.6534915401905,35.459924095994474,6.279136983164101,8.653491540190501,7.459924095994474,12.599805173176115,-1.5104217787417662,4.052879973183976,12.599805173176115,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,1.45,0.522,34.34296705024904,36.64212443021019,35.48654662492405,6.342967050249037,8.642124430210188,7.486546624924053,13.744429527960133,-1.6397963626719747,4.424217639847283,13.744429527960133,,,,,,
k,导热系数 k,temperature,W/(m·K),0.36,1.5,0.54,34.403005702088976,36.63153790517243,35.51162874823983,6.403005702088976,8.63153790517243,7.511628748239829,14.821064823250452,-1.7602867313231796,4.7740693452085425,14.821064823250452,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,0.5,12.5,31.76559936010932,34.20468090682969,32.968942096749444,3.76559936010932,6.204680906829687,4.968942096749444,-32.473880495773685,-29.38152158894963,-30.691957594530194,32.473880495773685,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,0.55,13.750000000000002,32.00491785112812,34.56235942131879,33.267637498697574,4.00491785112812,6.562359421318789,5.2676374986975745,-28.182332861869952,-25.310609187033506,-26.525679706510008,28.182332861869952,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,0.6,15.0,32.2280870926849,34.891524418216825,33.544099617650495,4.228087092684902,6.891524418216825,5.544099617650495,-24.180379538138418,-21.56422293830138,-22.669517189255128,24.180379538138418,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,0.65,16.25,32.43654476446615,35.195107898855646,33.80048805634634,4.436544764466149,7.195107898855646,5.800488056346339,-20.442239521069638,-18.108992315587823,-19.093347365696857,20.442239521069638,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,0.7,17.5,32.63157447049067,35.475684792177624,34.0387118681493,4.631574470490669,7.475684792177624,6.038711868149299,-16.94489474897376,-14.915610805526946,-15.770542283859978,16.94489474897376,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,0.75,18.75,32.814324691089595,35.735522271152774,34.260462728016016,4.814324691089595,7.7355222711527745,6.260462728016016,-13.667750248070575,-11.958274614524644,-12.677506039958919,13.667750248070575,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,0.8,20.0,32.98582513585504,35.97662154410703,34.467243228741125,4.985825135855038,7.976621544107033,6.4672432287411254,-10.592340885370078,-9.214207021411337,-9.793280095314582,10.592340885370078,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,0.85,21.25,33.14700088729189,36.200753367537665,34.66039108306955,5.147000887291888,8.200753367537665,6.660391083069548,-7.702077739480795,-6.663254188890444,-7.099205699262134,7.702077739480795,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,0.9,22.5,33.29868466187365,36.40948830558257,34.841099877845636,5.298684661873651,8.40948830558257,6.841099877845636,-4.98202823082492,-4.287540765863207,-4.5786344051076515,4.98202823082492,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,0.95,23.75,33.441627463067036,36.60422258169113,35.01043691661583,5.441627463067036,8.604222581691133,7.010436916615831,-2.4187250876638866,-2.071175657042401,-2.216679197060656,2.4187250876638866,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,1.0,25.0,33.57650785763521,36.786200221865414,35.1693585972027,5.576507857635207,8.786200221865414,7.169358597202702,0.0,0.0,0.0,0.0,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,1.05,26.25,33.7039400705487,36.95653206953802,35.31872369692712,5.703940070548697,8.95653206953802,7.3187236969271225,2.2851615413580717,1.9386292523668747,2.083381626115033,2.2851615413580717,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,1.1,27.500000000000004,33.824481063858094,37.11621215453481,35.459304877364914,5.824481063858094,9.116212154534807,7.459304877364914,4.446747185756572,3.756025634928317,4.044242957457045,4.446747185756572,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,1.15,28.749999999999996,33.93863673980699,37.26613181842666,35.59179867029648,5.938636739806988,9.266131818426658,7.591798670296477,6.493828959210801,5.4623339377912306,5.892299392843858,6.493828959210801,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,1.2,30.0,34.04686738748553,37.407091932655554,35.716834164954356,6.046867387485527,9.407091932655554,7.716834164954356,8.434660935809802,7.066669266709669,7.63632562563219,8.434660935809802,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,1.25,31.25,34.149592474687346,37.53981349139591,35.834980582149555,6.149592474687346,9.539813491395911,7.834980582149555,10.276765167065749,8.577237605569788,9.284261289518447,10.276765167065749,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,1.3,32.5,34.247194871807274,37.66494681611169,35.946753892150056,6.247194871807274,9.664946816111687,7.946753892150056,12.027007426408986,10.00144057791237,10.843303266357385,12.027007426408986,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,1.35,33.75,34.34002458210752,37.78307957143451,36.05262260922549,6.340024582107517,9.783079571434513,8.052622609225487,13.69166410169984,11.345966679523833,12.319986509914727,13.69166410169984,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,1.4,35.0,34.428402042098305,37.89474376093658,36.15301287572845,6.4284020420983055,9.894743760936578,8.15301287572845,15.276481378874207,12.616870900715792,13.72025495990037,15.276481378874207,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,1.45,36.25,34.512621046832905,38.00042184550604,36.248312931797486,6.512621046832905,10.00042184550604,8.248312931797486,16.786727699414918,13.819644362518657,15.049523886498894,16.786727699414918,,,,,,
h,对流换热系数 h,temperature,W/(m²·K),25.0,1.5,37.5,34.59295134730007,38.100552105393355,36.33887705263916,6.5929513473000725,10.100552105393355,8.338877052639162,18.227240337753294,14.959275344727896,16.312734808561192,18.227240337753294,,,,,,
hm,对流传质系数 hm,moisture,m/s,8e-07,0.5,4e-07,,,,,,,-45.67491811890454,-41.060892672946395,-40.95144019264927,41.060892672946395,2.549992811312734,1.9369842221757336,2.3986369043081175,7.1886872659021606e-06,0.6130157778242662,0.15136309569188233
hm,对流传质系数 hm,moisture,m/s,8e-07,0.55,4.4e-07,,,,,,,-40.74953916930685,-36.27867279300872,-36.16217150819029,36.27867279300872,2.5499921595510116,1.887245154646948,2.386360253759061,7.840448988272186e-06,0.6627548453530518,0.1636397462409387
hm,对流传质系数 hm,moisture,m/s,8e-07,0.6,4.8e-07,,,,,,,-35.908351376736604,-31.6642687335452,-31.543883135519636,31.6642687335452,2.5499915189300713,1.8392515113430041,2.3745218884006865,8.481069928567564e-06,0.7107484886569957,0.17547811159931337
hm,对流传质系数 hm,moisture,m/s,8e-07,0.65,5.2e-07,,,,,,,-31.149524725033306,-27.210501338876025,-27.08979171189251,27.210501338876025,2.549990889207752,1.7929286230688162,2.3631044199886806,9.110792247746247e-06,0.7570713769311836,0.18689558001131923
hm,对流传质系数 hm,moisture,m/s,8e-07,0.7,5.599999999999999e-07,,,,,,,-26.471278309635103,-22.910553443734205,-22.793423609447437,22.910553443734205,2.549990270148392,1.7482055856309169,2.3520912542427315,9.72985160796469e-06,0.8017944143690829,0.19790874575726836
hm,对流传质系数 hm,moisture,m/s,8e-07,0.75,6e-07,,,,,,,-21.87187804207963,-18.757949298843137,-18.648598661753258,18.757949298843137,2.5499896615225235,1.705015045846338,2.3414665491317046,1.0338477476334873e-05,0.8449849541536618,0.20853345086829522
hm,对流传质系数 hm,moisture,m/s,8e-07,0.8,6.4e-07,,,,,,,-17.349635576086374,-14.746535281532601,-14.649414841882047,14.746535281532601,2.549989063106733,1.6632930009169598,2.33121517559793,1.0936893267032843e-05,0.8867069990830401,0.21878482440207003
hm,对流传质系数 hm,moisture,m/s,8e-07,0.85,6.8e-07,,,,,,,-12.902907072551283,-10.870461803886066,-10.790233831477302,10.870461803886066,2.549988474683495,1.6229786102591826,2.321322680565435,1.1525316504723548e-05,0.9270213897408173,0.22867731943456482
hm,对流传质系数 hm,moisture,m/s,8e-07,0.9,7.2e-07,,,,,,,-8.530091383954709,-7.124166337800375,-7.065667424270384,7.124166337800375,2.549987896040935,1.5840140189504182,2.311775252087177,1.2103959064813097e-05,0.9659859810495817,0.238224747912823
hm,对流传质系数 hm,moisture,m/s,8e-07,0.95,7.599999999999999e-07,,,,,,,-4.229628698540255,-3.5023574817997782,-3.470564711473345,3.5023574817997782,2.549987326972647,1.5463441920106926,2.3025596864965068,1.26730273528608e-05,1.0036558079893072,0.24744031350349305
hm,对流传质系数 hm,moisture,m/s,8e-07,1.0,8e-07,,,,,,,0.0,0.0,0.0,0.0,2.5499867672776237,1.5099167587954183,2.293663357437145,1.3232722376077533e-05,1.0400832412045815,0.25633664256285504
hm,对流传质系数 hm,moisture,m/s,8e-07,1.05,8.4e-07,,,,,,,4.160274946121212,3.387699231418395,3.3507385821342828,3.387699231418395,2.54998621675999,1.4746818668270192,2.2850741866546436,1.3783240009779263e-05,1.0753181331729806,0.26492581334535625
hm,对流传质系数 hm,moisture,m/s,8e-07,1.1,8.8e-07,,,,,,,8.252638545527757,6.66530443026403,6.586159835848693,6.66530443026403,2.5499856752288763,1.4405920444409757,2.276780616440107,1.4324771123508384e-05,1.1094079555590242,0.27321938355989284
hm,对流传质系数 hm,moisture,m/s,8e-07,1.15,9.199999999999999e-07,,,,,,,12.278496610178502,9.837163322679787,9.710579636187,9.837163322679787,2.5499851424982554,1.407602071666302,2.2687715836243507,1.4857501744458546e-05,1.1423979283336978,0.2812284163756491
hm,对流传质系数 hm,moisture,m/s,8e-07,1.2,9.6e-07,,,,,,,16.239218871753792,12.907418817614902,12.728130509752479,12.907418817614902,2.5499846183868744,1.3756688588013193,2.261036495027427,1.53816131254203e-05,1.1743311411986805,0.28896350497257295
hm,对流传质系数 hm,moisture,m/s,8e-07,1.25,1e-06,,,,,,,20.13614098853904,15.880019989599802,15.642770678973438,15.880019989599802,2.5499841027179895,1.3447513321836533,2.2535652042748575,1.589728201034646e-05,1.2052486678163465,0.2964347957251423
hm,对流传质系数 hm,moisture,m/s,8e-07,1.3,1.04e-06,,,,,,,23.970565011907862,18.758732414631353,18.458292605505132,18.758732414631353,2.5499835953193037,1.3148103266884261,2.246347989897765,1.6404680696080476e-05,1.2351896733115737,0.30365201010223464
hm,对流传质系数 hm,moisture,m/s,8e-07,1.35,1.08e-06,,,,,,,27.743760352847847,21.547147900862385,21.17833106300544,21.547147900862385,2.5499830960228396,1.2858084845209838,2.2393755346393904,1.6903977160254158e-05,1.264191515479016,0.3106244653606094
hm,对流传质系数 hm,moisture,m/s,8e-07,1.4,1.1199999999999999e-06,,,,,,,31.456964963270174,24.248693652865615,23.80637076740355,24.248693652865615,2.549982604664782,1.257710159900924,2.2326389058959175,1.7395335217607055e-05,1.2922898400990759,0.3173610941040823
hm,对流传质系数 hm,moisture,m/s,8e-07,1.45,1.16e-06,,,,,,,35.111386195143645,26.86664090559465,26.345753591086265,26.86664090559465,2.549982121085366,1.2304813292617136,2.2261295372238714,1.7878914633673304e-05,1.3195186707382862,0.3238704627761284
hm,对流传质系数 hm,moisture,m/s,8e-07,1.5,1.2e-06,,,,,,,38.708201693188826,29.404113061654492,28.79968538564468,29.404113061654492,2.549981645128757,1.2040895066163027,2.219839210850918,1.8354871242909354e-05,1.3459104933836972,0.33016078914908187
D0,扩散前因子 D0,moisture,m²/s,7e-09,0.5,3.5e-09,,,,,,,-99.98430004483477,23.218530902513223,-11.353118227106606,23.218530902513223,2.5499999979224683,1.2684247100244714,2.3227655595267014,2.077531480182415e-09,1.2815752899755284,0.22723444047329844
D0,扩散前因子 D0,moisture,m²/s,7e-09,0.55,3.8500000000000006e-09,,,,,,,-99.93300243978418,19.901653668947738,-9.68662670666901,19.901653668947738,2.5499999911343987,1.302922994262116,2.318493731114617,8.865601142105106e-09,1.2470770057378837,0.23150626888538284
D0,扩散前因子 D0,moisture,m²/s,7e-09,0.6,4.1999999999999996e-09,,,,,,,-99.76510744273145,16.901346083263324,-8.192949637919945,16.901346083263324,2.54999996891732,1.3341286906454095,2.3146648894658544,3.1082679985416917e-08,1.2158713093545903,0.23533511053414546
D0,扩散前因子 D0,moisture,m²/s,7e-09,0.65,4.55e-09,,,,,,,-99.29772007765635,14.167916706650319,-6.843072761561553,14.167916706650319,2.5499999070692474,1.3625586315017242,2.311204660402265,9.29307524266676e-08,1.1874413684982756,0.2387953395977349
