time_s,time_h,oven_temperature_C,oven_temperature_K,oven_moisture_kg_kg
17400,4.83333333,49.99591667,323.14591667,0.0499904167
17460,4.85000000,49.99591667,323.14591667,0.0499904167
17520,4.86666667,49.99591667,323.14591667,0.0499904167
17580,4.88333333,49.99591667,323.14591667,0.0499904167
17640,4.90000000,49.99591667,323.14591667,0.0499904167
17700,4.91666667,49.99591667,323.14591667,0.0499904167
17760,4.93333333,49.99591667,323.14591667,0.0499904167
17820,4.95000000,49.99591667,323.14591667,0.0499904167
17880,4.96666667,49.99591667,323.14591667,0.0499904167
17940,4.98333333,49.99591667,323.14591667,0.0499904167
18000,5.00000000,49.99591667,323.14591667,0.0499904167
18060,5.01666667,49.99591667,323.14591667,0.0499904167
18120,5.03333333,49.99591667,323.14591667,0.0499904167
18180,5.05000000,49.99591667,323.14591667,0.0499904167
18240,5.06666667,49.99591667,323.14591667,0.0499904167
18300,5.08333333,49.99591667,323.14591667,0.0499904167
18360,5.10000000,49.99591667,323.14591667,0.0499904167
18420,5.11666667,49.99591667,323.14591667,0.0499904167
18480,5.13333333,49.99591667,323.14591667,0.0499904167
18540,5.15000000,49.99591667,323.14591667,0.0499904167
18600,5.16666667,49.99591667,323.14591667,0.0499904167
18660,5.18333333,49.99591667,323.14591667,0.0499904167
18720,5.20000000,49.99591667,323.14591667,0.0499904167
18780,5.21666667,49.99591667,323.14591667,0.0499904167
18840,5.23333333,49.99591667,323.14591667,0.0499904167
18900,5.25000000,49.99591667,323.14591667,0.0499904167
18960,5.26666667,49.99591667,323.14591667,0.0499904167
19020,5.28333333,49.99591667,323.14591667,0.0499904167
19080,5.30000000,49.99591667,323.14591667,0.0499904167
19140,5.31666667,49.99591667,323.14591667,0.0499904167
19200,5.33333333,49.99591667,323.14591667,0.0499904167
19260,5.35000000,49.99591667,323.14591667,0.0499904167
19320,5.36666667,49.99591667,323.14591667,0.0499904167
19380,5.38333333,49.99591667,323.14591667,0.0499904167
19440,5.40000000,49.99591667,323.14591667,0.0499904167
19500,5.41666667,49.99591667,323.14591667,0.0499904167
19560,5.43333333,49.99591667,323.14591667,0.0499904167
19620,5.45000000,49.99591667,323.14591667,0.0499904167
19680,5.46666667,49.99591667,323.14591667,0.0499904167
19740,5.48333333,49.99591667,323.14591667,0.0499904167
19800,5.50000000,49.99591667,323.14591667,0.0499904167
19860,5.51666667,49.99591667,323.14591667,0.0499904167
19920,5.53333333,49.99591667,323.14591667,0.0499904167
19980,5.55000000,49.99591667,323.14591667,0.0499904167
20040,5.56666667,49.99591667,323.14591667,0.0499904167
20100,5.58333333,49.99591667,323.14591667,0.0499904167
20160,5.60000000,49.99591667,323.14591667,0.0499904167
20220,5.61666667,49.99591667,323.14591667,0.0499904167
20280,5.63333333,49.99591667,323.14591667,0.0499904167
20340,5.65000000,49.99591667,323.14591667,0.0499904167
20400,5.66666667,49.99591667,323.14591667,0.0499904167
20460,5.68333333,49.99591667,323.14591667,0.0499904167
20520,5.70000000,49.99591667,323.14591667,0.0499904167
20580,5.71666667,49.99591667,323.14591667,0.0499904167
20640,5.73333333,49.99591667,323.14591667,0.0499904167
20700,5.75000000,49.99591667,323.14591667,0.0499904167
20760,5.76666667,49.99591667,323.14591667,0.0499904167
20820,5.78333333,49.99591667,323.14591667,0.0499904167
20880,5.80000000,49.99591667,323.14591667,0.0499904167
20940,5.81666667,49.99591667,323.14591667,0.0499904167
21000,5.83333333,49.99591667,323.14591667,0.0499904167
21060,5.85000000,49.99591667,323.14591667,0.0499904167
21120,5.86666667,49.99591667,323.14591667,0.0499904167
21180,5.88333333,49.99591667,323.14591667,0.0499904167
21240,5.90000000,49.99591667,323.14591667,0.0499904167
21300,5.91666667,49.99591667,323.14591667,0.0499904167
21360,5.93333333,49.99591667,323.14591667,0.0499904167
21420,5.95000000,49.99591667,323.14591667,0.0499904167
21480,5.96666667,49.99591667,323.14591667,0.0499904167
21540,5.98333333,49.99591667,323.14591667,0.0499904167
21600,6.00000000,49.99591667,323.14591667,0.0499904167
21660,6.01666667,49.99591667,323.14591667,0.0499904167
21720,6.03333333,49.99591667,323.14591667,0.0499904167
21780,6.05000000,49.99591667,323.14591667,0.0499904167
21840,6.06666667,49.99591667,323.14591667,0.0499904167
21900,6.08333333,49.99591667,323.14591667,0.0499904167
21960,6.10000000,49.99591667,323.14591667,0.0499904167
22020,6.11666667,49.99591667,323.14591667,0.0499904167
22080,6.13333333,49.99591667,323.14591667,0.0499904167
22140,6.15000000,49.99591667,323.14591667,0.0499904167
22200,6.16666667,49.99591667,323.14591667,0.0499904167
22260,6.18333333,49.99591667,323.14591667,0.0499904167
22320,6.20000000,49.99591667,323.14591667,0.0499904167
22380,6.21666667,49.99591667,323.14591667,0.0499904167
22440,6.23333333,49.99591667,323.14591667,0.0499904167
22500,6.25000000,49.99591667,323.14591667,0.0499904167
22560,6.26666667,49.99591667,323.14591667,0.0499904167
22620,6.28333333,49.99591667,323.14591667,0.0499904167
22680,6.30000000,49.99591667,323.14591667,0.0499904167
22740,6.31666667,49.99591667,323.14591667,0.0499904167
22800,6.33333333,49.99591667,323.14591667,0.0499904167
22860,6.35000000,49.99591667,323.14591667,0.0499904167
22920,6.36666667,49.99591667,323.14591667,0.0499904167
22980,6.38333333,49.99591667,323.14591667,0.0499904167
23040,6.40000000,49.99591667,323.14591667,0.0499904167
23100,6.41666667,49.99591667,323.14591667,0.0499904167
23160,6.43333333,49.99591667,323.14591667,0.0499904167
23220,6.45000000,49.99591667,323.14591667,0.0499904167
23280,6.46666667,49.99591667,323.14591667,0.0499904167
23340,6.48333333,49.99591667,323.14591667,0.0499904167
23400,6.50000000,49.99591667,323.14591667,0.0499904167
23460,6.51666667,49.99591667,323.14591667,0.0499904167
23520,6.53333333,49.99591667,323.14591667,0.0499904167
23580,6.55000000,49.99591667,323.14591667,0.0499904167
23640,6.56666667,49.99591667,323.14591667,0.0499904167
23700,6.58333333,49.99591667,323.14591667,0.0499904167
23760,6.60000000,49.99591667,323.14591667,0.0499904167
23820,6.61666667,49.99591667,323.14591667,0.0499904167
23880,6.63333333,49.99591667,323.14591667,0.0499904167
23940,6.65000000,49.99591667,323.14591667,0.0499904167
24000,6.66666667,49.99591667,323.14591667,0.0499904167
24060,6.68333333,49.99591667,323.14591667,0.0499904167
24120,6.70000000,49.99591667,323.14591667,0.0499904167
24180,6.71666667,49.99591667,323.14591667,0.0499904167
24240,6.73333333,49.99591667,323.14591667,0.0499904167
24300,6.75000000,49.99591667,323.14591667,0.0499904167
24360,6.76666667,49.99591667,323.14591667,0.0499904167
24420,6.78333333,49.99591667,323.14591667,0.0499904167
24480,6.80000000,49.99591667,323.14591667,0.0499904167
24540,6.81666667,49.99591667,323.14591667,0.0499904167
24600,6.83333333,49.99591667,323.14591667,0.0499904167
24660,6.85000000,49.99591667,323.14591667,0.0499904167
24720,6.86666667,49.99591667,323.14591667,0.0499904167
24780,6.88333333,49.99591667,323.14591667,0.0499904167
24840,6.90000000,49.99591667,323.14591667,0.0499904167
24900,6.91666667,49.99591667,323.14591667,0.0499904167
24960,6.93333333,49.99591667,323.14591667,0.0499904167
25020,6.95000000,49.99591667,323.14591667,0.0499904167
25080,6.96666667,49.99591667,323.14591667,0.0499904167
25140,6.98333333,49.99591667,323.14591667,0.0499904167
25200,7.00000000,49.99591667,323.14591667,0.0499904167
25260,7.01666667,49.99591667,323.14591667,0.0499904167
25320,7.03333333,49.99591667,323.14591667,0.0499904167
25380,7.05000000,49.99591667,323.14591667,0.0499904167
25440,7.06666667,49.99591667,323.14591667,0.0499904167
25500,7.08333333,49.99591667,323.14591667,0.0499904167
25560,7.10000000,49.99591667,323.14591667,0.0499904167
25620,7.11666667,49.99591667,323.14591667,0.0499904167
25680,7.13333333,49.99591667,323.14591667,0.0499904167
25740,7.15000000,49.99591667,323.14591667,0.0499904167
25800,7.16666667,49.99591667,323.14591667,0.0499904167
25860,7.18333333,49.99591667,323.14591667,0.0499904167
25920,7.20000000,49.99591667,323.14591667,0.0499904167
25980,7.21666667,49.99591667,323.14591667,0.0499904167
26040,7.23333333,49.99591667,323.14591667,0.0499904167
26100,7.25000000,49.99591667,323.14591667,0.0499904167
26160,7.26666667,49.99591667,323.14591667,0.0499904167
26220,7.28333333,49.99591667,323.14591667,0.0499904167
26280,7.30000000,49.99591667,323.14591667,0.0499904167
26340,7.31666667,49.99591667,323.14591667,0.0499904167
26400,7.33333333,49.99591667,323.14591667,0.0499904167
26460,7.35000000,49.99591667,323.14591667,0.0499904167
26520,7.36666667,49.99591667,323.14591667,0.0499904167
26580,7.38333333,49.99591667,323.14591667,0.0499904167
26640,7.40000000,49.99591667,323.14591667,0.0499904167
26700,7.41666667,49.99591667,323.14591667,0.0499904167
26760,7.43333333,49.99591667,323.14591667,0.0499904167
26820,7.45000000,49.99591667,323.14591667,0.0499904167
26880,7.46666667,49.99591667,323.14591667,0.0499904167
26940,7.48333333,49.99591667,323.14591667,0.0499904167
27000,7.50000000,49.99591667,323.14591667,0.0499904167
27060,7.51666667,49.99591667,323.14591667,0.0499904167
27120,7.53333333,49.99591667,323.14591667,0.0499904167
27180,7.55000000,49.99591667,323.14591667,0.0499904167
27240,7.56666667,49.99591667,323.14591667,0.0499904167
27300,7.58333333,49.99591667,323.14591667,0.0499904167
27360,7.60000000,49.99591667,323.14591667,0.0499904167
27420,7.61666667,49.99591667,323.14591667,0.0499904167
27480,7.63333333,49.99591667,323.14591667,0.0499904167
27540,7.65000000,49.99591667,323.14591667,0.0499904167
27600,7.66666667,49.99591667,323.14591667,0.0499904167
27660,7.68333333,49.99591667,323.14591667,0.0499904167
27720,7.70000000,49.99591667,323.14591667,0.0499904167
27780,7.71666667,49.99591667,323.14591667,0.0499904167
27840,7.73333333,49.99591667,323.14591667,0.0499904167
27900,7.75000000,49.99591667,323.14591667,0.0499904167
27960,7.76666667,49.99591667,323.14591667,0.0499904167
28020,7.78333333,49.99591667,323.14591667,0.0499904167
28080,7.80000000,49.99591667,323.14591667,0.0499904167
28140,7.81666667,49.99591667,323.14591667,0.0499904167
28200,7.83333333,49.99591667,323.14591667,0.0499904167
28260,7.85000000,49.99591667,323.14591667,0.0499904167
28320,7.86666667,49.99591667,323.14591667,0.0499904167
28380,7.88333333,49.99591667,323.14591667,0.0499904167
28440,7.90000000,49.99591667,323.14591667,0.0499904167
28500,7.91666667,49.99591667,323.14591667,0.0499904167
28560,7.93333333,49.99591667,323.14591667,0.0499904167
28620,7.95000000,49.99591667,323.14591667,0.0499904167
28680,7.96666667,49.99591667,323.14591667,0.0499904167
28740,7.98333333,49.99591667,323.14591667,0.0499904167
28800,8.00000000,49.99591667,323.14591667,0.0499904167
28860,8.01666667,49.99591667,323.14591667,0.0499904167
28920,8.03333333,49.99591667,323.14591667,0.0499904167
28980,8.05000000,49.99591667,323.14591667,0.0499904167
29040,8.06666667,49.99591667,323.14591667,0.0499904167
29100,8.08333333,49.99591667,323.14591667,0.0499904167
29160,8.10000000,49.99591667,323.14591667,0.0499904167
29220,8.11666667,49.99591667,323.14591667,0.0499904167
29280,8.13333333,49.99591667,323.14591667,0.0499904167
29340,8.15000000,49.99591667,323.14591667,0.0499904167
29400,8.16666667,49.99591667,323.14591667,0.0499904167
29460,8.18333333,49.99591667,323.14591667,0.0499904167
29520,8.20000000,49.99591667,323.14591667,0.0499904167
29580,8.21666667,49.99591667,323.14591667,0.0499904167
29640,8.23333333,49.99591667,323.14591667,0.0499904167
29700,8.25000000,49.99591667,323.14591667,0.0499904167
29760,8.26666667,49.99591667,323.14591667,0.0499904167
