time_s,time_h,temperature_20270912,moisture_20270912,temperature_20270913,moisture_20270913,temperature_20270914,moisture_20270914,temperature_20270915,moisture_20270915,temperature_20270916,moisture_20270916,temperature_20270917,moisture_20270917,temperature_20270918,moisture_20270918,temperature_20270919,moisture_20270919,temperature_20270920,moisture_20270920,temperature_20270921,moisture_20270921,temperature_20270922,moisture_20270922,temperature_20270923,moisture_20270923
15000.0000000000,4.1666666667,50.0420049283,0.0499342090,49.9956901910,0.0499310968,50.4713769570,0.0500894237,50.2103873700,0.0501616974,50.3446260449,0.0499698799,50.1016252137,0.0499820419,49.5503267827,0.0499158979,50.1739719235,0.0499728202,49.7817751137,0.0498474646,49.9389687089,0.0501062057,49.8827433087,0.0498731615,49.6374000111,0.0500135658
15060.0000000000,4.1833333333,49.9296170428,0.0499005969,49.7174132568,0.0502449297,49.8564681849,0.0500562375,50.2767869051,0.0501921512,50.0131707799,0.0497379670,50.0911592363,0.0498611289,49.8893172626,0.0501652643,49.9756272428,0.0503863310,50.1483293020,0.0499073905,49.8938619194,0.0496966064,50.1281767556,0.0500685495,49.7914173751,0.0499904682
15120.0000000000,4.2000000000,50.0607602426,0.0496865551,50.1041625225,0.0500715612,49.8597802260,0.0498368160,49.9047111877,0.0499875620,50.2249596944,0.0500802372,50.0612293962,0.0498247290,49.8257908587,0.0501632558,50.1073539964,0.0500030137,49.7160861413,0.0498752161,50.1054027738,0.0498768093,49.8838344644,0.0501172686,49.9531432631,0.0498848204
15180.0000000000,4.2166666667,50.0802097023,0.0499670987,49.9856959357,0.0501238752,50.1672769604,0.0496991433,49.9744590766,0.0501551130,50.1415756394,0.0500226733,49.8221731025,0.0498717860,50.0307051003,0.0500796733,49.9275839334,0.0500048285,49.6312827030,0.0499701792,49.9303447489,0.0497442611,49.9165612326,0.0502688983,50.1276494237,0.0501265248
15240.0000000000,4.2333333333,50.1486882317,0.0499547289,50.1289748704,0.0496616519,49.6147425838,0.0499016127,49.9885461322,0.0497421769,49.8682894536,0.0498942431,50.2316649152,0.0500480542,49.8737273720,0.0501305154,49.8696276383,0.0501186975,50.1503890975,0.0500989904,49.7616966535,0.0499472820,49.8280340850,0.0501901146,49.8653239158,0.0502461753
15300.0000000000,4.2500000000,49.9940175765,0.0499213718,49.9385839836,0.0497259198,50.0877960685,0.0502370147,49.9769052153,0.0499777853,50.0914420573,0.0499876594,50.1074047743,0.0499856142,49.8903003504,0.0501328732,49.7851620965,0.0499306077,49.8039158265,0.0497448248,50.0832990429,0.0501842945,49.8935584673,0.0501463335,50.2236797135,0.0497101945
15360.0000000000,4.2666666667,50.1463341234,0.0499605301,49.7587591337,0.0500263506,50.2080166915,0.0499612526,49.8581215683,0.0499800604,49.8664962135,0.0498320141,50.0875571037,0.0500016268,50.1718659601,0.0500828573,50.1954459377,0.0501441770,50.2098487904,0.0501196070,50.2319469767,0.0500900262,49.7519378470,0.0495780190,50.1420882280,0.0497907774
15420.0000000000,4.2833333333,49.8931937768,0.0500594768,49.7982959751,0.0500333000,49.7435609185,0.0500762591,49.7704729377,0.0498878022,49.9387540952,0.0499243253,50.1174607131,0.0499694767,50.1153397813,0.0498870922,50.2290619098,0.0500201637,49.9767696526,0.0500237385,50.1531721231,0.0502245784,50.0663541131,0.0499246392,49.8684406113,0.0495852550
15480.0000000000,4.3000000000,49.9392846508,0.0501094172,50.2936779157,0.0499901577,49.7319147859,0.0497698742,49.8429005144,0.0501067938,50.0210633332,0.0501912370,50.2703194964,0.0496649026,49.8319391086,0.0500141713,50.0646106843,0.0499763111,50.3974551928,0.0495235512,49.9665573777,0.0501492534,49.7456540768,0.0498181034,50.0843524385,0.0499020235
15540.0000000000,4.3166666667,50.1836816027,0.0499194322,50.3734345121,0.0500319175,50.2372730293,0.0501105011,50.4583903365,0.0499615138,49.8734877735,0.0499968194,50.1304537761,0.0499902186,49.6152887922,0.0503224817,49.8381366642,0.0500713722,50.0502548029,0.0501968240,49.9208952987,0.0501770817,50.4544667766,0.0500583038,49.7786505763,0.0503281137
15600.0000000000,4.3333333333,50.1080798812,0.0498546108,50.0763379019,0.0501034576,50.0998316974,0.0501356080,50.2019324926,0.0499261664,50.1941186469,0.0497900238,50.1818853213,0.0497681134,49.8207991440,0.0501809227,50.0536473756,0.0497358829,50.0839257267,0.0501662442,49.9880445839,0.0498618637,49.6352433795,0.0499138623,49.9873895542,0.0499878063
15660.0000000000,4.3500000000,49.8662849520,0.0502624844,49.8957324012,0.0502222720,50.2208757605,0.0500277156,49.9577814091,0.0499524592,49.8388153474,0.0498103010,49.9544012577,0.0498347864,50.0271443368,0.0499293330,50.1480403178,0.0500114223,50.1983879383,0.0501581171,50.0368674765,0.0502250468,50.0781810528,0.0501133234,50.2279446908,0.0500790095
15720.0000000000,4.3666666667,50.0132974125,0.0499712843,50.1102821552,0.0502845313,49.9574243640,0.0499823885,50.0201674893,0.0499898871,49.9839765284,0.0501868779,49.8886594462,0.0498249276,50.1189356479,0.0501044800,50.0972475404,0.0497083878,49.8789121397,0.0501018478,50.1557234939,0.0501283854,49.9042710770,0.0501036714,50.1360590269,0.0497866937
15780.0000000000,4.3833333333,50.0935282098,0.0501797543,49.7270311335,0.0500972838,49.9336437293,0.0503328867,50.1555345023,0.0499911443,50.2135929831,0.0499137838,49.9001990202,0.0500724520,49.7746902799,0.0498356809,50.1956854093,0.0497586003,49.8365621898,0.0499153850,50.2206110395,0.0499547301,50.2076115701,0.0497652380,49.7679452696,0.0500314872
15840.0000000000,4.4000000000,49.8350555070,0.0500246609,49.8233628630,0.0499192278,50.0146506782,0.0498791863,50.0692951956,0.0503086667,49.7753538771,0.0502006893,50.2246300668,0.0497227181,49.7983517942,0.0499584988,50.0761932631,0.0497816855,49.8529694615,0.0502779658,49.8911772997,0.0500302137,49.8988432686,0.0501166533,50.0900276109,0.0500497504
15900.0000000000,4.4166666667,50.1708516384,0.0497877199,49.8541251224,0.0501288088,50.0091372536,0.0500711809,49.8776073257,0.0501505546,50.0169261748,0.0498361145,49.7900314205,0.0501089951,49.8363066792,0.0498729634,49.8877678591,0.0499591919,49.9769308360,0.0501137881,49.8332434246,0.0502409448,49.7828762688,0.0500424647,49.8993589414,0.0500410943
15960.0000000000,4.4333333333,49.8355121696,0.0502678457,49.8821269254,0.0500488297,49.7708077276,0.0500653007,49.8736316628,0.0500102534,49.8533433468,0.0498400773,49.9417683634,0.0501681528,49.5501904158,0.0501174891,49.9197883474,0.0498990595,49.7449343603,0.0499646492,50.0941565918,0.0497348276,49.9061732150,0.0500078276,49.9202618330,0.0501218175
16020.0000000000,4.4500000000,49.9276508511,0.0499903767,50.1789603161,0.0501042784,50.2499633777,0.0499786827,49.9410963885,0.0497791450,50.0502464065,0.0502214905,49.7400939137,0.0501187529,50.1817236865,0.0499171173,49.9219094157,0.0501861831,49.8120408617,0.0499082754,50.4034391292,0.0499637036,50.0181550320,0.0500271986,49.6692489505,0.0500759871
16080.0000000000,4.4666666667,50.1001126806,0.0499983741,50.1109775097,0.0501164130,50.0911239026,0.0500534326,49.9871286551,0.0496250989,49.9993252155,0.0500970300,49.7756283257,0.0501443146,50.4100960893,0.0499363729,50.0599435067,0.0502285521,49.7592284006,0.0499484021,49.8748796075,0.0498417261,50.0177343743,0.0497316113,49.9917614884,0.0502491257
16140.0000000000,4.4833333333,49.9254999960,0.0499228493,50.0387817321,0.0501062344,50.0822700943,0.0499117371,49.8732071980,0.0499349159,49.9968499426,0.0500627801,50.1118154838,0.0501160984,49.8690707395,0.0499953811,49.8354181908,0.0500109963,50.3520162465,0.0499410817,50.1920677436,0.0498682228,49.7952078081,0.0497526403,50.1655494423,0.0500988547
16200.0000000000,4.5000000000,49.9692843519,0.0497417809,49.8602398758,0.0499977518,49.7883448212,0.0503756216,50.0279174599,0.0500668009,49.4585981261,0.0497006289,50.1478070565,0.0501502642,50.0991456544,0.0499917792,49.6119720487,0.0500875634,50.1117045177,0.0501378330,49.9767547503,0.0499397474,50.0538048351,0.0500846023,50.2633908610,0.0501595686
16260.0000000000,4.5166666667,49.7110225379,0.0499316641,50.0802503873,0.0500871256,50.0297357776,0.0501957794,49.8779058678,0.0499488553,49.7331644543,0.0500021769,50.4505771899,0.0500534736,50.0667520615,0.0500341500,49.9036028683,0.0496869397,50.0767261632,0.0499071391,49.9111625553,0.0501577034,49.9091818617,0.0500385966,50.1474981826,0.0499968091
16320.0000000000,4.5333333333,49.9456201259,0.0501615586,49.7650410491,0.0499078037,50.0384608601,0.0500062617,49.9277700803,0.0497711073,49.9610636541,0.0498693321,49.9450263032,0.0502055257,50.0449522636,0.0502932813,49.8858490709,0.0501735690,50.1884006854,0.0497071881,50.0963001153,0.0500665783,50.2186498623,0.0499498750,50.0579333219,0.0502160967
16380.0000000000,4.5500000000,50.2237283305,0.0502634383,50.1170522384,0.0499313971,50.0203175747,0.0498946354,50.0921564029,0.0499767336,49.8601553159,0.0501320908,49.8430986567,0.0502539510,50.2587956354,0.0499128954,50.0500063141,0.0498381364,50.2974131361,0.0497876729,50.2323733212,0.0500218312,49.9835903065,0.0500265289,49.9928798429,0.0499698748
16440.0000000000,4.5666666667,49.9910637629,0.0503257608,49.6842836309,0.0499525487,50.0975715326,0.0499638132,49.8028383956,0.0499291728,49.8570418379,0.0498125792,49.7368674437,0.0501623898,50.0458576057,0.0499574255,50.3018123912,0.0499318937,50.0894582362,0.0503733495,49.9008871884,0.0503115606,49.6805399660,0.0500451282,50.2767825579,0.0499968050
16500.0000000000,4.5833333333,49.8973592154,0.0499314390,50.0708357561,0.0496315059,50.1139478162,0.0502817770,49.9577144746,0.0500176202,49.8179170796,0.0497751144,50.0388044055,0.0500066449,49.7891148159,0.0497723195,49.8171007936,0.0500866649,49.9504196513,0.0499414469,49.9240720701,0.0499042342,50.0754380025,0.0500446992,49.8145469619,0.0497938960
16560.0000000000,4.6000000000,49.7866143076,0.0498992505,50.2192810301,0.0500842456,49.9315569312,0.0500519054,50.0323955461,0.0497304811,50.0504629292,0.0500685595,49.9776879122,0.0498249184,50.1472245271,0.0495757192,49.9714005412,0.0498391253,49.8470048143,0.0501098494,50.0943474029,0.0497918643,50.2515047040,0.0499896625,50.1244842761,0.0497526538
16620.0000000000,4.6166666667,49.8224634421,0.0501183730,50.2578173835,0.0499938816,50.0147886223,0.0499661330,50.1832585971,0.0501499873,49.9307425120,0.0499377594,49.7045181946,0.0501405858,49.9591756663,0.0500282109,50.2169372664,0.0499596910,50.2855752403,0.0501320074,50.0256600502,0.0497643379,50.0043110299,0.0498508307,49.8224112630,0.0500527204
16680.0000000000,4.6333333333,49.7678316214,0.0502045795,50.1754855388,0.0503882486,50.1055692330,0.0499389306,50.1460536565,0.0499389637,50.3038126480,0.0500899770,50.0365173490,0.0496309485,49.8892089520,0.0498708604,49.5886191619,0.0500735237,50.2235524906,0.0499635724,50.2588529082,0.0500274852,49.9112948990,0.0501542634,49.9243173083,0.0503141280
16740.0000000000,4.6500000000,49.6946294832,0.0500366434,50.0847693587,0.0500426355,49.8085628536,0.0499189782,49.7927934578,0.0498716221,50.0466065127,0.0501864894,50.1354331306,0.0501571586,49.8840194481,0.0498827056,49.7538129338,0.0499047503,50.1199609102,0.0498700658,49.9513581611,0.0503122098,49.4710754122,0.0502185659,50.0157223159,0.0498366266
16800.0000000000,4.6666666667,50.2415260083,0.0500759161,49.9606303786,0.0499759898,49.9630054482,0.0500637175,50.1912621517,0.0499528826,49.9705095339,0.0497580502,50.0981984620,0.0496777705,50.1818203229,0.0501063506,50.3444548540,0.0499170163,50.0189900296,0.0500483127,49.6894102560,0.0498285027,50.0126890276,0.0502608070,50.0651521678,0.0501404573
16860.0000000000,4.6833333333,49.9531844919,0.0499485688,50.4165071722,0.0497535889,50.0786291811,0.0494486240,49.8662141822,0.0502243558,49.8081682268,0.0500403127,49.8132981141,0.0497271086,49.8448935467,0.0500704196,50.2028967559,0.0497480140,50.0948670997,0.0498571722,50.0158011317,0.0497079961,49.8827881938,0.0497573743,49.7890119089,0.0501631249
16920.0000000000,4.7000000000,49.9036819208,0.0499752047,49.9015573891,0.0499434453,50.0364339892,0.0500433088,49.8157949147,0.0502637110,49.7977269276,0.0500417452,50.1399226781,0.0502115566,50.0669998100,0.0499610426,50.1249275748,0.0500090381,50.1016993852,0.0501336066,50.2494897686,0.0499813304,50.2025551469,0.0498923222,49.9373550402,0.0497831284
16980.0000000000,4.7166666667,50.4373125564,0.0495305893,50.1005189686,0.0501063435,49.9168415434,0.0500819555,49.7391951172,0.0501045210,49.4837156290,0.0504295714,49.8587235640,0.0501877095,49.9474703447,0.0498687511,49.8753587254,0.0503786059,49.9307683262,0.0498578412,49.8818128013,0.0502378499,49.9667235818,0.0498198083,50.1644296759,0.0501976164
17040.0000000000,4.7333333333,50.2566088762,0.0501674623,49.8426539024,0.0501849450,50.1522492202,0.0497970998,50.0365424941,0.0495542658,49.8594462603,0.0499284926,49.6844804229,0.0500599031,50.1808230605,0.0502018383,49.8691296741,0.0500114493,49.6163745965,0.0501543349,50.2002435886,0.0498528956,50.3257973610,0.0495030913,50.2034799150,0.0501542885
17100.0000000000,4.7500000000,49.9131800645,0.0501875167,49.6549633492,0.0500550085,49.8550526200,0.0498694456,50.1921342408,0.0500082545,49.9174254488,0.0502352844,49.9636372260,0.0499170063,49.9987752364,0.0499929275,49.8595282773,0.0502847393,50.2002330583,0.0500190387,50.1672945384,0.0499243810,50.5485565967,0.0496496301,49.8650903589,0.0498198082
17160.0000000000,4.7666666667,50.0546978612,0.0502054894,50.1555340650,0.0500634686,50.0365441093,0.0503740913,50.0701140839,0.0499924210,50.1172848070,0.0499018878,50.3014256024,0.0501453785,49.8906442864,0.0500097172,49.9631999419,0.0499547111,49.8074085913,0.0498949229,49.6664712242,0.0501143685,50.0964670106,0.0498167587,49.9973444852,0.0496499294
17220.0000000000,4.7833333333,49.8503449976,0.0503694801,50.0588273814,0.0499728482,50.1405170494,0.0498656124,49.9646055453,0.0501590869,50.0498147942,0.0498751819,49.9941067068,0.0498632931,49.9183081618,0.0500400710,50.1072838893,0.0498625561,50.1034427121,0.0500658934,50.0206205170,0.0502307447,49.9352916682,0.0501617161,50.0598857919,0.0498445822
17280.0000000000,4.8000000000,50.1015290682,0.0499624231,50.0008664664,0.0500259198,49.9877281129,0.0500371624,50.0761080189,0.0497671569,50.2193710345,0.0497162769,49.9148331908,0.0497883939,50.1347144722,0.0499084227,49.8085317616,0.0499084578,49.9946101099,0.0500337382,50.1680343915,0.0502527994,49.9275086159,0.0499583955,50.2788766377,0.0500208108
17340.0000000000,4.8166666667,50.0200933895,0.0497942548,49.8752093973,0.0496016206,50.0828474929,0.0498020385,50.1838166219,0.0502272494,49.8158432368,0.0501363085,49.8678620976,0.0499563174,50.0085163534,0.0499526805,50.0148642950,0.0499336720,50.2653091000,0.0497308142,50.0546236505,0.0501756701,49.9879136374,0.0500670319,50.0550493204,0.0501235456
17400.0000000000,4.8333333333,49.8163129862,0.0500084367,49.5381371110,0.0502756385,49.8799034955,0.0500908704,50.2450964077,0.0500316567,50.1805228831,0.0500174879,50.0093867869,0.0498582771,50.1296818355,0.0496352128,50.1511236356,0.0497110189,50.0977545850,0.0501614318,50.0136152854,0.0498084514,49.8075996680,0.0499566842,50.0463815509,0.0497752967
17460.0000000000,4.8500000000,49.8844787084,0.0500367052,50.0516683388,0.0497270787,49.9462174012,0.0500075165,49.9623286410,0.0498151577,49.9875566652,0.0501480889,50.2385345784,0.0498756425,50.2369429697,0.0500060185,49.9511575681,0.0499809825,50.2121080839,0.0501752477,49.9828144733,0.0500105330,49.6539196328,0.0502699818,49.9815627889,0.0499496492
17520.0000000000,4.8666666667,50.3388292055,0.0499462237,50.0751597201,0.0497278818,50.1069457111,0.0500234017,49.8346995439,0.0501814509,49.8615933487,0.0499551551,49.7477208744,0.0504124385,49.7597985433,0.0501263301,49.8067862090,0.0500800151,50.1693314884,0.0500537918,49.8802799918,0.0501566887,50.1521074792,0.0500940528,49.8833550297,0.0500279490
17580.0000000000,4.8833333333,49.7268485910,0.0497437490,49.9260015011,0.0499207711,50.3358955364,0.0496640322,49.6799336114,0.0497791373,50.2541189460,0.0500013767,50.1773926426,0.0498781328,50.3781865970,0.0502095679,49.9573105122,0.0496819221,49.9425396653,0.0501392876,49.8620225549,0.0501651520,49.7888749297,0.0497701704,49.9761838942,0.0497953499
17640.0000000000,4.9000000000,49.6028936854,0.0499129819,49.9696484136,0.0502036853,50.0078645818,0.0497765444,50.2789157947,0.0499467013,49.7660112379,0.0500198586,50.0435602966,0.0497521934,50.1662281182,0.0496861185,50.2678671590,0.0499070081,50.2109847795,0.0500889065,49.9655314549,0.0500035832,50.0790618949,0.0498379702,50.1245583798,0.0499878898
17700.0000000000,4.9166666667,50.1139045595,0.0499026125,50.0023826833,0.0502355136,50.2470020497,0.0499854613,49.9567722587,0.0502706407,49.7300604110,0.0498498880,50.1701343080,0.0502497590,49.8487500633,0.0505879572,49.9746192904,0.0495639112,49.9429216544,0.0498545314,50.1780482559,0.0500955840,50.0683675428,0.0498343955,50.1096171363,0.0501653759
17760.0000000000,4.9333333333,49.9995829437,0.0501134091,49.7512277044,0.0499774572,49.6159260062,0.0500692221,50.2697773974,0.0498002884,49.8818832358,0.0498251724,50.1076348382,0.0499041957,49.7631827945,0.0499166464,50.2610066302,0.0497993147,49.8136478584,0.0500435605,49.9783663152,0.0501262260,49.9069851952,0.0499257217,50.2502281697,0.0502559052
17820.0000000000,4.9500000000,49.7674962476,0.0501854194,50.0914217958,0.0498785294,49.7725226081,0.0503586079,49.7605163684,0.0499802920,50.0041059794,0.0498367300,50.0870302270,0.0501040631,49.7302065055,0.0497076483,49.8760336062,0.0501108356,50.0703984109,0.0503317504,49.9520039481,0.0502338181,50.0100883026,0.0500741905,50.0179939133,0.0500323062
17880.0000000000,4.9666666667,50.1273781677,0.0501074741,49.6766469068,0.0498021462,49.8657715167,0.0500718242,49.7838051998,0.0499244713,50.1633187557,0.0496881233,50.0560063695,0.0499095165,49.8684146723,0.0499601571,50.1838762151,0.0498352949,49.9706912636,0.0501619313,50.0988195635,0.0502532510,50.1131503851,0.0499248388,49.9599090156,0.0501361372
17940.0000000000,4.9833333333,50.1684914959,0.0501742560,50.1233763002,0.0500984928,49.9092797392,0.0501607965,50.2683791297,0.0499667562,50.1175062524,0.0499787937,49.8071759479,0.0499287483,50.0447127440,0.0498500810,49.9124249596,0.0498653958,50.1935563559,0.0500961302,49.8711037989,0.0500829779,50.1373719687,0.0499044690,49.9108654314,0.0497640554
18000.0000000000,5.0000000000,49.6796729169,0.0499925855,49.9529294460,0.0499431438,50.0261527382,0.0498882807,49.7910404583,0.0499400747,49.6529787839,0.0497665934,50.1179222301,0.0501836303,50.0617822860,0.0499738956,50.0604862418,0.0499514035,49.6681079163,0.0504002014,50.1641205714,0.0499512409,49.7292838879,0.0500667160,49.9332331217,0.0502293006
18060.0000000000,5.0166666667,50.1323530252,0.0500301747,50.3658521132,0.0500137702,50.0462211735,0.0500648722,50.2281939342,0.0500742264,49.7852186190,0.0503049492,49.7924779793,0.0502389415,50.2034911370,0.0497852026,50.1649806388,0.0501082344,49.9614504018,0.0502351234,50.0133974648,0.0499679921,50.2059059406,0.0497454047,49.9537006132,0.0497725189
18120.0000000000,5.0333333333,49.9740118287,0.0498145949,49.9379565090,0.0499552135,50.1209400406,0.0495345671,50.3087224424,0.0499123567,49.9406515465,0.0503006906,49.7321499525,0.0497199894,50.0887005293,0.0499679666,50.1018411635,0.0498538641,50.2002251902,0.0502089410,49.9086380441,0.0500906937,49.7282658527,0.0498457775,49.8268129017,0.0497385796
18180.0000000000,5.0500000000,50.5577880495,0.0500164215,49.9182645532,0.0500366283,50.0446508398,0.0498520466,50.0294201227,0.0498394237,50.0046947647,0.0501091718,50.0480542021,0.0499712309,50.1984829971,0.0501724801,50.0377895517,0.0499949571,50.0165323882,0.0502327936,49.9006791587,0.0500915094,50.0496242257,0.0503275247,50.4473986445,0.0500146013
18240.0000000000,5.0666666667,50.1423234669,0.0500096430,50.2545068678,0.0499212848,50.0390603813,0.0502836158,49.8897314336,0.0500003370,50.0134143433,0.0500807128,49.8519802861,0.0499721848,50.0531473224,0.0498645762,50.0855092994,0.0500185124,49.8461579810,0.0499589393,50.3005519156,0.0502269569,50.0207363130,0.0497791458,49.6982851731,0.0497189710
18300.0000000000,5.0833333333,49.5898973752,0.0499221422,50.3931874166,0.0499527237,49.8302204490,0.0501345268,49.9969753437,0.0501633433,49.9804805961,0.0504192319,49.8533404816,0.0499628351,50.0829992104,0.0501118081,49.9853583971,0.0498343202,50.0556846841,0.0499824773,49.7201464750,0.0500261201,49.8574881084,0.0496874719,50.0329217696,0.0500399149
18360.0000000000,5.1000000000,49.9074976250,0.0501735848,49.9844934416,0.0498450949,50.1956685158,0.0499294033,50.2414601152,0.0497200201,50.1557367183,0.0498612483,50.0334508144,0.0496136004,49.6549543132,0.0498412814,50.1026363687,0.0502686508,50.0802614072,0.0501183127,50.2296803329,0.0501549011,49.9796496950,0.0499364198,50.1804027219,0.0500815637
18420.0000000000,5.1166666667,50.0677173460,0.0498886905,49.9031871924,0.0497737196,49.9110692609,0.0496277519,49.9054920973,0.0501189856,49.9044690036,0.0499587230,49.9915738403,0.0501022185,50.0620897425,0.0499905202,49.9070000419,0.0501068699,50.0993295822,0.0502312550,50.0245650242,0.0500081741,50.3289231605,0.0500232021,49.6107145303,0.0500876602
18480.0000000000,5.1333333333,49.7621956643,0.0500786014,50.0222269584,0.0501888833,49.9256640910,0.0501769887,50.1916738602,0.0497590146,49.9423975514,0.0502783534,49.9725155227,0.0498563364,50.2235462801,0.0503702963,49.9557614457,0.0500417640,50.0645791372,0.0500444110,50.5324860201,0.0499635933,49.8911037927,0.0498683169,49.9010530865,0.0499430715
18540.0000000000,5.1500000000,49.8506311142,0.0497909985,50.0384126659,0.0500752959,50.4954900368,0.0497079023,49.8525621780,0.0498438768,50.0378120343,0.0500268482,50.1103547689,0.0500438969,50.0929250981,0.0501320261,50.0540292073,0.0500098641,49.9133134960,0.0501767590,50.0275747731,0.0502572460,50.0531458314,0.0501347867,50.0906456457,0.0498731700
18600.0000000000,5.1666666667,49.8148354254,0.0499550167,50.0191373414,0.0498901796,49.8638178537,0.0498864070,49.8522278777,0.0501256886,49.9422389548,0.0500998098,50.0505275267,0.0500284133,50.0658513840,0.0496431723,50.1355814788,0.0500417958,49.7694187970,0.0499428156,50.0846530278,0.0498289256,50.0131934473,0.0497147485,50.2256307660,0.0499604654
18660.0000000000,5.1833333333,50.0957910764,0.0501370700,49.9046446121,0.0501439543,50.1024490795,0.0497406837,49.9151617429,0.0500522711,50.1546739878,0.0498429519,50.0620235568,0.0499562249,50.2810026774,0.0501908972,50.0962798394,0.0496667342,50.0060944553,0.0499310110,49.9447880626,0.0498443720,50.3406118553,0.0496834262,49.8784229846,0.0500321654
18720.0000000000,5.2000000000,49.8780253341,0.0500701736,50.1007015975,0.0501254188,49.8209247522,0.0500316005,49.7322996099,0.0501608174,50.0451958946,0.0500362796,50.0364619910,0.0497209615,49.8770024379,0.0499885381,49.9734748996,0.0499426790,50.0361023831,0.0498434936,50.1674250177,0.0500838642,50.2300521021,0.0501431083,50.0407880932,0.0501397043
18780.0000000000,5.2166666667,50.2022305301,0.0499663096,49.6332015382,0.0501111155,50.0321656044,0.0496601013,50.1650324180,0.0496742956,50.2112231477,0.0501623223,49.8986178354,0.0500546399,49.7663285128,0.0499523526,50.2015767210,0.0500718934,50.1280140641,0.0501812253,50.1367707029,0.0501847993,49.7906560565,0.0499662251,49.8091505753,0.0498382440
