time_s,time_h,model_radius_cm,oven_temperature_C,oven_temperature_K,oven_moisture_kg_kg,segment_start_s,segment_end_s,segment_start_radius_cm,segment_end_radius_cm,segment_slope_cm_s,data_type
15300,4.250000,1.4620000000,49.9959166667,323.1459166667,0.049990416667,14400,16200,1.4770000000,1.4470000000,-1.6666666666667e-05,分段线性插值
15360,4.266667,1.4610000000,49.9959166667,323.1459166667,0.049990416667,14400,16200,1.4770000000,1.4470000000,-1.6666666666667e-05,分段线性插值
15420,4.283333,1.4600000000,49.9959166667,323.1459166667,0.049990416667,14400,16200,1.4770000000,1.4470000000,-1.6666666666667e-05,分段线性插值
15480,4.300000,1.4590000000,49.9959166667,323.1459166667,0.049990416667,14400,16200,1.4770000000,1.4470000000,-1.6666666666667e-05,分段线性插值
15540,4.316667,1.4580000000,49.9959166667,323.1459166667,0.049990416667,14400,16200,1.4770000000,1.4470000000,-1.6666666666667e-05,分段线性插值
15600,4.333333,1.4570000000,49.9959166667,323.1459166667,0.049990416667,14400,16200,1.4770000000,1.4470000000,-1.6666666666667e-05,分段线性插值
15660,4.350000,1.4560000000,49.9959166667,323.1459166667,0.049990416667,14400,16200,1.4770000000,1.4470000000,-1.6666666666667e-05,分段线性插值
15720,4.366667,1.4550000000,49.9959166667,323.1459166667,0.049990416667,14400,16200,1.4770000000,1.4470000000,-1.6666666666667e-05,分段线性插值
15780,4.383333,1.4540000000,49.9959166667,323.1459166667,0.049990416667,14400,16200,1.4770000000,1.4470000000,-1.6666666666667e-05,分段线性插值
15840,4.400000,1.4530000000,49.9959166667,323.1459166667,0.049990416667,14400,16200,1.4770000000,1.4470000000,-1.6666666666667e-05,分段线性插值
15900,4.416667,1.4520000000,49.9959166667,323.1459166667,0.049990416667,14400,16200,1.4770000000,1.4470000000,-1.6666666666667e-05,分段线性插值
15960,4.433333,1.4510000000,49.9959166667,323.1459166667,0.049990416667,14400,16200,1.4770000000,1.4470000000,-1.6666666666667e-05,分段线性插值
16020,4.450000,1.4500000000,49.9959166667,323.1459166667,0.049990416667,14400,16200,1.4770000000,1.4470000000,-1.6666666666667e-05,分段线性插值
16080,4.466667,1.4490000000,49.9959166667,323.1459166667,0.049990416667,14400,16200,1.4770000000,1.4470000000,-1.6666666666667e-05,分段线性插值
16140,4.483333,1.4480000000,49.9959166667,323.1459166667,0.049990416667,14400,16200,1.4770000000,1.4470000000,-1.6666666666667e-05,分段线性插值
16200,4.500000,1.4470000000,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,附件2节点
16260,4.516667,1.4462333333,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
16320,4.533333,1.4454666667,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
16380,4.550000,1.4447000000,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
16440,4.566667,1.4439333333,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
16500,4.583333,1.4431666667,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
16560,4.600000,1.4424000000,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
16620,4.616667,1.4416333333,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
16680,4.633333,1.4408666667,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
16740,4.650000,1.4401000000,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
16800,4.666667,1.4393333333,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
16860,4.683333,1.4385666667,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
16920,4.700000,1.4378000000,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
16980,4.716667,1.4370333333,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
17040,4.733333,1.4362666667,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
17100,4.750000,1.4355000000,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
17160,4.766667,1.4347333333,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
17220,4.783333,1.4339666667,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
17280,4.800000,1.4332000000,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
17340,4.816667,1.4324333333,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
17400,4.833333,1.4316666667,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
17460,4.850000,1.4309000000,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
17520,4.866667,1.4301333333,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
17580,4.883333,1.4293666667,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
17640,4.900000,1.4286000000,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
17700,4.916667,1.4278333333,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
17760,4.933333,1.4270666667,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
17820,4.950000,1.4263000000,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
17880,4.966667,1.4255333333,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
17940,4.983333,1.4247666667,49.9959166667,323.1459166667,0.049990416667,16200,18000,1.4470000000,1.4240000000,-1.2777777777778e-05,分段线性插值
18000,5.000000,1.4240000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,附件2节点
18060,5.016667,1.4231000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
18120,5.033333,1.4222000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
18180,5.050000,1.4213000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
18240,5.066667,1.4204000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
18300,5.083333,1.4195000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
18360,5.100000,1.4186000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
18420,5.116667,1.4177000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
18480,5.133333,1.4168000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
18540,5.150000,1.4159000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
18600,5.166667,1.4150000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
18660,5.183333,1.4141000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
18720,5.200000,1.4132000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
18780,5.216667,1.4123000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
18840,5.233333,1.4114000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
18900,5.250000,1.4105000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
18960,5.266667,1.4096000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
19020,5.283333,1.4087000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
19080,5.300000,1.4078000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
19140,5.316667,1.4069000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
19200,5.333333,1.4060000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
19260,5.350000,1.4051000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
19320,5.366667,1.4042000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
19380,5.383333,1.4033000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
19440,5.400000,1.4024000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
19500,5.416667,1.4015000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
19560,5.433333,1.4006000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
19620,5.450000,1.3997000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
19680,5.466667,1.3988000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
19740,5.483333,1.3979000000,49.9959166667,323.1459166667,0.049990416667,18000,19800,1.4240000000,1.3970000000,-1.5e-05,分段线性插值
19800,5.500000,1.3970000000,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,附件2节点
19860,5.516667,1.3962333333,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
19920,5.533333,1.3954666667,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
19980,5.550000,1.3947000000,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
20040,5.566667,1.3939333333,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
20100,5.583333,1.3931666667,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
20160,5.600000,1.3924000000,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
20220,5.616667,1.3916333333,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
20280,5.633333,1.3908666667,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
20340,5.650000,1.3901000000,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
20400,5.666667,1.3893333333,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
20460,5.683333,1.3885666667,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
20520,5.700000,1.3878000000,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
20580,5.716667,1.3870333333,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
20640,5.733333,1.3862666667,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
20700,5.750000,1.3855000000,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
20760,5.766667,1.3847333333,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
20820,5.783333,1.3839666667,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
20880,5.800000,1.3832000000,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
20940,5.816667,1.3824333333,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
21000,5.833333,1.3816666667,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
21060,5.850000,1.3809000000,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
21120,5.866667,1.3801333333,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
21180,5.883333,1.3793666667,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
21240,5.900000,1.3786000000,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
21300,5.916667,1.3778333333,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
21360,5.933333,1.3770666667,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
21420,5.950000,1.3763000000,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
21480,5.966667,1.3755333333,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
21540,5.983333,1.3747666667,49.9959166667,323.1459166667,0.049990416667,19800,21600,1.3970000000,1.3740000000,-1.2777777777778e-05,分段线性插值
21600,6.000000,1.3740000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,附件2节点
21660,6.016667,1.3734000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
21720,6.033333,1.3728000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
21780,6.050000,1.3722000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
21840,6.066667,1.3716000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
21900,6.083333,1.3710000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
21960,6.100000,1.3704000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
22020,6.116667,1.3698000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
22080,6.133333,1.3692000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
22140,6.150000,1.3686000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
22200,6.166667,1.3680000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
22260,6.183333,1.3674000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
22320,6.200000,1.3668000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
22380,6.216667,1.3662000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
22440,6.233333,1.3656000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
22500,6.250000,1.3650000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
22560,6.266667,1.3644000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
22620,6.283333,1.3638000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
22680,6.300000,1.3632000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
22740,6.316667,1.3626000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
22800,6.333333,1.3620000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
22860,6.350000,1.3614000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
22920,6.366667,1.3608000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
22980,6.383333,1.3602000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
23040,6.400000,1.3596000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
23100,6.416667,1.3590000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
23160,6.433333,1.3584000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
23220,6.450000,1.3578000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
23280,6.466667,1.3572000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
23340,6.483333,1.3566000000,49.9959166667,323.1459166667,0.049990416667,21600,23400,1.3740000000,1.3560000000,-1e-05,分段线性插值
23400,6.500000,1.3560000000,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,附件2节点
23460,6.516667,1.3553666667,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
23520,6.533333,1.3547333333,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
23580,6.550000,1.3541000000,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
23640,6.566667,1.3534666667,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
23700,6.583333,1.3528333333,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
23760,6.600000,1.3522000000,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
23820,6.616667,1.3515666667,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
23880,6.633333,1.3509333333,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
23940,6.650000,1.3503000000,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
24000,6.666667,1.3496666667,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
24060,6.683333,1.3490333333,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
24120,6.700000,1.3484000000,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
24180,6.716667,1.3477666667,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
24240,6.733333,1.3471333333,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
24300,6.750000,1.3465000000,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
24360,6.766667,1.3458666667,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
24420,6.783333,1.3452333333,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
24480,6.800000,1.3446000000,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
24540,6.816667,1.3439666667,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
24600,6.833333,1.3433333333,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
24660,6.850000,1.3427000000,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
24720,6.866667,1.3420666667,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
24780,6.883333,1.3414333333,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
24840,6.900000,1.3408000000,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
24900,6.916667,1.3401666667,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
24960,6.933333,1.3395333333,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
25020,6.950000,1.3389000000,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
25080,6.966667,1.3382666667,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
25140,6.983333,1.3376333333,49.9959166667,323.1459166667,0.049990416667,23400,25200,1.3560000000,1.3370000000,-1.0555555555556e-05,分段线性插值
25200,7.000000,1.3370000000,49.9959166667,323.1459166667,0.049990416667,25200,27000,1.3370000000,1.3210000000,-8.8888888888889e-06,附件2节点
25260,7.016667,1.3364666667,49.9959166667,323.1459166667,0.049990416667,25200,27000,1.3370000000,1.3210000000,-8.8888888888889e-06,分段线性插值
25320,7.033333,1.3359333333,49.9959166667,323.1459166667,0.049990416667,25200,27000,1.3370000000,1.3210000000,-8.8888888888889e-06,分段线性插值
25380,7.050000,1.3354000000,49.9959166667,323.1459166667,0.049990416667,25200,27000,1.3370000000,1.3210000000,-8.8888888888889e-06,分段线性插值
25440,7.066667,1.3348666667,49.9959166667,323.1459166667,0.049990416667,25200,27000,1.3370000000,1.3210000000,-8.8888888888889e-06,分段线性插值
25500,7.083333,1.3343333333,49.9959166667,323.1459166667,0.049990416667,25200,27000,1.3370000000,1.3210000000,-8.8888888888889e-06,分段线性插值
25560,7.100000,1.3338000000,49.9959166667,323.1459166667,0.049990416667,25200,27000,1.3370000000,1.3210000000,-8.8888888888889e-06,分段线性插值
25620,7.116667,1.3332666667,49.9959166667,323.1459166667,0.049990416667,25200,27000,1.3370000000,1.3210000000,-8.8888888888889e-06,分段线性插值
