time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
660,28.3609,28.3638,28.3724,28.3867,28.4071,28.4336,28.4667,28.5067,28.5540,28.6091,28.6727,28.7452,28.8276,28.9204,29.0248,29.1416,29.2721,29.4176,29.5798,29.7605,29.9623
720,28.4664,28.4697,28.4794,28.4957,28.5188,28.5489,28.5863,28.6314,28.6846,28.7465,28.8177,28.8988,28.9905,29.0937,29.2093,29.3381,29.4811,29.6393,29.8138,30.0058,30.2168
780,28.5856,28.5893,28.6002,28.6185,28.6444,28.6780,28.7199,28.7701,28.8293,28.8979,28.9766,29.0658,29.1663,29.2788,29.4041,29.5431,29.6967,29.8661,30.0524,30.2573,30.4826
840,28.7186,28.7226,28.7347,28.7550,28.7836,28.8207,28.8668,28.9221,28.9870,29.0620,29.1476,29.2445,29.3533,29.4745,29.6090,29.7576,29.9208,30.0996,30.2949,30.5075,30.7388
900,28.8649,28.8693,28.8826,28.9046,28.9359,28.9763,29.0264,29.0863,29.1565,29.2374,29.3294,29.4331,29.5490,29.6777,29.8197,29.9758,30.1465,30.3327,30.5352,30.7551,30.9937
960,29.0237,29.0285,29.0428,29.0666,29.1002,29.1436,29.1973,29.2614,29.3363,29.4223,29.5200,29.6297,29.7520,29.8874,30.0366,30.2003,30.3793,30.5748,30.7879,31.0201,31.2735
1020,29.1939,29.1990,29.2142,29.2395,29.2752,29.3214,29.3784,29.4463,29.5256,29.6165,29.7196,29.8353,29.9641,30.1066,30.2632,30.4347,30.6216,30.8246,31.0442,31.2814,31.5369
1080,29.3744,29.3799,29.3959,29.4226,29.4604,29.5091,29.5692,29.6408,29.7242,29.8198,29.9280,30.0491,30.1837,30.3322,30.4954,30.6740,30.8689,31.0813,31.3127,31.5650,31.8406
1140,29.5648,29.5705,29.5873,29.6155,29.6551,29.7063,29.7693,29.8444,29.9319,30.0320,30.1454,30.2723,30.4135,30.5694,30.7407,30.9282,31.1325,31.3546,31.5952,31.8553,32.1362
1200,29.7646,29.7706,29.7882,29.8177,29.8593,29.9129,29.9790,30.0577,30.1493,30.2542,30.3728,30.5055,30.6528,30.8152,30.9933,31.1878,31.3993,31.6287,31.8769,32.1452,32.4350
1260,29.9739,29.9802,29.9987,30.0295,30.0730,30.1291,30.1981,30.2803,30.3758,30.4851,30.6085,30.7464,30.8993,31.0675,31.2516,31.4520,31.6692,31.9037,32.1561,32.4268,32.7169
1320,30.1925,30.1990,30.2183,30.2504,30.2957,30.3540,30.4258,30.5110,30.6101,30.7233,30.8508,30.9931,31.1506,31.3235,31.5125,31.7182,31.9414,32.1829,32.4440,32.7264,33.0320
1380,30.4196,30.4263,30.4463,30.4795,30.5264,30.5867,30.6609,30.7490,30.8513,30.9681,31.0999,31.2467,31.4093,31.5880,31.7833,31.9959,32.2264,32.4755,32.7438,33.0325,33.3424
1440,30.6544,30.6614,30.6820,30.7163,30.7647,30.8270,30.9036,30.9946,31.1002,31.2208,31.3566,31.5079,31.6752,31.8589,32.0593,32.2769,32.5122,32.7658,33.0382,33.3302,33.6428
1500,30.8968,30.9040,30.9252,30.9607,31.0105,31.0747,31.1536,31.2473,31.3559,31.4796,31.6189,31.7739,31.9450,32.1322,32.3360,32.5565,32.7940,33.0485,33.3203,33.6095,33.9165
1560,31.1463,31.1537,31.1755,31.2118,31.2630,31.3288,31.4095,31.5053,31.6162,31.7424,31.8841,32.0414,32.2147,32.4039,32.6095,32.8316,33.0708,33.3275,33.6025,33.8968,34.2118
1620,31.4016,31.4091,31.4313,31.4684,31.5205,31.5875,31.6696,31.7669,31.8795,32.0076,32.1513,32.3107,32.4862,32.6778,32.8859,33.1105,33.3520,33.6105,33.8863,34.1797,34.4911
1680,31.6613,31.6689,31.6915,31.7291,31.7820,31.8499,31.9332,32.0318,32.1459,32.2755,32.4208,32.5818,32.7589,32.9520,33.1613,33.3872,33.6299,33.8898,34.1675,34.4638,34.7798
1740,31.9245,31.9322,31.9551,31.9931,32.0466,32.1153,32.1996,32.2992,32.4144,32.5453,32.6920,32.8546,33.0334,33.2286,33.4405,33.6695,33.9162,34.1815,34.4661,34.7713,35.0989
1800,32.1907,32.1985,32.2216,32.2600,32.3141,32.3835,32.4687,32.5695,32.6861,32.8186,32.9673,33.1324,33.3140,33.5126,33.7285,33.9620,34.2137,34.4841,34.7737,35.0834,35.4140
1860,32.4599,32.4678,32.4912,32.5302,32.5850,32.6554,32.7417,32.8440,32.9624,33.0969,33.2480,33.4156,33.6002,33.8020,34.0212,34.2584,34.5138,34.7881,35.0819,35.3961,35.7316
1920,32.7329,32.7410,32.7647,32.8043,32.8599,32.9314,33.0190,33.1229,33.2430,33.3796,33.5329,33.7030,33.8902,34.0944,34.3160,34.5550,34.8114,35.0851,35.3761,35.6841,36.0091
1980,33.0101,33.0182,33.0423,33.0824,33.1388,33.2113,33.3001,33.4052,33.5267,33.6647,33.8193,33.9904,34.1783,34.3828,34.6040,34.8421,35.0970,35.3689,35.6582,35.9654,36.2911
2040,33.2907,33.2989,33.3232,33.3637,33.4206,33.4936,33.5831,33.6888,33.8110,33.9495,34.1046,34.2761,34.4642,34.6689,34.8904,35.1287,35.3840,35.6566,35.9469,36.2556,36.5832
2100,33.5732,33.5815,33.6059,33.6466,33.7037,33.7771,33.8669,33.9730,34.0956,34.2345,34.3900,34.5619,34.7504,34.9555,35.1772,35.4156,35.6706,35.9423,36.2308,36.5362,36.8587
2160,33.8569,33.8652,33.8897,33.9305,33.9878,34.0613,34.1513,34.2577,34.3804,34.5195,34.6751,34.8469,35.0352,35.2397,35.4606,35.6978,35.9513,36.2212,36.5077,36.8110,37.1317
2220,34.1412,34.1495,34.1740,34.2148,34.2722,34.3457,34.4357,34.5420,34.6647,34.8036,34.9588,35.1303,35.3181,35.5222,35.7426,35.9796,36.2333,36.5042,36.7926,37.0994,37.4256
2280,34.4254,34.4337,34.4582,34.4990,34.5563,34.6298,34.7197,34.8260,34.9485,35.0873,35.2426,35.4142,35.6022,35.8066,36.0275,36.2650,36.5189,36.7895,37.0766,37.3804,37.7009
2340,34.7095,34.7178,34.7423,34.7831,34.8404,34.9139,35.0038,35.1100,35.2326,35.3714,35.5266,35.6981,35.8860,36.0902,36.3108,36.5481,36.8020,37.0732,37.3621,37.6696,37.9966
2400,34.9936,35.0019,35.0264,35.0672,35.1245,35.1979,35.2879,35.3941,35.5167,35.6556,35.8110,35.9827,36.1709,36.3756,36.5969,36.8347,37.0891,37.3601,37.6478,37.9520,38.2730
2460,35.2778,35.2861,35.3106,35.3514,35.4087,35.4822,35.5723,35.6786,35.8013,35.9403,36.0957,36.2674,36.4555,36.6600,36.8809,37.1183,37.3725,37.6436,37.9323,38.2391,38.5649
2520,35.5621,35.5704,35.5950,35.6358,35.6931,35.7667,35.8568,35.9631,36.0858,36.2249,36.3804,36.5523,36.7406,36.9454,37.1667,37.4045,37.6588,37.9297,38.2172,38.5213,38.8423
2580,35.8467,35.8550,35.8795,35.9204,35.9778,36.0514,36.1415,36.2479,36.3706,36.5097,36.6651,36.8368,37.0247,37.2286,37.4486,37.6843,37.9355,38.2021,38.4836,38.7799,39.0905
2640,36.1313,36.1396,36.1641,36.2049,36.2623,36.3358,36.4257,36.5318,36.6541,36.7926,36.9471,37.1175,37.3038,37.5058,37.7236,37.9570,38.2062,38.4715,38.7533,39.0524,39.3698
2700,36.4153,36.4235,36.4480,36.4886,36.5457,36.6188,36.7083,36.8138,36.9355,37.0732,37.2269,37.3966,37.5822,37.7837,38.0011,38.2345,38.4838,38.7491,39.0305,39.3281,39.6420
2760,36.6979,36.7062,36.7305,36.7709,36.8277,36.9006,36.9896,37.0948,37.2160,37.3531,37.5063,37.6753,37.8601,38.0604,38.2763,38.5075,38.7536,39.0143,39.2894,39.5783,39.8807
2820,36.9794,36.9876,37.0118,37.0521,37.1086,37.1811,37.2697,37.3742,37.4946,37.6308,37.7826,37.9498,38.1324,38.3300,38.5423,38.7693,39.0105,39.2658,39.5349,39.8178,40.1146
2880,37.2593,37.2674,37.2914,37.3314,37.3875,37.4593,37.5471,37.6505,37.7695,37.9041,38.0539,38.2189,38.3990,38.5938,38.8034,39.0276,39.2664,39.5202,39.7890,40.0735,40.3744
2940,37.5365,37.5446,37.5683,37.6078,37.6633,37.7343,37.8211,37.9233,38.0410,38.1741,38.3224,38.4857,38.6641,38.8571,39.0648,39.2867,39.5227,39.7722,40.0347,40.3098,40.5966
3000,37.8107,37.8187,37.8422,37.8813,37.9361,38.0063,38.0922,38.1933,38.3097,38.4411,38.5875,38.7485,38.9240,39.1138,39.3174,39.5348,39.7656,40.0096,40.2669,40.5374,40.8214
3060,38.0819,38.0897,38.1129,38.1515,38.2056,38.2749,38.3596,38.4593,38.5739,38.7033,38.8474,39.0058,39.1784,39.3649,39.5650,39.7786,40.0052,40.2447,40.4967,40.7611,41.0377
3120,38.3493,38.3570,38.3799,38.4179,38.4712,38.5395,38.6228,38.7209,38.8337,38.9610,39.1027,39.2585,39.4284,39.6121,39.8095,40.0209,40.2462,40.4859,40.7407,41.0115,41.2995
3180,38.6127,38.6203,38.6428,38.6802,38.7327,38.8000,38.8821,38.9789,39.0903,39.2161,39.3565,39.5111,39.6801,39.8634,40.0608,40.2726,40.4984,40.7385,40.9925,41.2605,41.5423
3240,38.8726,38.8801,38.9024,38.9394,38.9914,39.0580,39.1394,39.2354,39.3460,39.4710,39.6105,39.7642,39.9322,40.1142,40.3102,40.5200,40.7436,40.9807,41.2314,41.4956,41.7735
3300,39.1302,39.1377,39.1598,39.1965,39.2481,39.3142,39.3951,39.4904,39.6001,39.7241,39.8625,40.0150,40.1814,40.3618,40.5558,40.7635,40.9846,41.2192,41.4670,41.7283,42.0031
3360,39.3860,39.3934,39.4153,39.4518,39.5030,39.5685,39.6487,39.7432,39.8520,39.9749,40.1120,40.2629,40.4276,40.6058,40.7973,41.0019,41.2191,41.4487,41.6900,41.9428,42.2065
3420,39.6396,39.6470,39.6687,39.7048,39.7555,39.8205,39.8998,39.9932,40.1007,40.2221,40.3573,40.5059,40.6678,40.8428,41.0306,41.2309,41.4435,41.6682,41.9050,42.1539,42.4150
3480,39.8907,39.8979,39.9194,39.9550,40.0051,40.0691,40.1473,40.2394,40.3452,40.4647,40.5976,40.7437,40.9028,41.0745,41.2585,41.4546,41.6621,41.8807,42.1098,42.3487,42.5968
3540,40.1382,40.1453,40.1664,40.2015,40.2508,40.3137,40.3906,40.4810,40.5849,40.7021,40.8322,40.9751,41.1304,41.2977,41.4768,41.6672,41.8685,42.0806,42.3031,42.5359,42.7788
3600,40.3815,40.3885,40.4092,40.4436,40.4918,40.5535,40.6288,40.7172,40.8188,40.9333,41.0605,41.2000,41.3518,41.5155,41.6910,41.8783,42.0773,42.2883,42.5116,42.7478,42.9977
3660,40.6198,40.6267,40.6469,40.6806,40.7278,40.7882,40.8619,40.9486,41.0482,41.1606,41.2857,41.4232,41.5731,41.7351,41.9091,42.0951,42.2927,42.5017,42.7220,42.9531,43.1947
3720,40.8535,40.8602,40.8801,40.9132,40.9596,41.0190,41.0915,41.1769,41.2751,41.3858,41.5091,41.6447,41.7924,41.9520,42.1233,42.3062,42.5003,42.7056,42.9221,43.1496,43.3883
3780,41.0834,41.0901,41.1097,41.1423,41.1880,41.2465,41.3179,41.4020,41.4987,41.6078,41.7293,41.8628,42.0084,42.1657,42.3347,42.5151,42.7070,42.9104,43.1251,43.3514,43.5894
3840,41.3101,41.3166,41.3359,41.3680,41.4131,41.4707,41.5412,41.6241,41.7194,41.8271,41.9469,42.0787,42.2224,42.3778,42.5446,42.7228,42.9120,43.1119,43.3224,43.5431,43.7738
3900,41.5336,41.5401,41.5591,41.5908,41.6352,41.6921,41.7615,41.8433,41.9373,42.0434,42.1615,42.2913,42.4326,42.5853,42.7489,42.9234,43.1083,43.3034,43.5084,43.7231,43.9472
3960,41.7541,41.7605,41.7792,41.8104,41.8542,41.9102,41.9786,42.0590,42.1515,42.2557,42.3717,42.4990,42.6375,42.7870,42.9472,43.1177,43.2985,43.4891,43.6895,43.8995,44.1189
4020,41.9712,41.9775,41.9959,42.0266,42.0696,42.1246,42.1917,42.2706,42.3613,42.4636,42.5772,42.7019,42.8375,42.9836,43.1400,43.3064,43.4822,43.6672,43.8609,44.0628,44.2723
4080,42.1845,42.1906,42.2087,42.2387,42.2809,42.3348,42.4005,42.4778,42.5665,42.6663,42.7772,42.8988,43.0307,43.1726,43.3241,43.4849,43.6543,43.8321,44.0175,44.2101,44.4095
4140,42.3933,42.3993,42.4170,42.4463,42.4875,42.5400,42.6041,42.6794,42.7657,42.8628,42.9704,43.0883,43.2162,43.3538,43.5007,43.6569,43.8222,43.9965,44.1802,44.3735,44.5769
4200,42.5970,42.6028,42.6200,42.6486,42.6886,42.7397,42.8021,42.8753,42.9593,43.0539,43.1589,43.2740,43.3991,43.5338,43.6781,43.8316,43.9941,44.1652,44.3446,44.5319,44.7267
4260,42.7954,42.8011,42.8178,42.8457,42.8847,42.9346,42.9954,43.0669,43.1489,43.2413,43.3439,43.4564,43.5786,43.7102,43.8511,44.0011,44.1600,44.3276,44.5040,44.6893,44.8836
4320,42.9891,42.9946,43.0110,43.0382,43.0763,43.1250,43.1844,43.2543,43.3345,43.4249,43.5253,43.6356,43.7555,43.8851,44.0242,44.1727,44.3308,44.4987,44.6765,44.8648,45.0641
4380,43.1785,43.1839,43.2000,43.2266,43.2639,43.3117,43.3700,43.4387,43.5175,43.6065,43.7056,43.8145,43.9332,44.0614,44.1989,44.3454,44.5005,44.6636,44.8340,45.0107,45.1926
4440,43.3646,43.3699,43.3857,43.4119,43.4486,43.4957,43.5530,43.6206,43.6981,43.7855,43.8825,43.9889,44.1045,44.2287,44.3614,44.5020,44.6500,44.8051,44.9668,45.1346,45.3081
4500,43.5476,43.5528,43.5683,43.5939,43.6299,43.6759,43.7319,43.7978,43.8733,43.9582,44.0523,44.1554,44.2671,44.3872,44.5153,44.6513,44.7949,44.9460,45.1047,45.2710,45.4451
4560,43.7264,43.7315,43.7465,43.7715,43.8065,43.8512,43.9056,43.9696,44.0430,44.1255,44.2170,44.3172,44.4260,44.5432,44.6685,44.8017,44.9427,45.0912,45.2472,45.4106,45.5811
4620,43.9004,43.9053,43.9199,43.9442,43.9783,44.0218,44.0748,44.1371,44.2086,44.2891,44.3784,44.4764,44.5829,44.6978,44.8209,44.9522,45.0916,45.2393,45.3955,45.5604,45.7346
4680,44.0699,44.0748,44.0890,44.1128,44.1460,44.1885,44.2404,44.3014,44.3714,44.4504,44.5382,44.6347,44.7398,44.8534,44.9753,45.1053,45.2434,45.3894,45.5429,45.7037,45.8716
4740,44.2360,44.2407,44.2547,44.2780,44.3106,44.3524,44.4034,44.4634,44.5323,44.6100,44.6965,44.7915,44.8950,45.0067,45.1266,45.2546,45.3905,45.5344,45.6862,45.8461,46.0143
4800,44.3993,44.4039,44.4177,44.4406,44.4727,44.5138,44.5640,44.6231,44.6909,44.7675,44.8527,44.9463,45.0483,45.1585,45.2767,45.4027,45.5364,45.6775,45.8257,45.9807,46.1422
4860,44.5601,44.5647,44.5783,44.6008,44.6325,44.6729,44.7223,44.7804,44.8472,44.9225,45.0062,45.0981,45.1980,45.3057,45.4208,45.5432,45.6723,45.8078,45.9493,46.0961,46.2479
4920,44.7185,44.7230,44.7363,44.7585,44.7895,44.8292,44.8777,44.9346,44.9999,45.0734,45.1550,45.2445,45.3416,45.4461,45.5579,45.6769,45.8029,45.9360,46.0765,46.2246,46.3808
4980,44.8738,44.8782,44.8913,44.9129,44.9432,44.9820,45.0293,45.0849,45.1486,45.2204,45.3002,45.3877,45.4827,45.5850,45.6943,45.8103,45.9324,46.0600,46.1924,46.3285,46.4673
5040,45.0257,45.0300,45.0427,45.0638,45.0934,45.1313,45.1774,45.2316,45.2936,45.3634,45.4407,45.5251,45.6165,45.7143,45.8183,45.9280,46.0429,46.1626,46.2866,46.4147,46.5464
5100,45.1737,45.1779,45.1902,45.2107,45.2394,45.2760,45.3205,45.3728,45.4325,45.4995,45.5736,45.6544,45.7417,45.8351,45.9344,46.0392,46.1493,46.2644,46.3846,46.5095,46.6394
5160,45.3168,45.3208,45.3327,45.3524,45.3799,45.4151,45.4579,45.5081,45.5654,45.6298,45.7010,45.7788,45.8631,45.9537,46.0506,46.1537,46.2632,46.3794,46.5029,46.6342,46.7743
5220,45.4544,45.4583,45.4697,45.4887,45.5153,45.5493,45.5906,45.6392,45.6950,45.7577,45.8274,45.9039,45.9872,46.0772,46.1737,46.2767,46.3860,46.5014,46.6225,46.7490,46.8802
5280,45.5879,45.5916,45.6028,45.6213,45.6472,45.6804,45.7209,45.7686,45.8232,45.8848,45.9533,46.0283,46.1099,46.1977,46.2914,46.3909,46.4956,46.6052,46.7192,46.8369,46.9579
5340,45.7184,45.7221,45.7330,45.7512,45.7766,45.8090,45.8486,45.8950,45.9483,46.0082,46.0747,46.1474,46.2262,46.3109,46.4013,46.4972,46.5986,46.7056,46.8181,46.9366,47.0614
5400,45.8460,45.8496,45.8602,45.8779,45.9026,45.9341,45.9726,46.0177,46.0695,46.1277,46.1924,46.2631,46.3399,46.4226,46.5109,46.6045,46.7032,46.8066,46.9142,47.0254,47.1395
5460,45.9702,45.9737,45.9840,46.0012,46.0252,46.0559,46.0933,46.1372,46.1875,46.2441,46.3068,46.3754,46.4498,46.5299,46.6155,46.7066,46.8032,46.9055,47.0140,47.1290,47.2514
5520,46.0910,46.0944,46.1045,46.1211,46.1445,46.1743,46.2107,46.2534,46.3025,46.3577,46.4190,46.4864,46.5597,46.6388,46.7236,46.8141,46.9099,47.0108,47.1166,47.2267,47.3408
5580,46.2088,46.2121,46.2219,46.2382,46.2610,46.2902,46.3258,46.3677,46.4158,46.4699,46.5300,46.5959,46.6675,46.7446,46.8270,46.9144,47.0066,47.1035,47.2047,47.3100,47.4191
5640,46.3241,46.3274,46.3370,46.3529,46.3752,46.4037,46.4385,46.4794,46.5262,46.5789,46.6374,46.7014,46.7708,46.8453,46.9249,47.0091,47.0979,47.1909,47.2880,47.3888,47.4931
5700,46.4368,46.4400,46.4493,46.4648,46.4865,46.5142,46.5480,46.5877,46.6331,46.6842,46.7409,46.8028,46.8700,46.9423,47.0195,47.1017,47.1887,47.2807,47.3778,47.4804,47.5888
5760,46.5464,46.5495,46.5585,46.5736,46.5946,46.6216,46.6544,46.6930,46.7372,46.7870,46.8422,46.9028,46.9687,47.0397,47.1156,47.1963,47.2815,47.3711,47.4645,47.5613,47.6611
5820,46.6530,46.6560,46.6648,46.6795,46.7001,46.7263,46.7583,46.7959,46.8391,46.8876,46.9413,47.0002,47.0639,47.1323,47.2050,47.2819,47.3624,47.4462,47.5328,47.6218,47.7126
5880,46.7570,46.7599,46.7685,46.7827,46.8027,46.8282,46.8592,46.8955,46.9371,46.9838,47.0354,47.0917,47.1525,47.2175,47.2864,47.3592,47.4354,47.5149,47.5976,47.6833,47.7720
5940,46.8577,46.8605,46.8688,46.8825,46.9017,46.9261,46.9559,46.9908,47.0307,47.0754,47.1249,47.1790,47.2375,47.3006,47.3681,47.4403,47.5175,47.6001,47.6890,47.7851,47.8896
6000,46.9546,46.9573,46.9653,46.9785,46.9970,47.0206,47.0494,47.0833,47.1222,47.1662,47.2151,47.2690,47.3280,47.3921,47.4614,47.5360,47.6160,47.7012,47.7918,47.8876,47.9883
6060,47.0488,47.0515,47.0593,47.0723,47.0905,47.1139,47.1425,47.1762,47.2150,47.2590,47.3080,47.3621,47.4212,47.4853,47.5542,47.6278,47.7059,47.7883,47.8746,47.9645,48.0574
6120,47.1423,47.1449,47.1527,47.1656,47.1838,47.2071,47.2355,47.2690,47.3075,47.3510,47.3994,47.4525,47.5102,47.5722,47.6384,47.7083,47.7815,47.8576,47.9358,48.0155,48.0959
6180,47.2351,47.2377,47.2454,47.2582,47.2761,47.2989,47.3268,47.3595,47.3969,47.4390,47.4856,47.5366,47.5917,47.6509,47.7141,47.7812,47.8524,47.9280,48.0086,48.0948,48.1877
6240,47.3261,47.3286,47.3361,47.3484,47.3658,47.3879,47.4149,47.4467,47.4830,47.5240,47.5696,47.6196,47.6741,47.7329,47.7962,47.8638,47.9356,48.0116,48.0913,48.1747,48.2612
6300,47.4145,47.4170,47.4243,47.4364,47.4533,47.4750,47.5015,47.5326,47.5684,47.6087,47.6535,47.7027,47.7562,47.8139,47.8756,47.9413,48.0106,48.0835,48.1597,48.2390,48.3212
6360,47.5013,47.5037,47.5108,47.5227,47.5393,47.5606,47.5865,47.6170,47.6520,47.6913,47.7350,47.7828,47.8347,47.8903,47.9496,48.0123,48.0780,48.1464,48.2171,48.2896,48.3634
6420,47.5862,47.5886,47.5956,47.6071,47.6233,47.6440,47.6691,47.6987,47.7325,47.7704,47.8123,47.8580,47.9073,47.9600,48.0158,48.0744,48.1354,48.1986,48.2637,48.3302,48.3978
6480,47.6687,47.6710,47.6777,47.6888,47.7043,47.7241,47.7482,47.7764,47.8086,47.8446,47.8843,47.9274,47.9738,48.0231,48.0752,48.1297,48.1862,48.2446,48.3044,48.3654,48.4271
6540,47.7476,47.7498,47.7561,47.7667,47.7814,47.8002,47.8230,47.8496,47.8800,47.9140,47.9513,47.9920,48.0358,48.0826,48.1326,48.1857,48.2422,48.3027,48.3678,48.4385,48.5159
6600,47.8224,47.8245,47.8305,47.8405,47.8545,47.8723,47.8941,47.9195,47.9487,47.9816,48.0180,48.0581,48.1017,48.1489,48.1996,48.2537,48.3110,48.3714,48.4342,48.4990,48.5649
6660,47.8940,47.8960,47.9019,47.9116,47.9252,47.9425,47.9637,47.9886,48.0172,48.0494,48.0851,48.1242,48.1665,48.2118,48.2600,48.3108,48.3638,48.4187,48.4750,48.5323,48.5902
6720,47.9638,47.9658,47.9714,47.9809,47.9941,48.0110,48.0315,48.0555,48.0830,48.1139,48.1479,48.1850,48.2249,48.2676,48.3128,48.3603,48.4100,48.4619,48.5158,48.5718,48.6301
6780,48.0314,48.0332,48.0387,48.0477,48.0603,48.0765,48.0961,48.1190,48.1452,48.1746,48.2070,48.2424,48.2807,48.3217,48.3655,48.4121,48.4614,48.5137,48.5691,48.6279,48.6905
6840,48.0960,48.0978,48.1030,48.1116,48.1237,48.1392,48.1580,48.1801,48.2053,48.2338,48.2653,48.2998,48.3372,48.3775,48.4205,48.4659,48.5136,48.5632,48.6142,48.6661,48.7182
6900,48.1582,48.1599,48.1649,48.1733,48.1850,48.1999,48.2181,48.2395,48.2639,48.2914,48.3218,48.3550,48.3909,48.4296,48.4710,48.5152,48.5624,48.6129,48.6674,48.7267,48.7916
6960,48.2183,48.2200,48.2249,48.2329,48.2443,48.2588,48.2764,48.2972,48.3210,48.3480,48.3780,48.4111,48.4473,48.4866,48.5292,48.5750,48.6241,48.6764,48.7318,48.7902,48.8513
7020,48.2770,48.2786,48.2834,48.2914,48.3025,48.3169,48.3344,48.3551,48.3789,48.4058,48.4358,48.4690,48.5052,48.5444,48.5867,48.6318,48.6798,48.7305,48.7838,48.8395,48.8975
7080,48.3352,48.3368,48.3416,48.3495,48.3606,48.3749,48.3923,48.4128,48.4365,48.4631,48.4928,48.5254,48.5608,48.5990,48.6397,48.6829,48.7281,48.7751,48.8235,48.8728,48.9226
7140,48.3930,48.3946,48.3993,48.4071,48.4181,48.4321,48.4492,48.4693,48.4922,48.5181,48.5467,48.5779,48.6117,48.6479,48.6865,48.7272,48.7700,48.8150,48.8622,48.9118,48.9641
7200,48.4497,48.4512,48.4558,48.4634,48.4740,48.4875,48.5040,48.5233,48.5455,48.5704,48.5979,48.6281,48.6608,48.6959,48.7333,48.7731,48.8151,48.8592,48.9053,48.9532,49.0030
7260,48.5045,48.5060,48.5104,48.5177,48.5279,48.5410,48.5570,48.5757,48.5971,48.6212,48.6479,48.6771,48.7088,48.7428,48.7792,48.8178,48.8586,48.9016,48.9467,48.9940,49.0435
7320,48.5575,48.5589,48.5632,48.5703,48.5802,48.5929,48.6083,48.6264,48.6472,48.6705,48.6964,48.7246,48.7551,48.7877,48.8223,48.8584,48.8957,48.9336,48.9717,49.0089,49.0444
7380,48.6089,48.6102,48.6144,48.6212,48.6307,48.6429,48.6577,48.6750,48.6947,48.7167,48.7409,48.7671,48.7951,48.8248,48.8560,48.8886,48.9225,48.9579,48.9949,49.0338,49.0752
7440,48.6579,48.6593,48.6631,48.6696,48.6785,48.6900,48.7038,48.7200,48.7384,48.7590,48.7817,48.8063,48.8327,48.8608,48.8904,48.9214,48.9534,48.9862,49.0194,49.0524,49.0845
7500,48.7041,48.7053,48.7089,48.7150,48.7234,48.7341,48.7471,48.7623,48.7795,48.7988,48.8199,48.8428,48.8673,48.8934,48.9211,48.9502,48.9810,49.0136,49.0484,49.0860,49.1269
7560,48.7473,48.7485,48.7519,48.7575,48.7654,48.7755,48.7877,48.8020,48.8183,48.8366,48.8568,48.8790,48.9030,48.9289,48.9566,48.9860,49.0172,49.0500,49.0843,49.1198,49.1562
