time_s,radius_cm,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm,surface_temperature_K
2640,1.83613333,286.783647,286.787644,286.799702,286.820130,286.849448,286.888333,286.937652,286.998463,287.071914,287.159299,287.262002,287.381405,287.518983,287.676218,287.854696,288.056356,288.284121,288.543624,288.849368,,,288.979970
2700,1.83350000,286.864655,286.869280,286.883208,286.906721,286.940296,286.984540,287.040234,287.108336,287.189899,287.286101,287.398254,287.527759,287.676154,287.845035,288.036138,288.251356,288.493221,288.766418,289.084190,,,289.208335
2760,1.83086667,286.956944,286.962143,286.977779,287.004108,287.041581,287.090747,287.152343,287.227251,287.316498,287.421177,287.542525,287.681864,287.840501,288.019736,288.220778,288.444758,288.693182,288.969528,289.285745,,,289.398060
2820,1.82823333,287.059612,287.065344,287.082569,287.111527,287.152642,287.206418,287.273541,287.354807,287.451131,287.563472,287.692857,287.840338,288.006876,288.193419,288.400791,288.629944,288.882569,289.162877,289.484631,,,289.589371
2880,1.82560000,287.171950,287.178176,287.196869,287.228243,287.272689,287.330640,287.402707,287.489564,287.591985,287.710786,287.846826,288.000986,288.174168,288.367328,288.581556,288.818403,289.080598,289.374150,289.716002,,,289.817715
2940,1.82296667,287.293061,287.299725,287.319719,287.353230,287.400605,287.462213,287.538599,287.630344,287.738147,287.862776,288.005069,288.165891,288.346212,288.546913,288.768892,289.013011,289.280669,289.575489,289.910919,,,289.998702
3000,1.82033333,287.421907,287.428959,287.450106,287.485520,287.535507,287.600406,287.680719,287.776955,287.889737,288.019750,288.167684,288.334187,288.519913,288.725428,288.951296,289.198347,289.468452,289.766638,290.109327,,,290.189257
3060,1.81770000,287.557690,287.565093,287.587282,287.624414,287.676752,287.744602,287.828387,287.928537,288.045569,288.180056,288.332543,288.503605,288.693768,288.903594,289.133605,289.384611,289.658356,289.959590,290.304543,,,290.374219
3120,1.81506667,287.699668,287.707379,287.730480,287.769112,287.823488,287.893890,287.980650,288.084145,288.204815,288.343137,288.499584,288.674706,288.869053,289.083348,289.318646,289.576749,289.861309,290.180215,290.555491,,,290.620997
3180,1.81243333,287.847020,287.854997,287.878884,287.918813,287.974957,288.047585,288.136968,288.243483,288.367573,288.509745,288.670606,288.850885,289.051453,289.273293,289.517586,289.785891,290.080807,290.408193,290.787091,,,290.840869
3240,1.80980000,287.999094,288.007313,288.031924,288.073060,288.130891,288.205687,288.297733,288.407444,288.535304,288.681835,288.847672,289.033484,289.240012,289.467983,289.718221,289.991928,290.291545,290.623142,291.007071,,,291.049961
3300,1.80716667,288.155746,288.164212,288.189562,288.231940,288.291513,288.368556,288.463347,288.576313,288.707903,288.858587,289.028937,289.219520,289.430923,289.663784,289.918821,290.197188,290.501416,290.837909,291.228124,,,291.259954
3360,1.80453333,288.317082,288.325797,288.351889,288.395505,288.456799,288.536030,288.633460,288.749489,288.884501,289.038928,289.213265,289.407972,289.623485,289.860202,290.118476,290.398915,290.703161,291.036337,291.418300,,,291.437828
3420,1.80190000,288.482997,288.491949,288.518744,288.563526,288.626427,288.707677,288.807511,288.926257,289.064213,289.221726,289.399097,289.596612,289.814464,290.052823,290.311954,290.592642,290.897218,291.232253,291.620605,,,291.628964
3480,1.79926667,288.653139,288.662301,288.689719,288.735525,288.799816,288.882774,288.984587,289.105495,289.245705,289.405496,289.585042,289.784530,290.004099,290.243764,290.503555,290.783732,291.085676,291.414335,,,,291.787044
3540,1.79663333,288.826885,288.836219,288.864142,288.910776,288.976177,289.060482,289.163829,289.286369,289.428231,289.589551,289.770366,289.970660,290.190324,290.429181,290.687113,290.964549,291.263461,291.590108,,,,291.953345
3600,1.79400000,289.003479,289.012943,289.041246,289.088494,289.154701,289.239947,289.344314,289.467856,289.610623,289.772640,289.953894,290.154359,290.374034,290.613050,290.871925,291.152133,291.457303,291.796129,,,,292.169291
3660,1.79096667,289.182129,289.191682,289.220242,289.267906,289.334650,289.420517,289.525573,289.649832,289.793373,289.956252,290.138596,290.340572,290.562408,290.804429,291.067174,291.351694,291.660424,291.999994,,,,292.355423
3720,1.78793333,289.362173,289.371790,289.400541,289.448526,289.515716,289.602154,289.707933,289.833072,289.977694,290.141856,290.325704,290.529320,290.752819,290.996342,291.260209,291.545425,291.854746,292.195681,,,,292.541714
3780,1.78490000,289.543447,289.553132,289.582084,289.630415,289.698089,289.785150,289.891703,290.017748,290.163403,290.328709,290.513760,290.718636,290.943456,291.188422,291.454034,291.741596,292.054310,292.400466,,,,292.740621
3840,1.78186667,289.726023,289.735777,289.764933,289.813608,289.881760,289.969437,290.076714,290.203636,290.350264,290.516706,290.703027,290.909340,291.135756,291.382420,291.649663,291.938366,292.251023,292.594826,,,,292.917096
3900,1.77883333,289.909881,289.919702,289.949062,289.998070,290.066690,290.154977,290.262968,290.390750,290.538320,290.705758,290.893055,291.100207,291.327142,291.573793,291.840217,292.127132,292.436965,292.777136,,,,293.083512
3960,1.77580000,290.094989,290.104873,290.134426,290.183738,290.252778,290.341588,290.450165,290.578549,290.726699,290.894594,291.082154,291.289273,291.515773,291.761500,292.026552,292.311749,292.619806,292.958696,,,,293.252436
4020,1.77276667,290.281162,290.291093,290.320788,290.370311,290.439627,290.528757,290.637645,290.766284,290.914599,291.082488,291.269853,291.476474,291.702107,291.946477,292.209457,292.491479,292.794622,293.125868,,,,293.398842
4080,1.76973333,290.468002,290.477955,290.507719,290.557331,290.626749,290.715972,290.824891,290.953442,291.101502,291.268878,291.455331,291.660491,291.883897,292.125043,292.383502,292.659465,292.954789,293.276360,,,,293.529263
4140,1.76670000,290.655030,290.664978,290.694725,290.744281,290.813600,290.902618,291.011182,291.139145,291.286311,291.452382,291.636990,291.839706,292.060099,292.297835,292.553096,292.827177,293.123873,293.453175,,,,293.705739
4200,1.76366667,290.841641,290.851547,290.881170,290.930486,290.999449,291.087927,291.195755,291.322740,291.468696,291.633362,291.816446,292.017726,292.236965,292.474041,292.729115,293.003039,293.298383,293.622968,,,,293.856919
4260,1.76063333,291.027201,291.037040,291.066464,291.115440,291.183924,291.271768,291.378833,291.504939,291.649898,291.813469,291.995380,292.195349,292.413076,292.648412,292.901574,293.173767,293.468438,293.795141,,,,294.021309
4320,1.75760000,291.211475,291.221245,291.250468,291.299109,291.367121,291.454357,291.560695,291.685964,291.829967,291.992491,292.173359,292.372366,292.589459,292.824825,293.079245,293.354711,293.655766,293.993632,,,,294.217679
4380,1.75456667,291.394495,291.404199,291.433234,291.481564,291.549149,291.635855,291.741605,291.866277,292.009729,292.171859,292.352598,292.551853,292.769587,293.005707,293.260227,293.533511,293.827243,294.148160,,,,294.343757
4440,1.75153333,291.576444,291.586101,291.615002,291.663121,291.730430,291.816818,291.922243,292.046581,292.189654,292.351277,292.531154,292.728892,292.943928,293.175667,293.423667,293.688205,293.971535,294.281901,,,,294.461413
4500,1.74850000,291.757678,291.767299,291.796095,291.844032,291.911064,291.997063,292.101922,292.225433,292.367323,292.527268,292.704818,292.899483,293.110713,293.338119,293.581775,293.842885,294.125129,294.438925,,,,294.611760
4560,1.74546667,291.938042,291.947599,291.976204,292.023799,292.090308,292.175573,292.279429,292.401621,292.541868,292.699853,292.875192,293.067509,293.276505,293.502014,293.744343,294.004747,294.286669,294.600060,,,,294.761200
4620,1.74243333,292.116913,292.126376,292.154701,292.201822,292.267648,292.352026,292.454777,292.575655,292.714441,292.870816,293.044516,293.235236,293.442813,293.667335,293.909466,294.171103,294.456763,294.778284,,,,294.933861
4680,1.73940000,292.293960,292.303324,292.331361,292.378004,292.443166,292.526723,292.628509,292.748332,292.886025,293.041368,293.214202,293.404397,293.611885,293.836793,294.079619,294.341715,294.626508,294.944166,,,,295.085251
4740,1.73636667,292.469299,292.478581,292.506379,292.552636,292.617282,292.700231,292.801341,292.920476,293.057483,293.212185,293.384401,293.573970,293.780759,294.004838,294.246794,294.508299,294.793583,295.114448,,,,295.246703
4800,1.73333333,292.643332,292.652554,292.680181,292.726161,292.790432,292.872937,292.973536,293.092123,293.228544,293.382655,293.554289,293.743281,293.949512,294.172977,294.413991,294.673717,294.955441,295.269533,,,,295.386998
4860,1.73030000,292.816402,292.825578,292.853072,292.898834,292.962806,293.044947,293.145109,293.263197,293.399021,293.552403,293.723083,293.910731,294.114974,294.335455,294.572066,294.825410,295.098153,295.399947,,,,295.501807
4920,1.72726667,292.988674,292.997806,293.025172,293.070714,293.134361,293.216066,293.315633,293.432931,293.567675,293.719593,293.888304,294.073383,294.274445,294.491363,294.724648,294.976193,295.250846,295.561966,,,,295.658026
4980,1.72423333,293.159999,293.169068,293.196246,293.241459,293.304624,293.385646,293.484334,293.600493,293.733878,293.884209,294.051174,294.234442,294.433649,294.648433,294.878527,295.124095,295.386883,295.675094,,,,295.751968
5040,1.72120000,293.329955,293.338941,293.365875,293.410672,293.473251,293.553480,293.651188,293.766100,293.897945,294.046281,294.210592,294.390214,294.584372,294.792294,295.013522,295.248482,295.499937,295.778160,,,,295.843571
5100,1.71816667,293.498250,293.507136,293.533767,293.578044,293.639861,293.719026,293.815314,293.928355,294.057757,294.202977,294.363399,294.538323,294.727057,294.929104,295.144481,295.374360,295.622503,295.900711,,,,295.957138
5160,1.71513333,293.664318,293.673062,293.699268,293.742810,293.803563,293.881283,293.975700,294.086426,294.213039,294.355051,294.511967,294.683329,294.868891,295.068864,295.284364,295.518120,295.776177,296.074113,,,,296.125250
5220,1.71210000,293.827427,293.836001,293.861698,293.904390,293.963959,294.040166,294.132773,294.241483,294.365992,294.506041,294.661392,294.831914,295.017616,295.218714,295.435785,295.670146,295.925175,296.212221,,,,296.250782
5280,1.70906667,293.987445,293.995868,294.021119,294.063093,294.121714,294.196789,294.288145,294.395574,294.518829,294.657670,294.811780,294.980814,295.164380,295.362123,295.573906,295.800281,296.043943,296.315593,,,,296.342751
5340,1.70603333,294.145037,294.153351,294.178275,294.219718,294.277626,294.351805,294.442076,294.548214,294.669904,294.806776,294.958388,295.124267,295.304006,295.497478,295.705234,295.929249,296.174586,296.456087,,,,296.475116
5400,1.70300000,294.300666,294.308876,294.333478,294.374389,294.431523,294.504686,294.593670,294.698246,294.818107,294.952903,295.102295,295.265933,295.443506,295.634800,295.839887,296.059496,296.296426,296.561703,,,,296.570456
5460,1.70040000,294.454152,294.462244,294.486481,294.526795,294.583082,294.655159,294.742817,294.845815,294.963839,295.096496,295.243407,295.404162,295.578490,295.766530,295.969230,296.189175,296.432387,296.715711,,,,296.716985
5520,1.69780000,294.605358,294.613328,294.637194,294.676899,294.732318,294.803286,294.889604,294.991045,295.107355,295.238280,295.383604,295.543161,295.716909,295.905007,296.107951,296.327015,296.565712,,,,,296.830115
5580,1.69520000,294.754279,294.762134,294.785654,294.824800,294.879453,294.949487,295.034741,295.135015,295.250078,295.379694,295.523544,295.681304,295.852674,296.037458,296.235871,296.449061,296.680760,,,,,296.930410
5640,1.69260000,294.901218,294.908977,294.932206,294.970883,295.024874,295.094069,295.178299,295.277326,295.390882,295.518659,295.660255,295.815268,295.983311,296.164169,296.358051,296.566185,296.792422,,,,,297.029420
5700,1.69000000,295.046355,295.054017,295.076949,295.115120,295.168386,295.236624,295.319643,295.417166,295.528903,295.654507,295.793591,295.945817,296.110951,296.289134,296.481204,296.689404,296.919166,,,,,297.157335
5760,1.68740000,295.189496,295.197045,295.219638,295.257235,295.309685,295.376876,295.458603,295.554619,295.664682,295.788513,295.925864,296.076493,296.240251,296.417145,296.607512,296.812462,297.035461,,,,,297.254781
5820,1.68480000,295.330475,295.337912,295.360170,295.397211,295.448901,295.515136,295.595721,295.690430,295.799014,295.921137,296.056438,296.204452,296.364717,296.536792,296.720490,296.916405,297.127462,,,,,297.326788
5880,1.68220000,295.469419,295.476751,295.498691,295.535197,295.586131,295.651366,295.730667,295.823764,295.930318,296.049877,296.181929,296.325909,296.481290,296.647755,296.825534,297.016020,297.223521,,,,,297.416348
5940,1.67960000,295.606228,295.613435,295.634996,295.670852,295.720848,295.784817,295.862489,295.953575,296.057697,296.174471,296.303501,296.444561,296.597706,296.763648,296.944208,297.143176,297.368379,,,,,297.579336
6000,1.67700000,295.740438,295.747499,295.768621,295.803743,295.852725,295.915416,295.991607,296.081125,296.183771,296.299461,296.428197,296.570193,296.725905,296.896129,297.082137,297.286147,297.513108,,,,,297.712818
6060,1.67440000,295.872078,295.879026,295.899814,295.934413,295.982743,296.044729,296.120273,296.209316,296.311783,296.427649,296.556910,296.699567,296.855686,297.025401,297.209112,297.408015,297.625899,,,,,297.808111
6120,1.67180000,296.002182,296.009080,296.029725,296.064109,296.112186,296.173908,296.249203,296.337989,296.440136,296.555467,296.683745,296.824608,296.977613,297.142263,297.318168,297.505557,297.706960,,,,,297.866278
6180,1.66920000,296.131609,296.138475,296.159023,296.193230,296.241041,296.302357,296.377048,296.464913,296.565683,296.679000,296.804445,296.941622,297.090306,297.250803,297.424454,297.614558,297.828617,,,,,298.000773
6240,1.66660000,296.260141,296.266938,296.287272,296.321097,296.368330,296.428828,296.502441,296.588958,296.688182,296.799919,296.924027,297.060489,297.209445,297.371266,297.546695,297.737324,297.947410,,,,,298.104825
6300,1.66400000,296.387084,296.393791,296.413856,296.447236,296.493866,296.553624,296.626404,296.712034,296.810368,296.921218,297.044380,297.179662,297.326931,297.486207,297.657933,297.843594,298.047690,,,,,298.194510
6360,1.66140000,296.512480,296.519114,296.538961,296.571981,296.618121,296.677255,296.749278,296.833992,296.931203,297.040644,297.162004,297.294920,297.439025,297.594015,297.759837,297.937245,298.129625,,,,,298.260396
6420,1.65880000,296.636524,296.643083,296.662703,296.695334,296.740912,296.799282,296.870289,296.953682,297.049154,297.156309,297.274680,297.403711,297.542847,297.691652,297.850062,298.019011,298.202271,,,,,298.321757
6480,1.65620000,296.758937,296.765394,296.784700,296.816786,296.861559,296.918822,296.988340,297.069814,297.162832,297.266920,297.381523,297.506038,297.639872,297.782560,297.934032,298.095153,298.269535,,,,,298.377857
6540,1.65360000,296.879041,296.885355,296.904225,296.935562,296.979249,297.035051,297.102678,297.181792,297.271949,297.372687,297.483545,297.604198,297.734662,297.875653,298.029087,298.199023,298.394063,,,,,298.516024
6600,1.65100000,296.996131,297.002273,297.020624,297.051094,297.093563,297.147828,297.213637,297.290761,297.378956,297.478057,297.587983,297.708785,297.840643,297.983833,298.138754,298.306270,298.489516,,,,,298.592723
6660,1.64840000,297.110108,297.116103,297.134024,297.163813,297.205386,297.258618,297.323329,297.399350,297.486472,297.584457,297.693003,297.811749,297.940304,298.078298,298.225627,298.383039,298.554060,,,,,298.645315
6720,1.64580000,297.221818,297.227712,297.245332,297.274630,297.315521,297.367871,297.431477,297.506098,297.591440,297.687117,297.792699,297.907746,298.031899,298.165082,298.307809,298.461900,298.632561,,,,,298.720267
6780,1.64320000,297.331602,297.337386,297.354669,297.383395,297.423455,297.474684,297.536858,297.609709,297.692948,297.786234,297.889267,298.001845,298.123987,298.256134,298.399472,298.556642,298.734011,,,,,298.821051
6840,1.64060000,297.439095,297.444750,297.461646,297.489731,297.528895,297.578988,297.639823,297.711191,297.792883,297.884680,297.986393,298.097859,298.218953,298.349580,298.489787,298.640221,298.804001,,,,,298.876892
6900,1.63800000,297.544258,297.549799,297.566357,297.593891,297.632308,297.681473,297.741221,297.811347,297.891606,297.981727,298.081456,298.190637,298.309402,298.438473,298.579654,298.736783,298.918391,,,,,298.998064
6960,1.63540000,297.647429,297.652868,297.669124,297.696161,297.733891,297.782192,297.840941,297.910004,297.989256,298.078653,298.178249,298.288250,298.409044,298.541270,298.685947,298.845039,299.023744,,,,,299.094555
7020,1.63280000,297.748856,297.754218,297.770249,297.796938,297.834229,297.882057,297.940374,298.009119,298.088218,298.177652,298.277392,298.387447,298.507899,298.638989,298.781367,298.936753,299.110366,,,,,299.173863
7080,1.63020000,297.849245,297.854572,297.870500,297.897033,297.934128,297.981736,298.039812,298.108269,298.187000,298.275879,298.374731,298.483347,298.601506,298.729009,298.865884,299.012994,299.174239,,,,,299.227661
7140,1.62760000,297.949094,297.954391,297.970230,297.996609,298.033466,298.080726,298.138291,298.205994,298.283640,298.370957,298.467643,298.573415,298.688109,298.811889,298.945628,299.091694,299.256513,,,,,299.307574
7200,1.62500000,298.048178,298.053418,298.069081,298.095150,298.131534,298.178130,298.234798,298.301349,298.377595,298.463300,298.558267,298.662358,298.775530,298.897979,299.030333,299.174318,299.335167,,,,,299.379778
7260,1.62380000,298.145843,298.150994,298.166387,298.192003,298.227745,298.273511,298.329159,298.394513,298.469388,298.553559,298.646835,298.749060,298.860211,298.980549,299.110882,299.253324,299.413800,,,,,299.456425
7320,1.62260000,298.241788,298.246847,298.261964,298.287122,298.322226,298.367176,298.421831,298.486022,298.559559,298.642204,298.733700,298.833708,298.941816,299.057495,299.180194,299.309799,299.448560,,,,,299.482192
7380,1.62140000,298.336013,298.340980,298.355819,298.380510,298.414944,298.459001,298.512491,298.575168,298.646713,298.726722,298.814745,298.910327,299.013193,299.123474,299.242183,299.372031,299.520001,,,,,299.555682
7440,1.62020000,298.428315,298.433164,298.447643,298.471718,298.505249,298.548087,298.600010,298.660767,298.730070,298.807621,298.893131,298.986332,299.087006,299.194975,299.310220,299.433328,299.567464,,,,,299.596871
7500,1.61900000,298.518146,298.522856,298.536920,298.560301,298.592863,298.634458,298.684869,298.743847,298.811091,298.886284,298.969108,299.059344,299.157031,299.262718,299.377898,299.505859,299.654347,,,,,299.686410
