time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
33,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0006,28.0013,28.0027,28.0055,28.0105,28.0192,28.0335
34,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0003,28.0006,28.0014,28.0029,28.0059,28.0112,28.0203,28.0350
35,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0003,28.0007,28.0015,28.0032,28.0063,28.0119,28.0213,28.0365
36,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0003,28.0008,28.0017,28.0035,28.0068,28.0126,28.0224,28.0381
37,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0004,28.0009,28.0019,28.0038,28.0073,28.0134,28.0235,28.0396
38,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0004,28.0010,28.0020,28.0041,28.0078,28.0141,28.0247,28.0412
39,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0005,28.0011,28.0022,28.0044,28.0083,28.0149,28.0258,28.0428
40,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0005,28.0012,28.0024,28.0047,28.0088,28.0157,28.0270,28.0444
41,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0003,28.0006,28.0013,28.0026,28.0050,28.0093,28.0165,28.0281,28.0461
42,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0003,28.0007,28.0014,28.0028,28.0054,28.0099,28.0174,28.0293,28.0477
43,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0003,28.0007,28.0015,28.0030,28.0058,28.0104,28.0182,28.0306,28.0494
44,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0004,28.0008,28.0017,28.0033,28.0061,28.0110,28.0191,28.0318,28.0511
45,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0004,28.0009,28.0018,28.0035,28.0065,28.0116,28.0200,28.0331,28.0528
46,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0005,28.0010,28.0020,28.0038,28.0069,28.0122,28.0209,28.0343,28.0545
47,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0005,28.0011,28.0021,28.0040,28.0073,28.0129,28.0218,28.0356,28.0563
48,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0003,28.0006,28.0012,28.0023,28.0043,28.0078,28.0135,28.0227,28.0369,28.0580
49,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0003,28.0006,28.0013,28.0024,28.0046,28.0082,28.0142,28.0237,28.0382,28.0598
50,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0003,28.0007,28.0014,28.0026,28.0049,28.0086,28.0149,28.0247,28.0396,28.0616
51,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0004,28.0008,28.0015,28.0028,28.0052,28.0091,28.0155,28.0256,28.0409,28.0634
52,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0004,28.0008,28.0016,28.0030,28.0055,28.0096,28.0162,28.0266,28.0423,28.0652
53,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0004,28.0009,28.0017,28.0032,28.0058,28.0101,28.0170,28.0277,28.0437,28.0670
54,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0005,28.0010,28.0018,28.0034,28.0061,28.0106,28.0177,28.0287,28.0451,28.0689
55,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0003,28.0005,28.0010,28.0020,28.0036,28.0065,28.0111,28.0184,28.0297,28.0465,28.0708
56,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0003,28.0006,28.0011,28.0021,28.0039,28.0068,28.0116,28.0192,28.0308,28.0480,28.0726
57,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0003,28.0006,28.0012,28.0023,28.0041,28.0072,28.0121,28.0200,28.0319,28.0494,28.0745
58,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0003,28.0007,28.0013,28.0024,28.0043,28.0075,28.0127,28.0208,28.0330,28.0509,28.0765
59,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0004,28.0007,28.0014,28.0026,28.0046,28.0079,28.0133,28.0216,28.0341,28.0524,28.0784
60,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0004,28.0008,28.0015,28.0027,28.0048,28.0083,28.0138,28.0224,28.0352,28.0539,28.0803
61,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0004,28.0009,28.0016,28.0029,28.0051,28.0087,28.0144,28.0232,28.0363,28.0554,28.0823
62,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0005,28.0009,28.0017,28.0031,28.0054,28.0091,28.0150,28.0241,28.0375,28.0569,28.0844
63,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0003,28.0005,28.0010,28.0018,28.0033,28.0057,28.0095,28.0156,28.0249,28.0387,28.0585,28.0865
64,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0003,28.0006,28.0011,28.0019,28.0034,28.0059,28.0100,28.0162,28.0258,28.0399,28.0601,28.0886
65,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0003,28.0006,28.0011,28.0021,28.0036,28.0062,28.0104,28.0169,28.0267,28.0411,28.0617,28.0908
66,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0003,28.0007,28.0012,28.0022,28.0038,28.0065,28.0109,28.0175,28.0276,28.0423,28.0634,28.0930
67,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0004,28.0007,28.0013,28.0023,28.0041,28.0069,28.0113,28.0182,28.0285,28.0435,28.0650,28.0952
68,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0004,28.0008,28.0014,28.0025,28.0043,28.0072,28.0118,28.0189,28.0294,28.0448,28.0667,28.0975
69,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0004,28.0008,28.0015,28.0026,28.0045,28.0075,28.0123,28.0195,28.0304,28.0461,28.0685,28.0997
70,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0005,28.0009,28.0016,28.0028,28.0047,28.0079,28.0128,28.0202,28.0313,28.0474,28.0702,28.1020
71,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0003,28.0005,28.0009,28.0017,28.0029,28.0049,28.0082,28.0133,28.0210,28.0323,28.0487,28.0720,28.1044
72,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0003,28.0005,28.0010,28.0018,28.0031,28.0052,28.0086,28.0138,28.0217,28.0333,28.0501,28.0738,28.1067
73,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0003,28.0006,28.0011,28.0019,28.0032,28.0054,28.0089,28.0143,28.0224,28.0343,28.0514,28.0756,28.1091
74,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0003,28.0006,28.0011,28.0020,28.0034,28.0057,28.0093,28.0148,28.0232,28.0353,28.0528,28.0774,28.1115
75,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0004,28.0007,28.0012,28.0021,28.0036,28.0060,28.0097,28.0154,28.0239,28.0364,28.0542,28.0793,28.1139
76,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0004,28.0007,28.0013,28.0022,28.0038,28.0062,28.0101,28.0160,28.0247,28.0374,28.0556,28.0811,28.1163
77,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0004,28.0008,28.0014,28.0023,28.0039,28.0065,28.0105,28.0165,28.0255,28.0385,28.0571,28.0830,28.1187
78,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0005,28.0008,28.0014,28.0025,28.0041,28.0068,28.0109,28.0171,28.0263,28.0396,28.0585,28.0850,28.1212
79,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0003,28.0005,28.0009,28.0015,28.0026,28.0043,28.0071,28.0113,28.0177,28.0271,28.0407,28.0600,28.0869,28.1237
80,28.0000,28.0000,28.0000,28.0000,28.0000,28.0001,28.0002,28.0003,28.0005,28.0009,28.0016,28.0027,28.0045,28.0074,28.0117,28.0183,28.0279,28.0418,28.0615,28.0889,28.1262
81,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0003,28.0006,28.0010,28.0017,28.0029,28.0047,28.0077,28.0122,28.0189,28.0288,28.0430,28.0630,28.0908,28.1287
82,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0003,28.0006,28.0010,28.0018,28.0030,28.0050,28.0080,28.0126,28.0195,28.0296,28.0442,28.0646,28.0928,28.1313
83,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0004,28.0006,28.0011,28.0019,28.0032,28.0052,28.0083,28.0131,28.0202,28.0305,28.0453,28.0661,28.0949,28.1339
84,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0004,28.0007,28.0012,28.0020,28.0033,28.0054,28.0086,28.0135,28.0208,28.0314,28.0465,28.0677,28.0969,28.1364
85,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0004,28.0007,28.0012,28.0021,28.0035,28.0056,28.0090,28.0140,28.0215,28.0323,28.0477,28.0693,28.0990,28.1390
86,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0004,28.0008,28.0013,28.0022,28.0036,28.0059,28.0093,28.0145,28.0222,28.0332,28.0490,28.0709,28.1010,28.1417
87,28.0000,28.0000,28.0000,28.0000,28.0001,28.0001,28.0003,28.0005,28.0008,28.0014,28.0023,28.0038,28.0061,28.0097,28.0150,28.0228,28.0342,28.0502,28.0725,28.1031,28.1443
88,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0003,28.0005,28.0009,28.0015,28.0024,28.0040,28.0064,28.0100,28.0155,28.0235,28.0351,28.0514,28.0742,28.1052,28.1470
89,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0003,28.0005,28.0009,28.0015,28.0025,28.0041,28.0066,28.0104,28.0160,28.0242,28.0361,28.0527,28.0758,28.1074,28.1496
90,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0003,28.0006,28.0010,28.0016,28.0027,28.0043,28.0069,28.0108,28.0165,28.0250,28.0370,28.0540,28.0775,28.1095,28.1523
91,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0003,28.0006,28.0010,28.0017,28.0028,28.0045,28.0072,28.0112,28.0171,28.0257,28.0380,28.0553,28.0792,28.1117,28.1550
92,28.0000,28.0000,28.0000,28.0001,28.0001,28.0002,28.0004,28.0006,28.0011,28.0018,28.0029,28.0047,28.0074,28.0115,28.0176,28.0264,28.0390,28.0566,28.0809,28.1139,28.1578
93,28.0000,28.0000,28.0001,28.0001,28.0001,28.0002,28.0004,28.0007,28.0011,28.0019,28.0031,28.0049,28.0077,28.0119,28.0182,28.0272,28.0400,28.0580,28.0827,28.1160,28.1605
94,28.0000,28.0000,28.0001,28.0001,28.0001,28.0002,28.0004,28.0007,28.0012,28.0020,28.0032,28.0051,28.0080,28.0123,28.0187,28.0280,28.0411,28.0593,28.0844,28.1183,28.1633
95,28.0000,28.0000,28.0001,28.0001,28.0002,28.0003,28.0004,28.0008,28.0013,28.0021,28.0033,28.0053,28.0083,28.0128,28.0193,28.0287,28.0421,28.0607,28.0862,28.1205,28.1660
96,28.0000,28.0000,28.0001,28.0001,28.0002,28.0003,28.0005,28.0008,28.0013,28.0022,28.0035,28.0055,28.0086,28.0132,28.0199,28.0295,28.0432,28.0621,28.0879,28.1227,28.1688
97,28.0000,28.0001,28.0001,28.0001,28.0002,28.0003,28.0005,28.0008,28.0014,28.0023,28.0036,28.0057,28.0089,28.0136,28.0205,28.0303,28.0442,28.0635,28.0897,28.1250,28.1716
98,28.0000,28.0001,28.0001,28.0001,28.0002,28.0003,28.0005,28.0009,28.0015,28.0024,28.0038,28.0060,28.0092,28.0141,28.0211,28.0312,28.0453,28.0649,28.0915,28.1273,28.1744
99,28.0001,28.0001,28.0001,28.0001,28.0002,28.0003,28.0006,28.0009,28.0015,28.0025,28.0039,28.0062,28.0095,28.0145,28.0217,28.0320,28.0464,28.0663,28.0934,28.1296,28.1773
100,28.0001,28.0001,28.0001,28.0001,28.0002,28.0004,28.0006,28.0010,28.0016,28.0026,28.0041,28.0064,28.0099,28.0150,28.0223,28.0328,28.0475,28.0678,28.0952,28.1319,28.1801
101,28.0001,28.0001,28.0001,28.0001,28.0002,28.0004,28.0006,28.0010,28.0017,28.0027,28.0043,28.0067,28.0102,28.0154,28.0230,28.0337,28.0486,28.0692,28.0971,28.1342,28.1830
102,28.0001,28.0001,28.0001,28.0002,28.0002,28.0004,28.0007,28.0011,28.0018,28.0028,28.0044,28.0069,28.0106,28.0159,28.0236,28.0345,28.0498,28.0707,28.0990,28.1366,28.1859
103,28.0001,28.0001,28.0001,28.0002,28.0003,28.0004,28.0007,28.0011,28.0018,28.0029,28.0046,28.0072,28.0109,28.0164,28.0243,28.0354,28.0509,28.0722,28.1008,28.1389,28.1888
104,28.0001,28.0001,28.0001,28.0002,28.0003,28.0005,28.0007,28.0012,28.0019,28.0031,28.0048,28.0074,28.0113,28.0169,28.0249,28.0363,28.0521,28.0737,28.1028,28.1413,28.1917
105,28.0001,28.0001,28.0001,28.0002,28.0003,28.0005,28.0008,28.0013,28.0020,28.0032,28.0050,28.0077,28.0116,28.0174,28.0256,28.0372,28.0533,28.0752,28.1047,28.1437,28.1946
106,28.0001,28.0001,28.0001,28.0002,28.0003,28.0005,28.0008,28.0013,28.0021,28.0033,28.0052,28.0079,28.0120,28.0179,28.0263,28.0381,28.0545,28.0767,28.1066,28.1461,28.1976
107,28.0001,28.0001,28.0001,28.0002,28.0003,28.0005,28.0009,28.0014,28.0022,28.0035,28.0054,28.0082,28.0124,28.0184,28.0270,28.0390,28.0557,28.0783,28.1086,28.1485,28.2005
108,28.0001,28.0001,28.0002,28.0002,28.0004,28.0006,28.0009,28.0015,28.0023,28.0036,28.0056,28.0085,28.0128,28.0189,28.0277,28.0400,28.0569,28.0798,28.1105,28.1510,28.2035
109,28.0001,28.0001,28.0002,28.0002,28.0004,28.0006,28.0010,28.0015,28.0024,28.0037,28.0058,28.0088,28.0132,28.0195,28.0284,28.0409,28.0581,28.0814,28.1125,28.1534,28.2065
110,28.0001,28.0001,28.0002,28.0003,28.0004,28.0006,28.0010,28.0016,28.0025,28.0039,28.0060,28.0091,28.0136,28.0200,28.0292,28.0419,28.0594,28.0830,28.1145,28.1559,28.2095
111,28.0001,28.0001,28.0002,28.0003,28.0004,28.0007,28.0011,28.0017,28.0026,28.0040,28.0062,28.0094,28.0140,28.0206,28.0299,28.0429,28.0606,28.0846,28.1165,28.1584,28.2125
112,28.0001,28.0002,28.0002,28.0003,28.0005,28.0007,28.0011,28.0017,28.0027,28.0042,28.0064,28.0097,28.0144,28.0211,28.0307,28.0439,28.0619,28.0862,28.1185,28.1609,28.2155
113,28.0002,28.0002,28.0002,28.0003,28.0005,28.0007,28.0012,28.0018,28.0028,28.0044,28.0066,28.0100,28.0148,28.0217,28.0314,28.0448,28.0632,28.0879,28.1206,28.1634,28.2186
114,28.0002,28.0002,28.0002,28.0003,28.0005,28.0008,28.0012,28.0019,28.0029,28.0045,28.0069,28.0103,28.0152,28.0223,28.0322,28.0459,28.0645,28.0895,28.1226,28.1659,28.2216
115,28.0002,28.0002,28.0002,28.0004,28.0005,28.0008,28.0013,28.0020,28.0031,28.0047,28.0071,28.0106,28.0157,28.0229,28.0330,28.0469,28.0658,28.0912,28.1247,28.1685,28.2247
116,28.0002,28.0002,28.0003,28.0004,28.0006,28.0009,28.0013,28.0021,28.0032,28.0049,28.0073,28.0109,28.0161,28.0235,28.0338,28.0479,28.0671,28.0928,28.1268,28.1710,28.2278
117,28.0002,28.0002,28.0003,28.0004,28.0006,28.0009,28.0014,28.0022,28.0033,28.0050,28.0076,28.0113,28.0166,28.0241,28.0346,28.0490,28.0685,28.0945,28.1289,28.1736,28.2309
118,28.0002,28.0002,28.0003,28.0004,28.0006,28.0009,28.0015,28.0022,28.0034,28.0052,28.0078,28.0116,28.0171,28.0247,28.0354,28.0500,28.0698,28.0962,28.1310,28.1762,28.2340
119,28.0002,28.0002,28.0003,28.0004,28.0007,28.0010,28.0015,28.0023,28.0036,28.0054,28.0081,28.0120,28.0175,28.0253,28.0362,28.0511,28.0712,28.0980,28.1331,28.1788,28.2371
120,28.0002,28.0003,28.0003,28.0005,28.0007,28.0010,28.0016,28.0024,28.0037,28.0056,28.0083,28.0123,28.0180,28.0260,28.0370,28.0522,28.0726,28.0997,28.1353,28.1814,28.2402
121,28.0003,28.0003,28.0004,28.0005,28.0007,28.0011,28.0017,28.0025,28.0038,28.0058,28.0086,28.0127,28.0185,28.0266,28.0379,28.0533,28.0739,28.1014,28.1374,28.1840,28.2433
122,28.0003,28.0003,28.0004,28.0005,28.0008,28.0011,28.0017,28.0026,28.0040,28.0060,28.0089,28.0131,28.0190,28.0273,28.0387,28.0544,28.0753,28.1032,28.1396,28.1866,28.2464
123,28.0003,28.0003,28.0004,28.0005,28.0008,28.0012,28.0018,28.0027,28.0041,28.0062,28.0092,28.0134,28.0195,28.0279,28.0396,28.0555,28.0768,28.1050,28.1418,28.1892,28.2494
124,28.0003,28.0003,28.0004,28.0006,28.0008,28.0012,28.0019,28.0028,28.0043,28.0064,28.0094,28.0138,28.0200,28.0286,28.0405,28.0566,28.0782,28.1067,28.1440,28.1919,28.2524
125,28.0003,28.0003,28.0004,28.0006,28.0009,28.0013,28.0020,28.0029,28.0044,28.0066,28.0097,28.0142,28.0205,28.0293,28.0414,28.0577,28.0796,28.1085,28.1462,28.1945,28.2554
126,28.0003,28.0004,28.0005,28.0006,28.0009,28.0014,28.0020,28.0031,28.0046,28.0068,28.0100,28.0146,28.0210,28.0300,28.0423,28.0589,28.0811,28.1103,28.1484,28.1971,28.2584
