time_s,is_observation,observed_temperature_C,temperature_linear_C,temperature_pchip_C,temperature_pchip_minus_linear_C,temperature_absolute_difference_C,observed_moisture_kg_kg,moisture_linear_kg_kg,moisture_pchip_kg_kg,moisture_pchip_minus_linear_kg_kg,moisture_absolute_difference_kg_kg
59,0,,28.5192000000,28.5182105877,-0.0009894123,0.0009894123,,0.020013500000,0.020012645593,-0.000000854407,0.000000854407
60,1,28.528000,28.5280000000,28.5280000000,0.0000000000,0.0000000000,0.02002000,0.020020000000,0.020020000000,0.000000000000,0.000000000000
61,0,,28.5390666667,28.5378727500,-0.0011939167,0.0011939167,,0.020028500000,0.020027409816,-0.000001090184,0.000001090184
62,0,,28.5501333333,28.5478797139,-0.0022536195,0.0022536195,,0.020037000000,0.020034904284,-0.000002095716,0.000002095716
63,0,,28.5612000000,28.5580160428,-0.0031839572,0.0031839572,,0.020045500000,0.020042480939,-0.000003019061,0.000003019061
64,0,,28.5722666667,28.5682768882,-0.0039897785,0.0039897785,,0.020054000000,0.020050137312,-0.000003862688,0.000003862688
65,0,,28.5833333333,28.5786574012,-0.0046759322,0.0046759322,,0.020062500000,0.020057870937,-0.000004629063,0.000004629063
66,0,,28.5944000000,28.5891527331,-0.0052472669,0.0052472669,,0.020071000000,0.020065679347,-0.000005320653,0.000005320653
67,0,,28.6054666667,28.5997580352,-0.0057086314,0.0057086314,,0.020079500000,0.020073560074,-0.000005939926,0.000005939926
68,0,,28.6165333333,28.6104684588,-0.0060648745,0.0060648745,,0.020088000000,0.020081510652,-0.000006489348,0.000006489348
69,0,,28.6276000000,28.6212791552,-0.0063208448,0.0063208448,,0.020096500000,0.020089528612,-0.000006971388,0.000006971388
70,0,,28.6386666667,28.6321852755,-0.0064813912,0.0064813912,,0.020105000000,0.020097611489,-0.000007388511,0.000007388511
71,0,,28.6497333333,28.6431819711,-0.0065513622,0.0065513622,,0.020113500000,0.020105756815,-0.000007743185,0.000007743185
72,0,,28.6608000000,28.6542643933,-0.0065356067,0.0065356067,,0.020122000000,0.020113962122,-0.000008037878,0.000008037878
73,0,,28.6718666667,28.6654276933,-0.0064389734,0.0064389734,,0.020130500000,0.020122224945,-0.000008275055,0.000008275055
74,0,,28.6829333333,28.6766670224,-0.0062663109,0.0062663109,,0.020139000000,0.020130542815,-0.000008457185,0.000008457185
75,0,,28.6940000000,28.6879775319,-0.0060224681,0.0060224681,,0.020147500000,0.020138913265,-0.000008586735,0.000008586735
76,0,,28.7050666667,28.6993543730,-0.0057122937,0.0057122937,,0.020156000000,0.020147333829,-0.000008666171,0.000008666171
77,0,,28.7161333333,28.7107926970,-0.0053406363,0.0053406363,,0.020164500000,0.020155802039,-0.000008697961,0.000008697961
78,0,,28.7272000000,28.7222876552,-0.0049123448,0.0049123448,,0.020173000000,0.020164315429,-0.000008684571,0.000008684571
79,0,,28.7382666667,28.7338343988,-0.0044322678,0.0044322678,,0.020181500000,0.020172871530,-0.000008628470,0.000008628470
80,0,,28.7493333333,28.7454280792,-0.0039052541,0.0039052541,,0.020190000000,0.020181467876,-0.000008532124,0.000008532124
81,0,,28.7604000000,28.7570638476,-0.0033361524,0.0033361524,,0.020198500000,0.020190102000,-0.000008398000,0.000008398000
82,0,,28.7714666667,28.7687368552,-0.0027298115,0.0027298115,,0.020207000000,0.020198771435,-0.000008228565,0.000008228565
83,0,,28.7825333333,28.7804422534,-0.0020910800,0.0020910800,,0.020215500000,0.020207473713,-0.000008026287,0.000008026287
84,0,,28.7936000000,28.7921751933,-0.0014248067,0.0014248067,,0.020224000000,0.020216206367,-0.000007793633,0.000007793633
85,0,,28.8046666667,28.8039308264,-0.0007358403,0.0007358403,,0.020232500000,0.020224966931,-0.000007533069,0.000007533069
86,0,,28.8157333333,28.8157043038,-0.0000290296,0.0000290296,,0.020241000000,0.020233752937,-0.000007247063,0.000007247063
87,0,,28.8268000000,28.8274907768,0.0006907768,0.0006907768,,0.020249500000,0.020242561918,-0.000006938082,0.000006938082
88,0,,28.8378666667,28.8392853967,0.0014187301,0.0014187301,,0.020258000000,0.020251391407,-0.000006608593,0.000006608593
89,0,,28.8489333333,28.8510833148,0.0021499815,0.0021499815,,0.020266500000,0.020260238937,-0.000006261063,0.000006261063
90,0,,28.8600000000,28.8628796823,0.0028796823,0.0028796823,,0.020275000000,0.020269102041,-0.000005897959,0.000005897959
91,0,,28.8710666667,28.8746696505,0.0036029839,0.0036029839,,0.020283500000,0.020277978251,-0.000005521749,0.000005521749
92,0,,28.8821333333,28.8864483707,0.0043150374,0.0043150374,,0.020292000000,0.020286865101,-0.000005134899,0.000005134899
93,0,,28.8932000000,28.8982109942,0.0050109942,0.0050109942,,0.020300500000,0.020295760122,-0.000004739878,0.000004739878
94,0,,28.9042666667,28.9099526721,0.0056860055,0.0056860055,,0.020309000000,0.020304660850,-0.000004339150,0.000004339150
95,0,,28.9153333333,28.9216685559,0.0063352226,0.0063352226,,0.020317500000,0.020313564815,-0.000003935185,0.000003935185
96,0,,28.9264000000,28.9333537967,0.0069537967,0.0069537967,,0.020326000000,0.020322469551,-0.000003530449,0.000003530449
97,0,,28.9374666667,28.9450035459,0.0075368792,0.0075368792,,0.020334500000,0.020331372591,-0.000003127409,0.000003127409
98,0,,28.9485333333,28.9566129546,0.0080796213,0.0080796213,,0.020343000000,0.020340271468,-0.000002728532,0.000002728532
99,0,,28.9596000000,28.9681771742,0.0085771742,0.0085771742,,0.020351500000,0.020349163714,-0.000002336286,0.000002336286
100,0,,28.9706666667,28.9796913560,0.0090246894,0.0090246894,,0.020360000000,0.020358046863,-0.000001953137,0.000001953137
101,0,,28.9817333333,28.9911506512,0.0094173179,0.0094173179,,0.020368500000,0.020366918447,-0.000001581553,0.000001581553
102,0,,28.9928000000,29.0025502111,0.0097502111,0.0097502111,,0.020377000000,0.020375776000,-0.000001224000,0.000001224000
103,0,,29.0038666667,29.0138851869,0.0100185203,0.0100185203,,0.020385500000,0.020384617054,-0.000000882946,0.000000882946
104,0,,29.0149333333,29.0251507300,0.0102173967,0.0102173967,,0.020394000000,0.020393439141,-0.000000560859,0.000000560859
105,0,,29.0260000000,29.0363419916,0.0103419916,0.0103419916,,0.020402500000,0.020402239796,-0.000000260204,0.000000260204
106,0,,29.0370666667,29.0474541229,0.0103874563,0.0103874563,,0.020411000000,0.020411016550,0.000000016550,0.000000016550
107,0,,29.0481333333,29.0584822753,0.0103489420,0.0103489420,,0.020419500000,0.020419766937,0.000000266937,0.000000266937
108,0,,29.0592000000,29.0694216001,0.0102216001,0.0102216001,,0.020428000000,0.020428488490,0.000000488490,0.000000488490
109,0,,29.0702666667,29.0802672484,0.0100005817,0.0100005817,,0.020436500000,0.020437178741,0.000000678741,0.000000678741
110,0,,29.0813333333,29.0910143715,0.0096810382,0.0096810382,,0.020445000000,0.020445835223,0.000000835223,0.000000835223
111,0,,29.0924000000,29.1016581208,0.0092581208,0.0092581208,,0.020453500000,0.020454455469,0.000000955469,0.000000955469
112,0,,29.1034666667,29.1121936475,0.0087269808,0.0087269808,,0.020462000000,0.020463037013,0.000001037013,0.000001037013
113,0,,29.1145333333,29.1226161029,0.0080827695,0.0080827695,,0.020470500000,0.020471577386,0.000001077386,0.000001077386
114,0,,29.1256000000,29.1329206382,0.0073206382,0.0073206382,,0.020479000000,0.020480074122,0.000001074122,0.000001074122
115,0,,29.1366666667,29.1431024047,0.0064357380,0.0064357380,,0.020487500000,0.020488524754,0.000001024754,0.000001024754
116,0,,29.1477333333,29.1531565537,0.0054232204,0.0054232204,,0.020496000000,0.020496926815,0.000000926815,0.000000926815
117,0,,29.1588000000,29.1630782365,0.0042782365,0.0042782365,,0.020504500000,0.020505277837,0.000000777837,0.000000777837
118,0,,29.1698666667,29.1728626042,0.0029959376,0.0029959376,,0.020513000000,0.020513575353,0.000000575353,0.000000575353
119,0,,29.1809333333,29.1825048083,0.0015714750,0.0015714750,,0.020521500000,0.020521816896,0.000000316896,0.000000316896
120,1,29.192000,29.1920000000,29.1920000000,0.0000000000,0.0000000000,0.02053000,0.020530000000,0.020530000000,0.000000000000,0.000000000000
121,0,,29.2002000000,29.2014018457,0.0012018457,0.0012018457,,0.020537833333,0.020538137252,0.000000303919,0.000000303919
122,0,,29.2084000000,29.2107671013,0.0023671013,0.0023671013,,0.020545666667,0.020546243598,0.000000576931,0.000000576931
123,0,,29.2166000000,29.2200955522,0.0034955522,0.0034955522,,0.020553500000,0.020554320102,0.000000820102,0.000000820102
124,0,,29.2248000000,29.2293869835,0.0045869835,0.0045869835,,0.020561333333,0.020562367831,0.000001034497,0.000001034497
125,0,,29.2330000000,29.2386411808,0.0056411808,0.0056411808,,0.020569166667,0.020570387850,0.000001221183,0.000001221183
126,0,,29.2412000000,29.2478579292,0.0066579292,0.0066579292,,0.020577000000,0.020578381224,0.000001381224,0.000001381224
127,0,,29.2494000000,29.2570370142,0.0076370142,0.0076370142,,0.020584833333,0.020586349021,0.000001515688,0.000001515688
128,0,,29.2576000000,29.2661782210,0.0085782210,0.0085782210,,0.020592666667,0.020594292305,0.000001625639,0.000001625639
129,0,,29.2658000000,29.2752813349,0.0094813349,0.0094813349,,0.020600500000,0.020602212143,0.000001712143,0.000001712143
130,0,,29.2740000000,29.2843461413,0.0103461413,0.0103461413,,0.020608333333,0.020610109599,0.000001776266,0.000001776266
131,0,,29.2822000000,29.2933724256,0.0111724256,0.0111724256,,0.020616166667,0.020617985741,0.000001819074,0.000001819074
132,0,,29.2904000000,29.3023599729,0.0119599729,0.0119599729,,0.020624000000,0.020625841633,0.000001841633,0.000001841633
133,0,,29.2986000000,29.3113085687,0.0127085687,0.0127085687,,0.020631833333,0.020633678341,0.000001845008,0.000001845008
134,0,,29.3068000000,29.3202179983,0.0134179983,0.0134179983,,0.020639666667,0.020641496931,0.000001830265,0.000001830265
135,0,,29.3150000000,29.3290880469,0.0140880469,0.0140880469,,0.020647500000,0.020649298469,0.000001798469,0.000001798469
136,0,,29.3232000000,29.3379185000,0.0147185000,0.0147185000,,0.020655333333,0.020657084021,0.000001750688,0.000001750688
137,0,,29.3314000000,29.3467091428,0.0153091428,0.0153091428,,0.020663166667,0.020664854652,0.000001687986,0.000001687986
138,0,,29.3396000000,29.3554597607,0.0158597607,0.0158597607,,0.020671000000,0.020672611429,0.000001611429,0.000001611429
139,0,,29.3478000000,29.3641701389,0.0163701389,0.0163701389,,0.020678833333,0.020680355416,0.000001522082,0.000001522082
140,0,,29.3560000000,29.3728400629,0.0168400629,0.0168400629,,0.020686666667,0.020688087680,0.000001421013,0.000001421013
141,0,,29.3642000000,29.3814693179,0.0172693179,0.0172693179,,0.020694500000,0.020695809286,0.000001309286,0.000001309286
142,0,,29.3724000000,29.3900576892,0.0176576892,0.0176576892,,0.020702333333,0.020703521300,0.000001187967,0.000001187967
143,0,,29.3806000000,29.3986049622,0.0180049622,0.0180049622,,0.020710166667,0.020711224788,0.000001058122,0.000001058122
144,0,,29.3888000000,29.4071109222,0.0183109222,0.0183109222,,0.020718000000,0.020718920816,0.000000920816,0.000000920816
145,0,,29.3970000000,29.4155753545,0.0185753545,0.0185753545,,0.020725833333,0.020726610450,0.000000777116,0.000000777116
146,0,,29.4052000000,29.4239980444,0.0187980444,0.0187980444,,0.020733666667,0.020734294754,0.000000628088,0.000000628088
147,0,,29.4134000000,29.4323787774,0.0189787774,0.0189787774,,0.020741500000,0.020741974796,0.000000474796,0.000000474796
148,0,,29.4216000000,29.4407173385,0.0191173385,0.0191173385,,0.020749333333,0.020749651640,0.000000318307,0.000000318307
149,0,,29.4298000000,29.4490135133,0.0192135133,0.0192135133,,0.020757166667,0.020757326353,0.000000159686,0.000000159686
150,0,,29.4380000000,29.4572670871,0.0192670871,0.0192670871,,0.020765000000,0.020765000000,0.000000000000,0.000000000000
151,0,,29.4462000000,29.4654778451,0.0192778451,0.0192778451,,0.020772833333,0.020772673647,-0.000000159686,0.000000159686
152,0,,29.4544000000,29.4736455726,0.0192455726,0.0192455726,,0.020780666667,0.020780348360,-0.000000318307,0.000000318307
153,0,,29.4626000000,29.4817700551,0.0191700551,0.0191700551,,0.020788500000,0.020788025204,-0.000000474796,0.000000474796
154,0,,29.4708000000,29.4898510777,0.0190510777,0.0190510777,,0.020796333333,0.020795705246,-0.000000628088,0.000000628088
155,0,,29.4790000000,29.4978884259,0.0188884259,0.0188884259,,0.020804166667,0.020803389550,-0.000000777116,0.000000777116
156,0,,29.4872000000,29.5058818850,0.0186818850,0.0186818850,,0.020812000000,0.020811079184,-0.000000920816,0.000000920816
157,0,,29.4954000000,29.5138312403,0.0184312403,0.0184312403,,0.020819833333,0.020818775212,-0.000001058122,0.000001058122
158,0,,29.5036000000,29.5217362770,0.0181362770,0.0181362770,,0.020827666667,0.020826478700,-0.000001187967,0.000001187967
159,0,,29.5118000000,29.5295967806,0.0177967806,0.0177967806,,0.020835500000,0.020834190714,-0.000001309286,0.000001309286
160,0,,29.5200000000,29.5374125364,0.0174125364,0.0174125364,,0.020843333333,0.020841912320,-0.000001421013,0.000001421013
161,0,,29.5282000000,29.5451833296,0.0169833296,0.0169833296,,0.020851166667,0.020849644584,-0.000001522082,0.000001522082
162,0,,29.5364000000,29.5529089456,0.0165089456,0.0165089456,,0.020859000000,0.020857388571,-0.000001611429,0.000001611429
163,0,,29.5446000000,29.5605891698,0.0159891698,0.0159891698,,0.020866833333,0.020865145348,-0.000001687986,0.000001687986
164,0,,29.5528000000,29.5682237873,0.0154237873,0.0154237873,,0.020874666667,0.020872915979,-0.000001750688,0.000001750688
165,0,,29.5610000000,29.5758125837,0.0148125837,0.0148125837,,0.020882500000,0.020880701531,-0.000001798469,0.000001798469
166,0,,29.5692000000,29.5833553441,0.0141553441,0.0141553441,,0.020890333333,0.020888503069,-0.000001830265,0.000001830265
167,0,,29.5774000000,29.5908518540,0.0134518540,0.0134518540,,0.020898166667,0.020896321659,-0.000001845008,0.000001845008
168,0,,29.5856000000,29.5983018986,0.0127018986,0.0127018986,,0.020906000000,0.020904158367,-0.000001841633,0.000001841633
169,0,,29.5938000000,29.6057052632,0.0119052632,0.0119052632,,0.020913833333,0.020912014259,-0.000001819074,0.000001819074
170,0,,29.6020000000,29.6130617332,0.0110617332,0.0110617332,,0.020921666667,0.020919890401,-0.000001776266,0.000001776266
171,0,,29.6102000000,29.6203710939,0.0101710939,0.0101710939,,0.020929500000,0.020927787857,-0.000001712143,0.000001712143
172,0,,29.6184000000,29.6276331306,0.0092331306,0.0092331306,,0.020937333333,0.020935707695,-0.000001625639,0.000001625639
173,0,,29.6266000000,29.6348476287,0.0082476287,0.0082476287,,0.020945166667,0.020943650979,-0.000001515688,0.000001515688
174,0,,29.6348000000,29.6420143735,0.0072143735,0.0072143735,,0.020953000000,0.020951618776,-0.000001381224,0.000001381224
175,0,,29.6430000000,29.6491331502,0.0061331502,0.0061331502,,0.020960833333,0.020959612150,-0.000001221183,0.000001221183
176,0,,29.6512000000,29.6562037442,0.0050037442,0.0050037442,,0.020968666667,0.020967632169,-0.000001034497,0.000001034497
177,0,,29.6594000000,29.6632259409,0.0038259409,0.0038259409,,0.020976500000,0.020975679898,-0.000000820102,0.000000820102
178,0,,29.6676000000,29.6701995256,0.0025995256,0.0025995256,,0.020984333333,0.020983756402,-0.000000576931,0.000000576931
179,0,,29.6758000000,29.6771242835,0.0013242835,0.0013242835,,0.020992166667,0.020991862748,-0.000000303919,0.000000303919
180,1,29.684000,29.6840000000,29.6840000000,0.0000000000,0.0000000000,0.02100000,0.021000000000,0.021000000000,0.000000000000,0.000000000000
181,0,,29.6898833333,29.6907819064,0.0008985731,0.0008985731,,0.021008500000,0.021008181369,-0.000000318631,0.000000318631
182,0,,29.6957666667,29.6974289762,0.0016623096,0.0016623096,,0.021017000000,0.021016417825,-0.000000582175,0.000000582175
183,0,,29.7016500000,29.7039466083,0.0022966083,0.0022966083,,0.021025500000,0.021024707078,-0.000000792922,0.000000792922
184,0,,29.7075333333,29.7103402014,0.0028068680,0.0028068680,,0.021034000000,0.021033046838,-0.000000953162,0.000000953162
185,0,,29.7134166667,29.7166151542,0.0031984875,0.0031984875,,0.021042500000,0.021041434813,-0.000001065187,0.000001065187
186,0,,29.7193000000,29.7227768656,0.0034768656,0.0034768656,,0.021051000000,0.021049868713,-0.000001131287,0.000001131287
187,0,,29.7251833333,29.7288307344,0.0036474011,0.0036474011,,0.021059500000,0.021058346247,-0.000001153753,0.000001153753
188,0,,29.7310666667,29.7347821594,0.0037154927,0.0037154927,,0.021068000000,0.021066865125,-0.000001134875,0.000001134875
189,0,,29.7369500000,29.7406365392,0.0036865392,0.0036865392,,0.021076500000,0.021075423055,-0.000001076945,0.000001076945
190,0,,29.7428333333,29.7463992727,0.0035659394,0.0035659394,,0.021085000000,0.021084017748,-0.000000982252,0.000000982252
191,0,,29.7487166667,29.7520757588,0.0033590921,0.0033590921,,0.021093500000,0.021092646912,-0.000000853088,0.000000853088
192,0,,29.7546000000,29.7576713961,0.0030713961,0.0030713961,,0.021102000000,0.021101308257,-0.000000691743,0.000000691743
193,0,,29.7604833333,29.7631915834,0.0027082501,0.0027082501,,0.021110500000,0.021109999493,-0.000000500507,0.000000500507
194,0,,29.7663666667,29.7686417196,0.0022750529,0.0022750529,,0.021119000000,0.021118718327,-0.000000281673,0.000000281673
195,0,,29.7722500000,29.7740272033,0.0017772033,0.0017772033,,0.021127500000,0.021127462471,-0.000000037529,0.000000037529
196,0,,29.7781333333,29.7793534335,0.0012201002,0.0012201002,,0.021136000000,0.021136229632,0.000000229632,0.000000229632
197,0,,29.7840166667,29.7846258089,0.0006091422,0.0006091422,,0.021144500000,0.021145017521,0.000000517521,0.000000517521
198,0,,29.7899000000,29.7898497282,-0.0000502718,0.0000502718,,0.021153000000,0.021153823846,0.000000823846,0.000000823846
199,0,,29.7957833333,29.7950305902,-0.0007527431,0.0007527431,,0.021161500000,0.021162646318,0.000001146318,0.000001146318
200,0,,29.8016666667,29.8001737937,-0.0014928729,0.0014928729,,0.021170000000,0.021171482644,0.000001482644,0.000001482644
201,0,,29.8075500000,29.8052847376,-0.0022652624,0.0022652624,,0.021178500000,0.021180330536,0.000001830536,0.000001830536
202,0,,29.8134333333,29.8103688206,-0.0030645128,0.0030645128,,0.021187000000,0.021189187701,0.000002187701,0.000002187701
203,0,,29.8193166667,29.8154314414,-0.0038852253,0.0038852253,,0.021195500000,0.021198051850,0.000002551850,0.000002551850
204,0,,29.8252000000,29.8204779988,-0.0047220012,0.0047220012,,0.021204000000,0.021206920691,0.000002920691,0.000002920691
205,0,,29.8310833333,29.8255138917,-0.0055694416,0.0055694416,,0.021212500000,0.021215791934,0.000003291934,0.000003291934
206,0,,29.8369666667,29.8305445188,-0.0064221478,0.0064221478,,0.021221000000,0.021224663288,0.000003663288,0.000003663288
207,0,,29.8428500000,29.8355752789,-0.0072747211,0.0072747211,,0.021229500000,0.021233532463,0.000004032463,0.000004032463
208,0,,29.8487333333,29.8406115708,-0.0081217625,0.0081217625,,0.021238000000,0.021242397167,0.000004397167,0.000004397167
209,0,,29.8546166667,29.8456587932,-0.0089578734,0.0089578734,,0.021246500000,0.021251255111,0.000004755111,0.000004755111
210,0,,29.8605000000,29.8507223450,-0.0097776550,0.0097776550,,0.021255000000,0.021260104003,0.000005104003,0.000005104003
211,0,,29.8663833333,29.8558076249,-0.0105757084,0.0105757084,,0.021263500000,0.021268941553,0.000005441553,0.000005441553
212,0,,29.8722666667,29.8609200317,-0.0113466350,0.0113466350,,0.021272000000,0.021277765470,0.000005765470,0.000005765470
213,0,,29.8781500000,29.8660649642,-0.0120850358,0.0120850358,,0.021280500000,0.021286573464,0.000006073464,0.000006073464
214,0,,29.8840333333,29.8712478211,-0.0127855122,0.0127855122,,0.021289000000,0.021295363243,0.000006363243,0.000006363243
215,0,,29.8899166667,29.8764740013,-0.0134426653,0.0134426653,,0.021297500000,0.021304132517,0.000006632517,0.000006632517
