time_s,is_observation,observed_temperature_C,temperature_linear_C,temperature_pchip_C,temperature_stretched_C,temperature_pchip_minus_linear_C,temperature_stretched_minus_linear_C,observed_moisture_kg_kg,moisture_linear_kg_kg,moisture_pchip_kg_kg,moisture_stretched_kg_kg,moisture_pchip_minus_linear_kg_kg,moisture_stretched_minus_linear_kg_kg
10,0,,28.088,28.07873514789958,28.09602502655279,-0.00926485210042216,0.008025026552790138,,0.019695,0.01968685185185185,0.019708182650096752,-8.148148148149487e-06,1.3182650096751208e-05
11,0,,28.096799999999998,28.08683184949043,28.105612355322904,-0.009968150509568119,0.00881235532290603,,0.0197015,0.01969273625925926,0.01971599868717205,-8.763740740741488e-06,1.4498687172050106e-05
12,0,,28.1056,28.094968268456373,28.1151969283761,-0.010631731543625733,0.009596928376101488,,0.019708,0.019698656000000002,0.019723814319252325,-9.343999999997937e-06,1.5814319252325376e-05
13,0,,28.1144,28.103144189286603,28.12477874650447,-0.011255810713397096,0.010378746504471792,,0.019714500000000003,0.019704610851851854,0.019731629546358563,-9.889148148149035e-06,1.7129546358560233e-05
14,0,,28.1232,28.111359396470295,28.13435781049987,-0.011840603529705618,0.011157810499870635,,0.019721000000000002,0.019710600592592595,0.019739444368511744,-1.0399407407407635e-05,1.844436851174136e-05
15,0,,28.131999999999998,28.119613674496645,28.14393412115393,-0.01238632550335339,0.011934121153931443,,0.019727500000000002,0.019716625,0.019747258785732857,-1.0875000000000468e-05,1.9758785732855444e-05
16,0,,28.1408,28.127906807854835,28.15350767925805,-0.012893192145163823,0.012707679258049609,,0.019734,0.01972268385185185,0.019755072798042884,-1.1316148148150795e-05,2.107279804288223e-05
17,0,,28.1496,28.136238581034053,28.163078485603403,-0.013361418965946115,0.013478485603403811,,0.0197405,0.01972877692592593,0.0197628864054628,-1.1723074074071471e-05,2.2386405462797992e-05
18,0,,28.1584,28.144608778523487,28.17264654098094,-0.013791221476513016,0.01424654098093825,,0.019747,0.019734904,0.01977069960801359,-1.2095999999999635e-05,2.3699608013589418e-05
19,0,,28.1672,28.15301718481233,28.182211846181378,-0.014182815187670172,0.015011846181376853,,0.0197535,0.019741064851851852,0.01977851240571623,-1.243514814814814e-05,2.5012405716229313e-05
20,0,,28.176,28.161463584389757,28.191774401995207,-0.014536415610240994,0.015774401995209075,,0.01976,0.01974725925925926,0.019786324798591697,-1.2740740740740247e-05,2.6324798591697424e-05
21,0,,28.1848,28.169947761744965,28.2013342092127,-0.014852238255034678,0.016534209212700546,,0.0197665,0.019753487,0.01979413678666097,-1.301299999999922e-05,2.7636786660970025e-05
22,0,,28.1936,28.17846950136714,28.210891268623886,-0.015130498632860423,0.01729126862388597,,0.019773000000000002,0.019759747851851854,0.01980194836994502,-1.3252148148148318e-05,2.8948369945016456e-05
23,0,,28.2024,28.187028587745463,28.22044558101858,-0.015371412254538086,0.01804558101857978,,0.019779500000000002,0.019766041592592595,0.019809759548464825,-1.3458407407407336e-05,3.02595484648234e-05
24,0,,28.211199999999998,28.195624805369125,28.229997147186367,-0.015575194630873312,0.018797147186369045,,0.019786,0.019772368000000002,0.01981757032224136,-1.3631999999999533e-05,3.1570322241360194e-05
25,0,,28.22,28.20425793872732,28.2395459679166,-0.015742061272678853,0.01954596791660279,,0.0197925,0.019778726851851853,0.019825380691295597,-1.3773148148148173e-05,3.2880691295596176e-05
26,0,,28.2288,28.21292777230922,28.249092043998417,-0.015872227690778118,0.020292043998416887,,0.019799,0.019785117925925924,0.0198331906556485,-1.3882074074076517e-05,3.4190655648500684e-05
27,0,,28.2376,28.221634090604024,28.25863537622071,-0.015965909395976752,0.021035376220709168,,0.0198055,0.019791541,0.019841000215321047,-1.3959000000000887e-05,3.5500215321046524e-05
28,0,,28.246399999999998,28.23037667810092,28.268175965372166,-0.016023321899076848,0.02177596537216786,,0.019812,0.01979799585185185,0.019848809370334203,-1.4004148148148016e-05,3.6809370334203034e-05
29,0,,28.2552,28.239155319289086,28.277713812241224,-0.016044680710912473,0.022513812241225395,,0.0198185,0.01980448225925926,0.019856618120708935,-1.4017740740737694e-05,3.811812070893608e-05
30,0,,28.264,28.247969798657717,28.287248917616115,-0.01603020134228217,0.02324891761611525,,0.019825000000000002,0.019811,0.01986442646646621,-1.4000000000003593e-05,3.9426466466208065e-05
31,0,,28.2728,28.256819900695998,28.296781282284833,-0.015980099304002238,0.023981282284832872,,0.019831500000000002,0.01981754885185185,0.019872234407626997,-1.3951148148151626e-05,4.073440762699526e-05
32,0,,28.2816,28.265705409893112,28.30631090703515,-0.015894590106888984,0.024710907035149887,,0.019838,0.019824128592592593,0.019880041944212258,-1.3871407407408526e-05,4.20419442122566e-05
33,0,,28.290399999999998,28.274626110738257,28.31583779265461,-0.015773889261740948,0.025437792654610547,,0.0198445,0.019830739,0.01988784907624296,-1.3761000000001022e-05,4.3349076242957946e-05
34,0,,28.2992,28.283581787720607,28.325361939930524,-0.015618212279392196,0.026161939930524625,,0.019851,0.01983737985185185,0.019895655803740055,-1.3620148148148908e-05,4.465580374005476e-05
35,0,,28.308,28.292572225329355,28.33488334964999,-0.015427774670644823,0.02688334964998873,,0.0198575,0.019844050925925925,0.019903462126724517,-1.3449074074075446e-05,4.596212672451638e-05
36,0,,28.3168,28.30159720805369,28.344402022599866,-0.015202791946311578,0.027602022599864995,,0.019864,0.019850752,0.019911268045217298,-1.3248000000000426e-05,4.726804521729827e-05
37,0,,28.325599999999998,28.310656520382796,28.353917959566797,-0.01494347961720166,0.028317959566798834,,0.0198705,0.019857482851851852,0.019919073559239362,-1.3017148148147112e-05,4.8573559239362823e-05
38,0,,28.3344,28.319749946805864,28.363431161337193,-0.014650053194134927,0.029031161337194078,,0.019877,0.01986424325925926,0.019926878668811664,-1.2756740740738765e-05,4.98786688116655e-05
39,0,,28.3432,28.32887727181208,28.372941628697237,-0.014322728187920575,0.029741628697237843,,0.019883500000000002,0.019871033000000003,0.01993468337395516,-1.2466999999998646e-05,5.118337395515829e-05
40,0,,28.352,28.33803827989063,28.382449362432897,-0.013961720109371356,0.030449362432896976,,0.01989,0.01987785185185185,0.01994248767469081,-1.2148148148150018e-05,5.248767469080706e-05
41,0,,28.360799999999998,28.347232755530698,28.3919543633299,-0.013567244469300022,0.031154363329903845,,0.0198965,0.019884699592592592,0.01995029157103956,-1.1800407407409202e-05,5.379157103956034e-05
42,0,,28.3696,28.35646048322148,28.401456632173762,-0.013139516778519322,0.031856632173763444,,0.019903,0.019891576,0.019958095063022378,-1.1423999999999462e-05,5.5095063022377044e-05
43,0,,28.3784,28.365721247452147,28.410956169749756,-0.012678752547852667,0.03255616974975695,,0.0199095,0.01989848085185185,0.019965898150660206,-1.1019148148150998e-05,5.6398150660205704e-05
44,0,,28.3872,28.375014832711905,28.42045297684295,-0.012185167288095045,0.03325297684294881,,0.019916,0.019905413925925926,0.019973700833973995,-1.0586074074073193e-05,5.7700833973994836e-05
45,0,,28.396,28.38434102348993,28.429947054238166,-0.011658976510069863,0.033947054238165464,,0.0199225,0.019912375,0.0199815031129847,-1.0124999999999718e-05,5.90031129846999e-05
46,0,,28.404799999999998,28.393699604275415,28.439438402720018,-0.011100395724582768,0.03463840272002017,,0.019929,0.019919363851851852,0.019989304987713268,-9.636148148146895e-06,6.030498771326942e-05
47,0,,28.4136,28.40309035955754,28.44892702307288,-0.010509640442457169,0.03532702307288105,,0.0199355,0.01992638025925926,0.01999710645818065,-9.119740740737986e-06,6.160645818065191e-05
48,0,,28.4224,28.412513073825505,28.45841291608091,-0.009886926174495159,0.03601291608091017,,0.019942,0.019933424,0.02000490752440779,-8.575999999999723e-06,6.290752440778896e-05
49,0,,28.4312,28.42196753156848,28.467896082528036,-0.009232468431520147,0.036696082528035134,,0.0199485,0.019940494851851853,0.020012708186415637,-8.005148148148428e-06,6.420818641563603e-05
50,0,,28.439999999999998,28.431453517275667,28.477376523197965,-0.008546482724330673,0.037376523197966804,,0.019955,0.019947592592592593,0.02002050844422513,-7.407407407407363e-06,6.550844422513122e-05
51,0,,28.4488,28.44097081543624,28.486854238874173,-0.007829184563757252,0.03805423887417447,,0.0199615,0.019954717,0.02002830829785722,-6.782999999999789e-06,6.680829785721959e-05
52,0,,28.4576,28.450519210539394,28.496329230339917,-0.00708078946060553,0.03872923033991782,,0.019968,0.019961867851851854,0.020036107747332846,-6.1321481481455e-06,6.810774733284619e-05
53,0,,28.4664,28.460098487074323,28.505801498378222,-0.006301512925677599,0.039401498378222044,,0.0199745,0.019969044925925928,0.020043906792672952,-5.4550740740712256e-06,6.94067926729526e-05
54,0,,28.475199999999997,28.4697084295302,28.515271043771893,-0.005491570469796869,0.04007104377189563,,0.019981,0.019976248000000002,0.020051705433898476,-4.751999999996759e-06,7.070543389847694e-05
55,0,,28.483999999999998,28.47934882239622,28.52473786730351,-0.004651177603779644,0.04073786730351259,,0.0199875,0.019983476851851853,0.02005950367103036,-4.023148148145361e-06,7.200367103036079e-05
56,0,,28.4928,28.48901945016157,28.534201969755426,-0.0037805498384280156,0.04140196975542665,,0.019994,0.019990731259259258,0.02006730150408954,-3.268740740743764e-06,7.330150408953878e-05
57,0,,28.5016,28.498720097315434,28.543663351909768,-0.002879902684565394,0.04206335190976773,,0.0200005,0.019998011,0.020075098933096957,-2.4890000000013512e-06,7.459893309695598e-05
58,0,,28.510399999999997,28.508450548347003,28.55312201454844,-0.0019494516529938721,0.04272201454844193,,0.020007,0.02000531585185185,0.020082895958073544,-1.6841481481517928e-06,7.589595807354355e-05
59,0,,28.519199999999998,28.518210587745465,28.562577958453122,-0.0009894122545333062,0.04337795845312442,,0.0200135,0.020012645592592592,0.020090692579040236,-8.544074074079422e-07,7.719257904023613e-05
60,1,28.528,28.528,28.528,28.572031184405272,0.0,0.04403118440527365,0.02002,0.02002,0.02002,0.020098488796017968,0.0,7.848879601796838e-05
61,0,,28.539066666666667,28.537872750009242,28.581481693186113,-0.0011939166574244098,0.042415026519446286,,0.0200285,0.020027409815570676,0.020106284609027674,-1.0901844293247087e-06,7.778460902767292e-05
62,0,,28.55013333333333,28.54787971385984,28.590929485576655,-0.002253619473492563,0.040796152243324,,0.020037,0.020034904284202567,0.020114080018090286,-2.0957157974323126e-06,7.708001809028642e-05
63,0,,28.5612,28.558016042822967,28.60037456235768,-0.0031839571770326813,0.039174562357679577,,0.0200455,0.02004248093877551,0.020121875023226734,-3.0190612244906934e-06,7.637502322673309e-05
64,0,,28.572266666666664,28.56827688816984,28.60981692430974,-0.003989778496823249,0.03755025764307618,,0.020054,0.02005013731216931,0.02012966962445795,-3.862687830688549e-06,7.566962445795106e-05
65,0,,28.583333333333332,28.578657401171633,28.619256572213168,-0.004675932161699592,0.035923238879835395,,0.0200625,0.020057870937263793,0.020137463821804858,-4.62906273620764e-06,7.496382180485761e-05
66,0,,28.5944,28.589152733099557,28.628693506848073,-0.005247266900443748,0.03429350684807275,,0.020071,0.020065679346938776,0.02014525761528839,-5.320653061222785e-06,7.425761528839087e-05
67,0,,28.605466666666665,28.59975803522479,28.63812772899434,-0.00570863144187328,0.032661062327676404,,0.0200795,0.02007356007407407,0.02015305100492947,-5.939925925929623e-06,7.355100492947159e-05
68,0,,28.616533333333333,28.610468458818538,28.64755923943163,-0.006064874514795093,0.031025906098296474,,0.020087999999999998,0.02008151065154951,0.020160843990749026,-6.489348450489096e-06,7.284399074902748e-05
69,0,,28.627599999999997,28.621279155151992,28.65698803893937,-0.006320844848005436,0.029388038939373473,,0.0200965,0.020089528612244896,0.02016863657276798,-6.971387755103781e-06,7.21365727679793e-05
70,0,,28.638666666666666,28.632185275496347,28.66641412829678,-0.006481391170318318,0.027747461630113435,,0.020104999999999998,0.02009761148904006,0.020176428751007256,-7.388510959938088e-06,7.142875100725823e-05
71,0,,28.649733333333334,28.64318197112279,28.675837508282843,-0.006551362210544198,0.02610417494950923,,0.0201135,0.020105756814814815,0.020184220525487774,-7.743185185184187e-06,7.072052548777463e-05
72,0,,28.6608,28.654264393302523,28.68525817967632,-0.006535606697475771,0.0244581796763228,,0.020122,0.020113962122448977,0.02019201189623046,-8.037877551023836e-06,7.001189623045967e-05
73,0,,28.671866666666666,28.66542769330674,28.69467614325576,-0.006438973359927047,0.02280947658909227,,0.0201305,0.020122224944822374,0.020199802863256233,-8.275055177624918e-06,6.930286325623411e-05
74,0,,28.68293333333333,28.67666702240663,28.704091399799466,-0.0062663109267013795,0.021158066466135494,,0.020139,0.020130542814814814,0.02020759342658601,-8.457185185186539e-06,6.859342658600831e-05
75,0,,28.694,28.687977531873386,28.713503950085542,-0.006022468126612779,0.019503950085542954,,0.0201475,0.020138913265306122,0.020215383586240705,-8.58673469387658e-06,6.78835862407065e-05
76,0,,28.705066666666667,28.699354372978213,28.72291379489185,-0.00571229368845394,0.017847128225181308,,0.020156,0.020147333829176113,0.020223173342241243,-8.66617082388721e-06,6.717334224124252e-05
77,0,,28.71613333333333,28.710792696992293,28.732320934996032,-0.0053406363410388735,0.0161876016627005,,0.0201645,0.02015580203930461,0.020230962694608536,-8.697960695389778e-06,6.646269460853713e-05
78,0,,28.7272,28.722287655186825,28.741725371175512,-0.004912344813174485,0.014525371175512447,,0.020173,0.020164315428571427,0.020238751643363497,-8.684571428572985e-06,6.57516433634972e-05
79,0,,28.738266666666664,28.733834398833004,28.751127104207495,-0.004432267833660575,0.012860437540830105,,0.020181499999999998,0.020172871529856383,0.02024654018852704,-8.628470143615119e-06,6.504018852704352e-05
80,0,,28.749333333333333,28.745428079202025,28.760526134868943,-0.0039052541313076006,0.011192801535610641,,0.02019,0.0201814678760393,0.02025432833012008,-8.53212396069794e-06,6.432833012007949e-05
81,0,,28.7604,28.757063847565078,28.769922463936616,-0.003336152434922468,0.009522463936615821,,0.0201985,0.020190101999999998,0.020262116068163527,-8.398000000003208e-06,6.361606816352589e-05
82,0,,28.771466666666665,28.768736855193364,28.779316092187038,-0.0027298114733014245,0.007849425520372932,,0.020207,0.02019877143461829,0.02026990340267829,-8.228565381709213e-06,6.290340267828959e-05
83,0,,28.782533333333333,28.780442253358068,28.788707020396515,-0.002091079975265586,0.006173687063181887,,0.0202155,0.020207473712774,0.02027769033368528,-8.026287226001183e-06,6.219033368527749e-05
84,0,,28.793599999999998,28.79217519333039,28.79809524934113,-0.0014248066696076478,0.00449524934113299,,0.020224,0.020216206367346938,0.020285476861205402,-7.793632653060878e-06,6.147686120540341e-05
85,0,,28.804666666666666,28.80393082638152,28.807480779796737,-0.0007358402851451729,0.002814113130071405,,0.0202325,0.02022496693121693,0.020293262985259568,-7.533068783070057e-06,6.0762985259567304e-05
86,0,,28.815733333333334,28.815704303782663,28.816863612538977,-2.9029550670855997e-05,0.0011302792056433475,,0.020241,0.020233752937263795,0.02030104870586868,-7.247062736203541e-06,6.0048705868682994e-05
87,0,,28.8268,28.827490776804996,28.82624374834326,0.0006907768049977392,-0.0005562516567394482,,0.0202495,0.020242561918367343,0.020308834023053647,-6.938081632656967e-06,5.933402305364696e-05
88,0,,28.837866666666667,28.839285396719728,28.83562118798477,0.0014187300530608127,-0.0022454786818961736,,0.020257999999999998,0.020251391407407407,0.020316618936835368,-6.608592592591278e-06,5.861893683536956e-05
89,0,,28.84893333333333,28.851083314798043,28.844995932238483,0.002149981464711459,-0.003937401094848525,,0.0202665,0.020260238937263798,0.02032440344723475,-6.261062736202111e-06,5.7903447234750743e-05
90,0,,28.86,28.862879682311142,28.85436798187914,0.0028796823111427727,-0.005632018120859783,,0.020275,0.020269102040816327,0.02033218755427269,-5.897959183674695e-06,5.7187554272686986e-05
91,0,,28.871066666666668,28.874669650530212,28.863737337681258,0.0036029838635442957,-0.007329328985409944,,0.0202835,0.020277978250944823,0.02033997125797009,-5.521749055176911e-06,5.6471257970092115e-05
92,0,,28.882133333333332,28.886448370726455,28.87310400041914,0.004315037393123333,-0.009029332914192167,,0.020292,0.0202868651005291,0.020347754558347853,-5.134899470900928e-06,5.57545583478522e-05
93,0,,28.8932,28.89821099417106,28.882467970866863,0.005010994171058769,-0.010732029133137644,,0.0203005,0.020295760122448978,0.020355537455426873,-4.739877551021565e-06,5.503745542687413e-05
94,0,,28.904266666666665,28.909952672135223,28.891829249798278,0.005686005468557909,-0.012437416868387174,,0.020309,0.02030466084958428,0.02036331994922805,-4.339150415720583e-06,5.431994922805092e-05
95,0,,28.915333333333333,28.921668555890136,28.901187837987017,0.006335222556803188,-0.01414549534631604,,0.0203175,0.020313564814814812,0.020371102039772278,-3.935185185186679e-06,5.3602039772279036e-05
96,0,,28.9264,28.933353796706996,28.91054373620649,0.006953796706994808,-0.01585626379351268,,0.020326,0.020322469551020406,0.020378883727080455,-3.5304489795946747e-06,5.288372708045497e-05
97,0,,28.937466666666666,28.945003545857,28.91989694522988,0.007536879190332968,-0.017569721436785812,,0.0203345,0.020331372591080876,0.020386665011173474,-3.1274089191228593e-06,5.216501117347519e-05
98,0,,28.948533333333334,28.956612954611327,28.929247465830155,0.008079621277992999,-0.019285867503178622,,0.020343,0.020340271467876037,0.020394445892072226,-2.728532123963401e-06,5.1445892072225774e-05
99,0,,28.9596,28.968177174241195,28.938595298780054,0.008577174241196417,-0.02100470121994391,,0.020351499999999998,0.020349163714285714,0.020402226369797605,-2.336285714284181e-06,5.072636979760667e-05
100,0,,28.970666666666666,28.979691356017774,28.9479404448521,0.009024689351107895,-0.022726221814565406,,0.02036,0.020358046863189722,0.020410006444370497,-1.953136810277367e-06,5.0006444370497005e-05
101,0,,28.981733333333334,28.991150651212276,28.95728290481859,0.009417317878941844,-0.02445042851474355,,0.0203685,0.020366918447467876,0.0204177861158118,-1.5815525321247192e-06,4.92861158118002e-05
102,0,,28.9928,29.002550211095887,28.966622679451604,0.009750211095887806,-0.0261773205483955,,0.020377,0.020375775999999998,0.020425565384142398,-1.2240000000010576e-06,4.856538414239886e-05
103,0,,29.003866666666667,29.013885186939802,28.97595976952299,0.010018520273135323,-0.027906897143676446,,0.0203855,0.02038461705366591,0.020433344249383176,-8.82946334091611e-07,4.784424938317558e-05
104,0,,29.01493333333333,29.025150730015216,28.98529417580438,0.010217396681884594,-0.029639157528951188,,0.020394,0.020393439141345428,0.020441122711555026,-5.608586545712002e-07,4.712271155502684e-05
105,0,,29.026,29.03634199159332,28.994625899067188,0.010341991593321609,-0.0313741009328119,,0.0204025,0.02040223979591837,0.020448900770678832,-2.602040816319928e-07,4.6400770678831776e-05
106,0,,29.037066666666668,29.04745412294531,29.003954940082604,0.010387456278643015,-0.033111726584063916,,0.020411,0.020411016550264553,0.020456678426775475,1.655026455466002e-08,4.5678426775476455e-05
107,0,,29.048133333333332,29.05848227534239,29.01328129962159,0.010348942009056117,-0.0348520337117435,,0.0204195,0.020419766937263793,0.02046445567986584,2.669372637931211e-07,4.495567986584001e-05
108,0,,29.0592,29.069421600055733,29.022604978454893,0.010221600055732694,-0.03659502154510719,,0.020427999999999998,0.020428488489795917,0.02047223252997081,4.884897959189782e-07,4.423252997081198e-05
109,0,,29.070266666666665,29.080267248356552,29.03192597735304,0.010000581689887156,-0.038340689313624665,,0.0204365,0.020437178740740743,0.020480008977111264,6.787407407435331e-07,4.350897711126456e-05
110,0,,29.081333333333333,29.09101437151603,29.04124429708633,0.009681038182698387,-0.04008903624700366,,0.020444999999999998,0.02044583522297808,0.020487785021308085,8.352229780815568e-07,4.2785021308087284e-05
111,0,,29.0924,29.101658120805368,29.050559938424847,0.009258120805366588,-0.04184006157515441,,0.0204535,0.020454455469387758,0.020495560662582152,9.554693877582288e-07,4.206066258215235e-05
112,0,,29.103466666666666,29.112193647495758,29.059872902138448,0.008726980829091957,-0.04359376452821806,,0.020462,0.020463037012849582,0.02050333590095434,1.0370128495813813e-06,4.1335900954338894e-05
113,0,,29.114533333333334,29.12261610285839,29.06918318899677,0.008082769525056932,-0.04535014433656315,,0.0204705,0.020471577386243386,0.020511110736445525,1.0773862433866022e-06,4.061073644552604e-05
114,0,,29.1256,29.132920638164464,29.078490799769238,0.007320638164465265,-0.047109200230760706,,0.020479,0.02048007412244898,0.020518885169076587,1.0741224489782542e-06,3.9885169076585986e-05
115,0,,29.136666666666667,29.14310240468517,29.08779573522504,0.006435738018502946,-0.04887093144162691,,0.0204875,0.02048852475434618,0.020526659198868397,1.0247543461815167e-06,3.915919886839786e-05
116,0,,29.147733333333335,29.153156553691705,29.09709799613315,0.005423220358370173,-0.05063533720018398,,0.020496,0.020496926814814815,0.020534432825841827,9.268148148146305e-07,3.843282584182692e-05
117,0,,29.1588,29.163078236455263,29.106397583262332,0.004278236455263595,-0.05240241673766732,,0.0205045,0.02050527783673469,0.020542206050017754,7.778367346923665e-07,3.770605001775576e-05
118,0,,29.169866666666667,29.172862604247033,29.115694497381106,0.0029959375803656485,-0.05417216928556101,,0.020513,0.020513575352985636,0.02054997887141705,5.753529856364348e-07,3.697887141704964e-05
119,0,,29.180933333333332,29.182504808338216,29.124988739257795,0.001571475004883638,-0.055944594075537424,,0.020521499999999998,0.020521816896447467,0.02055775129006058,3.168964474685454e-07,3.6251290060580754e-05
120,1,29.192,29.192,29.192,29.134280309660483,0.0,-0.057719690339517626,0.02053,0.02053,0.02053,0.020565523305969214,0.0,3.552330596921435e-05
121,0,,29.2002,29.201401845713416,29.143569209357043,0.0012018457134175264,-0.05663079064295573,,0.02053783333333333,0.02053813725245654,0.020573294919163824,3.0391912320820724e-07,3.5461585830492276e-05
122,0,,29.2084,29.210767101326983,29.152855439115125,0.002367101326981924,-0.05554456088487569,,0.020545666666666667,0.020546243597883596,0.020581066129665274,5.769312169286167e-07,3.539946299860666e-05
123,0,,29.2166,29.220095552163144,29.162138999702158,0.0034955521631445663,-0.05446100029784162,,0.0205535,0.020554320102040818,0.02058883693749443,8.201020408188375e-07,3.5336937494429704e-05
124,0,,29.224800000000002,29.229386983544337,29.17141989188535,0.00458698354433551,-0.0533801081146521,,0.020561333333333334,0.020562367830687833,0.020596607342672157,1.034497354498315e-06,3.527400933882319e-05
125,0,,29.233,29.238641180793007,29.18069811643169,0.005641180793006129,-0.05230188356831178,,0.020569166666666666,0.020570387849584277,0.02060437734521932,1.2211829176107802e-06,3.5210678552652364e-05
126,0,,29.2412,29.247857929231586,29.189973674107943,0.006657929231586479,-0.051226325892056224,,0.020576999999999998,0.020578381224489795,0.02061214694515678,1.3812244897964954e-06,3.514694515678249e-05
127,0,,29.2494,29.25703701418253,29.19924656568066,0.007637014182527935,-0.05015343431934127,,0.020584833333333333,0.02058634902116402,0.020619916142505402,1.5156878306853139e-06,3.508280917206841e-05
128,0,,29.2576,29.266178220968268,29.208516791916164,0.008578220968267658,-0.04908320808383593,,0.020592666666666665,0.020594292305366593,0.02062768493728604,1.625638699927906e-06,3.5018270619375375e-05
129,0,,29.2658,29.275281334911245,29.217784353580562,0.009481334911246364,-0.048015646419436564,,0.0206005,0.02060221214285714,0.020635453329519562,1.7121428571402475e-06,3.4953329519561704e-05
130,0,,29.274,29.284346141333895,29.22704925143974,0.01034614133389411,-0.046950748560259825,,0.020608333333333333,0.020610109599395313,0.02064322131922682,1.7762660619799475e-06,3.488798589348571e-05
131,0,,29.2822,29.293372425558672,29.236311486259368,0.011172425558672927,-0.045888513740631964,,0.020616166666666668,0.02061798574074074,0.02065098890642867,1.8190740740733902e-06,3.4822239762002244e-05
132,0,,29.2904,29.302359972908008,29.24557105880489,0.011959972908005767,-0.04482894119511016,,0.020624,0.020625841632653064,0.020658756091145973,1.8416326530643068e-06,3.4756091145973084e-05
133,0,,29.2986,29.311308568704344,29.25482796984153,0.012708568704344003,-0.043772030158471864,,0.020631833333333332,0.02063367834089191,0.020666522873399585,1.8450075585790815e-06,3.468954006625308e-05
134,0,,29.3068,29.32021799827012,29.264082220134295,0.013417998270121245,-0.04271777986570413,,0.020639666666666667,0.020641496931216932,0.020674289253210354,1.830264550264915e-06,3.462258654368666e-05
135,0,,29.315,29.329088046927787,29.273333810447973,0.014088046927785314,-0.0416661895520285,,0.0206475,0.020649298469387758,0.02068205523059914,1.7984693877586e-06,3.455523059913909e-05
136,0,,29.3232,29.33791849999977,29.28258274154713,0.014718499999769818,-0.04061725845286901,,0.020655333333333335,0.02065708402116402,0.020689820805586786,1.7506878306865203e-06,3.4487472253451334e-05
137,0,,29.331400000000002,29.346709142808525,29.29182901419611,0.01530914280852258,-0.03957098580389129,,0.020663166666666666,0.02066485465230537,0.02069758597819415,1.6879856387028158e-06,3.4419311527485175e-05
138,0,,29.3396,29.35545976067648,29.301072629159044,0.01585976067648076,-0.038527370840956365,,0.020671000000000002,0.02067261142857143,0.02070535074844208,1.6114285714269316e-06,3.435074844207811e-05
139,0,,29.3478,29.364170138926085,29.310313587199836,0.016370138926085076,-0.03748641280016329,,0.020678833333333334,0.020680355415721843,0.020713115116351422,1.522082388509538e-06,3.428178301808846e-05
140,0,,29.356,29.372840062879778,29.319551889082174,0.01684006287977624,-0.03644811091782785,,0.020686666666666666,0.020688087679516253,0.02072087908194303,1.4210128495874275e-06,3.421241527636412e-05
141,0,,29.3642,29.381469317859995,29.328787535569525,0.01726931785999497,-0.03541246443047541,,0.0206945,0.020695809285714288,0.020728642645237744,1.309285714286984e-06,3.41426452377426e-05
142,0,,29.3724,29.390057689189184,29.338020527425144,0.017657689189185533,-0.034379472574855185,,0.020702333333333333,0.020703521300075585,0.02073640580625641,1.187966742251939e-06,3.4072472923075275e-05
143,0,,29.3806,29.398604962189783,29.347250865412054,0.018004962189781537,-0.033349134587947304,,0.02071016666666667,0.02071122478835979,0.020744168565019875,1.0581216931225546e-06,3.400189835320658e-05
